ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1993,1993-12-26,15,23.138,MIN,,KAN,W 30-10,,,,,,,,,,,,,,,,
2,1996,1996-12-22,16,26.134,SEA,@,OAK,W 28-21,,5,16,31.25,41,1,1,35.4,3,17,2.56,1.00,2,12,6.00,0
