ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1960,1960-10-02,4,29.166,NYT,@,DTX,W 37-35,0,0,,0,1,5,0
2,1960,1960-12-04,12,29.229,NYT,@,DEN,W 30-27,1,0,0.00,0,1,14,0
