ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1986,1986-10-19,7,22.320,HOU,@,CIN,L 28-31,2,5,2.50,1,0,0,,0,1,6
2,1986,1986-10-26,8,22.327,HOU,,RAI,L 17-28,0,0,,0,0,0,,0,0,
3,1986,1986-11-02,9,22.334,HOU,@,MIA,L 7-28,9,32,3.56,0,1,7,7.00,0,0,0
4,1986,1986-11-09,10,22.341,HOU,,CIN,W 32-28,6,10,1.67,2,3,26,8.67,0,2,12
5,1986,1986-11-16,11,22.348,HOU,@,PIT,L 10-21,7,18,2.57,0,2,9,4.50,0,0,0
6,1986,1986-11-23,12,22.355,HOU,,IND,W 31-17,9,34,3.78,0,4,77,19.25,1,1,6
7,1986,1986-11-30,13,22.362,HOU,@,CLE,L 10-13,10,74,7.40,0,5,48,9.60,1,1,6
8,1986,1986-12-07,14,23.004,HOU,@,SDG,L 0-27,9,45,5.00,0,2,10,5.00,0,0,0
9,1987,1987-09-13,1,23.284,HOU,,RAM,W 20-16,1,3,3.00,0,0,0,,0,0,0
10,1987,1987-09-20,2,23.291,HOU,@,BUF,L 30-34,4,31,7.75,0,0,0,,0,0,0
11,1987,1987-10-25,6,23.326,HOU,,ATL,W 37-33,4,13,3.25,0,2,7,3.50,0,0,0
12,1987,1987-11-01,7,23.333,HOU,@,CIN,W 31-29,0,0,,0,1,7,7.00,0,0,0
13,1987,1987-11-08,8,23.340,HOU,@,SFO,L 20-27,1,3,3.00,0,2,10,5.00,0,0,0
14,1987,1987-11-15,9,23.347,HOU,@,PIT,W 23-3,5,26,5.20,0,1,4,4.00,0,0,0
15,1987,1987-11-22,10,23.354,HOU,,CLE,L 7-40,0,0,,0,0,0,,0,0,
16,1987,1987-11-29,11,23.361,HOU,@,IND,L 27-51,0,0,,0,1,6,6.00,0,0,0
17,1987,1987-12-06,12,24.003,HOU,,SDG,W 33-18,3,14,4.67,0,0,0,,0,0,0
18,1987,1987-12-13,13,24.010,HOU,@,NOR,L 10-24,1,12,12.00,0,0,0,,0,0,0
19,1987,1987-12-20,14,24.017,HOU,,PIT,W 24-16,0,0,,0,0,0,,0,0,
20,1987,1987-12-27,15,24.024,HOU,,CIN,W 21-17,0,0,,0,0,0,,0,0,
21,1989,1989-09-10,1,25.281,PIT,,CLE,L 0-51,0,0,,0,,,,,,
22,1989,1989-09-17,2,25.288,PIT,@,CIN,L 10-41,0,0,,0,,,,,,
23,1989,1989-09-24,3,25.295,PIT,,MIN,W 27-14,0,0,,0,,,,,,
24,1989,1989-10-01,4,25.302,PIT,@,DET,W 23-3,1,2,2.00,1,0,0,,0,1,6
25,1989,1989-10-08,5,25.309,PIT,,CIN,L 16-26,0,0,,0,,,,,,
26,1989,1989-10-15,6,25.316,PIT,@,CLE,W 17-7,2,3,1.50,0,0,0,,0,0,0
27,1989,1989-10-22,7,25.323,PIT,@,HOU,L 0-27,1,5,5.00,0,0,0,,0,0,0
28,1989,1989-10-29,8,25.330,PIT,,KAN,W 23-17,1,0,0.00,0,0,0,,0,0,0
29,1989,1989-11-05,9,25.337,PIT,@,DEN,L 7-34,0,0,,0,,,,,,
