ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2016,2016-09-19,2,21.322,CHI,,PHI,L 14-29,,3,22,7.33,0,2,2,9,4.50,0,100.0%,4.50,0,0,0.0,0,0
2,2016,2016-09-25,3,21.328,CHI,@,DAL,L 17-31,,9,45,5.00,0,6,4,47,11.75,0,66.7%,7.83,0,0,0.0,0,0
3,2016,2016-10-02,4,21.335,CHI,,DET,W 17-14,*,23,111,4.83,0,4,3,21,7.00,0,75.0%,5.25,0,0,0.0,0,0
4,2016,2016-10-09,5,21.342,CHI,@,IND,L 23-29,*,16,118,7.38,0,3,3,45,15.00,1,100.0%,15.00,1,6,0.0,1,0
5,2016,2016-10-16,6,21.349,CHI,,JAX,L 16-17,*,15,34,2.27,1,4,2,6,3.00,0,50.0%,1.50,1,6,0.0,0,0
6,2016,2016-10-20,7,21.353,CHI,@,GNB,L 10-26,*,7,22,3.14,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
7,2016,2016-10-31,8,21.364,CHI,,MIN,W 20-10,*,26,153,5.88,1,4,4,49,12.25,0,100.0%,12.25,1,6,0.0,0,0
8,2016,2016-11-13,9,22.011,CHI,@,TAM,L 10-36,*,15,100,6.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
9,2016,2016-11-20,10,22.018,CHI,@,NYG,L 16-22,*,17,77,4.53,0,8,1,22,22.00,0,12.5%,2.75,0,0,0.0,0,0
10,2016,2016-11-27,11,22.025,CHI,,TEN,L 21-27,*,18,84,4.67,0,5,3,43,14.33,0,60.0%,8.60,0,0,0.0,0,0
11,2016,2016-12-04,12,22.032,CHI,,SFO,W 26-6,*,32,117,3.66,3,1,0,0,,0,0.0%,0.00,3,18,0.0,0,0
12,2016,2016-12-11,13,22.039,CHI,@,DET,L 17-20,*,13,86,6.62,0,5,2,24,12.00,0,40.0%,4.80,0,0,0.0,0,0
13,2016,2016-12-18,14,22.046,CHI,,GNB,L 27-30,*,17,90,5.29,1,4,4,23,5.75,0,100.0%,5.75,1,6,0.0,0,0
14,2016,2016-12-24,15,22.052,CHI,,WAS,L 21-41,*,18,119,6.61,0,3,1,9,9.00,0,33.3%,3.00,0,0,0.0,0,0
15,2016,2017-01-01,16,22.060,CHI,@,MIN,L 10-38,*,23,135,5.87,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
16,2017,2017-09-10,1,22.312,CHI,,ATL,L 17-23,*,13,52,4.00,1,5,3,14,4.67,0,60.0%,2.80,1,6,0.0,0,0
17,2017,2017-09-17,2,22.319,CHI,@,TAM,L 7-29,*,9,7,0.78,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
18,2017,2017-09-24,3,22.326,CHI,,PIT,W 23-17,*,23,140,6.09,2,5,5,26,5.20,0,100.0%,5.20,2,12,0.0,0,0
19,2017,2017-09-28,4,22.330,CHI,@,GNB,L 14-35,*,18,53,2.94,1,4,2,10,5.00,0,50.0%,2.50,1,6,0.0,0,0
20,2017,2017-10-09,5,22.341,CHI,,MIN,L 17-20,*,19,76,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
21,2017,2017-10-15,6,22.347,CHI,@,BAL,W 27-24,*,36,167,4.64,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
22,2017,2017-10-22,7,22.354,CHI,,CAR,W 17-3,*,21,65,3.10,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2017,2017-10-29,8,22.361,CHI,@,NOR,L 12-20,*,23,102,4.43,0,5,3,19,6.33,0,60.0%,3.80,0,0,0.0,0,0
24,2017,2017-11-12,9,23.010,CHI,,GNB,L 16-23,*,15,54,3.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
25,2017,2017-11-19,10,23.017,CHI,,DET,L 24-27,*,15,125,8.33,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
26,2017,2017-11-26,11,23.024,CHI,@,PHI,L 3-31,*,7,6,0.86,0,2,2,13,6.50,0,100.0%,6.50,0,0,0.0,0,0
27,2017,2017-12-03,12,23.031,CHI,,SFO,L 14-15,*,13,38,2.92,0,2,1,-5,-5.00,0,50.0%,-2.50,0,0,0.0,0,0
28,2017,2017-12-10,13,23.038,CHI,@,CIN,W 33-7,*,23,147,6.39,2,2,1,8,8.00,0,50.0%,4.00,2,12,0.0,0,0
29,2017,2017-12-16,14,23.044,CHI,@,DET,L 10-20,*,10,37,3.70,0,4,4,26,6.50,0,100.0%,6.50,0,0,0.0,0,0
30,2017,2017-12-24,15,23.052,CHI,,CLE,W 20-3,*,22,44,2.00,2,0,0,0,,0,0.0%,,2,12,0.0,0,0
31,2017,2017-12-31,16,23.059,CHI,@,MIN,L 10-23,*,9,9,1.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
32,2018,2018-09-09,1,23.311,CHI,@,GNB,L 23-24,*,15,82,5.47,0,5,5,25,5.00,0,100.0%,5.00,0,0,0.0,0,0
33,2018,2018-09-17,2,23.319,CHI,,SEA,W 24-17,*,14,35,2.50,0,4,3,33,11.00,0,75.0%,8.25,0,0,0.0,0,0
34,2018,2018-09-23,3,23.325,CHI,@,ARI,W 16-14,*,24,61,2.54,1,2,2,20,10.00,0,100.0%,10.00,1,6,0.0,0,0
