ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1968,1968-10-13,5,22.362,SFO,,BAL,L 14-42,2,2,100.0,,1,0.0,0,2
2,1968,1968-10-20,6,23.003,SFO,@,NYG,W 26-10,2,3,66.7,2,3,66.7,0,8
3,1968,1968-10-27,7,23.010,SFO,@,DET,W 14-7,2,2,100.0,,3,0.0,0,2
4,1968,1968-11-03,8,23.017,SFO,,CLE,L 21-33,3,3,100.0,,1,0.0,0,3
5,1968,1968-11-10,9,23.024,SFO,@,CHI,L 19-27,1,3,33.3,,,,0,1
