ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1981,1981-09-06,1,23.260,DAL,@,WAS,W 26-10,
2,1981,1981-09-13,2,23.267,DAL,,STL,W 30-17,
3,1982,1982-09-19,2,24.273,DAL,@,STL,W 24-7,
4,1982,1982-11-21,3,24.336,DAL,,TAM,W 14-9,
5,1982,1982-11-25,4,24.340,DAL,,CLE,W 31-14,1.0
6,1982,1982-12-05,5,24.350,DAL,@,WAS,W 24-10,
7,1982,1982-12-13,6,24.358,DAL,@,HOU,W 37-7,
8,1982,1982-12-19,7,24.364,DAL,,NOR,W 21-7,
9,1982,1983-01-03,9,25.014,DAL,@,MIN,L 27-31,
10,1983,1983-09-05,1,25.259,DAL,@,WAS,W 31-30,1.0
11,1983,1983-09-11,2,25.265,DAL,@,STL,W 34-17,1.0
12,1983,1983-09-18,3,25.272,DAL,,NYG,W 28-13,
13,1983,1983-09-25,4,25.279,DAL,,NOR,W 21-20,1.0
14,1983,1983-10-02,5,25.286,DAL,@,MIN,W 37-24,
15,1983,1983-10-09,6,25.293,DAL,,TAM,W 27-24,
16,1983,1983-10-16,7,25.300,DAL,,PHI,W 37-7,1.0
17,1983,1983-10-23,8,25.307,DAL,,RAI,L 38-40,
18,1983,1983-11-06,10,25.321,DAL,@,PHI,W 27-20,
19,1983,1983-11-13,11,25.328,DAL,@,SDG,L 23-24,
20,1983,1983-11-20,12,25.335,DAL,,KAN,W 41-21,
21,1983,1983-11-24,13,25.339,DAL,,STL,W 35-17,
22,1983,1983-12-04,14,25.349,DAL,@,SEA,W 35-10,1.0
23,1983,1983-12-11,15,25.356,DAL,,WAS,L 10-31,
24,1983,1983-12-19,16,25.364,DAL,@,SFO,L 17-42,1.0
25,1984,1984-09-03,1,26.258,DAL,@,RAM,W 20-13,
26,1984,1984-09-09,2,26.264,DAL,@,NYG,L 7-28,
27,1984,1984-09-16,3,26.271,DAL,,PHI,W 23-17,
28,1984,1984-09-23,4,26.278,DAL,,GNB,W 20-6,
29,1984,1984-09-30,5,26.285,DAL,@,CHI,W 23-14,
30,1984,1984-10-07,6,26.292,DAL,,STL,L 20-31,
31,1984,1984-10-14,7,26.299,DAL,@,WAS,L 14-34,
32,1984,1984-10-21,8,26.306,DAL,,NOR,W 30-27,
33,1984,1984-10-28,9,26.313,DAL,,IND,W 22-3,
34,1984,1984-11-04,10,26.320,DAL,,NYG,L 7-19,
35,1984,1984-11-11,11,26.327,DAL,@,STL,W 24-17,1.0
36,1984,1984-11-18,12,26.334,DAL,@,BUF,L 3-14,
37,1984,1984-11-22,13,26.338,DAL,,NWE,W 20-17,
38,1984,1984-12-02,14,26.348,DAL,@,PHI,W 26-10,
39,1984,1984-12-09,15,26.355,DAL,,WAS,L 28-30,
40,1984,1984-12-17,16,26.363,DAL,@,MIA,L 21-28,
41,1985,1985-09-09,1,27.263,DAL,,WAS,W 44-14,
42,1985,1985-10-27,8,27.311,DAL,,ATL,W 24-10,2.0
43,1985,1985-11-04,9,27.319,DAL,@,STL,L 10-21,
44,1985,1985-11-10,10,27.325,DAL,@,WAS,W 13-7,
45,1985,1985-11-17,11,27.332,DAL,,CHI,L 0-44,
46,1985,1985-11-24,12,27.339,DAL,,PHI,W 34-17,
47,1985,1985-11-28,13,27.343,DAL,,STL,W 35-17,
48,1985,1985-12-08,14,27.353,DAL,@,CIN,L 24-50,
49,1985,1985-12-15,15,27.360,DAL,,NYG,W 28-21,
50,1985,1985-12-22,16,28.002,DAL,@,SFO,L 16-31,
51,1986,1986-10-12,6,28.296,DAL,,WAS,W 30-6,0.5
52,1986,1986-10-19,7,28.303,DAL,@,PHI,W 17-14,1.0
53,1986,1986-10-26,8,28.310,DAL,,STL,W 37-6,
54,1986,1986-11-02,9,28.317,DAL,@,NYG,L 14-17,0.5
55,1986,1986-11-09,10,28.324,DAL,,RAI,L 13-17,1.0
56,1986,1986-11-16,11,28.331,DAL,@,SDG,W 24-21,
57,1986,1986-11-23,12,28.338,DAL,@,WAS,L 14-41,
58,1986,1986-11-27,13,28.342,DAL,,SEA,L 14-31,
59,1986,1986-12-07,14,28.352,DAL,@,RAM,L 10-29,
60,1986,1986-12-14,15,28.359,DAL,,PHI,L 21-23,
61,1986,1986-12-21,16,29.001,DAL,,CHI,L 10-24,1.5
62,1987,1987-10-04,3,29.288,DAL,@,NYJ,W 38-24,
63,1987,1987-10-11,4,29.295,DAL,,PHI,W 41-22,
64,1987,1987-10-19,5,29.303,DAL,,WAS,L 7-13,
65,1987,1987-10-25,6,29.309,DAL,@,PHI,L 20-37,
66,1987,1987-11-02,7,29.317,DAL,,NYG,W 33-24,
67,1987,1987-11-15,9,29.330,DAL,@,NWE,W 23-17,
68,1987,1987-12-21,14,30.001,DAL,@,RAM,W 29-21,
69,1987,1987-12-27,15,30.007,DAL,,STL,W 21-16,
