ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-10,1,24.248,NOR,,SFO,L 12-13,1.0,0,0,0
2,1990,1990-09-16,2,24.254,NOR,@,MIN,L 3-32,,,,
3,1990,1990-09-23,3,24.261,NOR,,PHO,W 28-7,,,,
4,1990,1990-10-07,4,24.275,NOR,@,ATL,L 27-28,,,,
5,1990,1990-10-14,5,24.282,NOR,,CLE,W 25-20,,,,
6,1990,1990-10-21,6,24.289,NOR,@,HOU,L 10-23,,,,
7,1990,1990-10-28,7,24.296,NOR,,DET,L 10-27,,,,
8,1990,1990-11-04,8,24.303,NOR,@,CIN,W 21-7,2.0,0,0,0
9,1990,1990-11-11,9,24.310,NOR,,TAM,W 35-7,,,,
10,1990,1990-11-18,10,24.317,NOR,@,WAS,L 17-31,,,,
11,1990,1990-11-25,11,24.324,NOR,,ATL,W 10-7,,,,
12,1990,1990-12-02,12,24.331,NOR,@,DAL,L 13-17,1.0,0,0,0
13,1990,1990-12-09,13,24.338,NOR,@,RAM,W 24-20,2.0,0,0,0
14,1990,1990-12-16,14,24.345,NOR,,PIT,L 6-9,,,,
15,1990,1990-12-23,15,24.352,NOR,@,SFO,W 13-10,2.0,0,0,0
16,1990,1990-12-31,16,24.360,NOR,,RAM,W 20-17,1.0,0,0,0
17,1991,1991-09-01,1,25.239,NOR,,SEA,W 27-24,,,,
18,1991,1991-09-08,2,25.246,NOR,@,KAN,W 17-10,,,,
19,1991,1991-09-15,3,25.253,NOR,,RAM,W 24-7,,,,
20,1991,1991-09-22,4,25.260,NOR,,MIN,W 26-0,,,,
21,1991,1991-09-29,5,25.267,NOR,@,ATL,W 27-6,,,,
22,1991,1991-10-13,6,25.281,NOR,@,PHI,W 13-6,,,,
23,1991,1991-10-20,7,25.288,NOR,,TAM,W 23-7,,,,
24,1991,1991-10-27,8,25.295,NOR,,CHI,L 17-20,,,,
25,1991,1991-11-03,9,25.302,NOR,@,RAM,W 24-17,,,,
26,1991,1991-11-10,10,25.309,NOR,,SFO,W 10-3,,,,
27,1991,1991-11-17,11,25.316,NOR,@,SDG,L 21-24,,,,
28,1991,1991-11-24,12,25.323,NOR,,ATL,L 20-23,1.0,0,0,0
29,1991,1991-12-01,13,25.330,NOR,@,SFO,L 24-38,,,,
30,1991,1991-12-08,14,25.337,NOR,@,DAL,L 14-23,,,,
31,1991,1991-12-16,15,25.345,NOR,,RAI,W 27-0,,,,
32,1991,1991-12-22,16,25.351,NOR,@,PHO,W 27-3,,,,
33,1992,1992-09-06,1,26.245,NOR,@,PHI,L 13-15,,,,
34,1992,1992-09-13,2,26.252,NOR,,CHI,W 28-6,,,,
35,1992,1992-09-20,3,26.259,NOR,@,ATL,W 10-7,,,,
36,1992,1992-09-27,4,26.266,NOR,,SFO,L 10-16,0.5,0,0,0
37,1992,1992-10-04,5,26.273,NOR,@,DET,W 13-7,,,,
38,1992,1992-10-11,6,26.280,NOR,,RAM,W 13-10,,,,
39,1992,1992-10-18,7,26.287,NOR,@,PHO,W 30-21,,,,
40,1992,1992-11-01,8,26.301,NOR,,TAM,W 23-21,,,,
41,1992,1992-11-08,9,26.308,NOR,@,NWE,W 31-14,,,,
