ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1960,1960-09-11,1,23.199,NYT,,BUF,W 27-3,6,77,12.83,1,1,39,39.00,0,1,6
2,1960,1960-09-17,2,23.205,NYT,,BOS,L 24-28,2,52,26.00,0,1,24,24.00,0,0,0
3,1960,1960-10-02,4,23.220,NYT,@,DTX,W 37-35,7,134,19.14,1,0,0,,0,1,6
4,1960,1960-10-09,5,23.227,NYT,@,HOU,L 21-27,6,90,15.00,2,0,0,,0,2,12
5,1960,1960-10-16,6,23.234,NYT,@,BUF,W 17-13,1,14,14.00,0,0,0,,0,0,0
6,1960,1960-10-23,7,23.241,NYT,,HOU,L 28-42,4,69,17.25,2,0,0,,0,2,12
7,1960,1960-10-28,8,23.246,NYT,,OAK,L 27-28,6,123,20.50,1,0,0,,0,1,6
8,1960,1960-11-04,9,23.253,NYT,,LAC,L 7-21,3,65,21.67,0,0,0,,0,0,0
9,1960,1960-11-11,10,23.260,NYT,@,BOS,L 21-38,5,50,10.00,0,0,0,,0,0,0
10,1960,1960-11-24,11,23.273,NYT,,DTX,W 41-35,8,110,13.75,1,0,0,,0,1,6
11,1960,1960-12-04,12,23.283,NYT,@,DEN,W 30-27,6,122,20.33,3,0,0,,0,3,18
12,1960,1960-12-11,13,23.290,NYT,@,OAK,W 31-28,10,179,17.90,2,0,0,,0,2,12
13,1960,1960-12-18,14,23.297,NYT,@,LAC,L 43-50,5,82,16.40,1,0,0,,0,1,6
14,1961,1961-09-09,1,24.196,NYT,@,BOS,W 21-20,5,63,12.60,0,0,0,,0,0,0
15,1961,1961-09-17,2,24.204,NYT,@,BUF,L 31-41,8,125,15.63,1,0,0,,0,1,6
16,1961,1961-09-24,3,24.211,NYT,,DEN,W 35-28,5,37,7.40,1,0,0,,0,1,6
17,1961,1961-10-01,4,24.218,NYT,,BOS,W 37-30,5,37,7.40,1,0,0,,0,1,6
18,1961,1961-10-15,5,24.232,NYT,,SDG,L 10-25,8,88,11.00,0,0,0,,0,0,0
19,1961,1961-10-22,6,24.239,NYT,@,DEN,L 10-27,12,160,13.33,0,0,0,,0,0,0
20,1961,1961-10-29,7,24.246,NYT,@,OAK,W 14-6,1,7,7.00,0,0,0,,0,0,0
21,1961,1961-11-05,8,24.253,NYT,@,SDG,L 13-48,5,80,16.00,0,0,0,,0,0,0
22,1961,1961-11-11,9,24.259,NYT,,OAK,W 23-12,5,70,14.00,0,0,0,,0,0,0
23,1961,1961-11-19,10,24.267,NYT,@,HOU,L 13-49,5,51,10.20,0,0,0,,0,0,0
24,1961,1961-11-23,11,24.271,NYT,,BUF,W 21-14,2,18,9.00,0,0,0,,0,0,0
25,1961,1961-12-03,12,24.281,NYT,,DTX,W 28-7,2,13,6.50,1,0,0,,0,1,6
26,1961,1961-12-10,13,24.288,NYT,,HOU,L 21-48,7,122,17.43,1,0,0,,0,1,6
27,1961,1961-12-17,14,24.295,NYT,@,DTX,L 24-35,1,10,10.00,0,0,0,,0,0,0
28,1962,1962-09-09,1,25.196,NYT,@,OAK,W 28-17,5,175,35.00,2,0,0,,0,2,12
29,1962,1962-09-16,2,25.203,NYT,@,SDG,L 14-40,5,75,15.00,2,0,0,,0,2,12
30,1962,1962-09-22,3,25.209,NYT,@,BUF,W 17-6,5,65,13.00,0,0,0,,0,0,0
31,1962,1962-09-30,4,25.217,NYT,,DEN,L 10-32,4,69,17.25,0,0,0,,0,0,0
32,1962,1962-10-06,5,25.223,NYT,,BOS,L 14-43,11,162,14.73,1,0,0,,0,1,6
33,1962,1962-10-14,6,25.231,NYT,@,HOU,L 17-56,1,42,42.00,0,0,0,,0,0,0
34,1962,1962-10-21,7,25.238,NYT,@,DTX,L 17-20,1,15,15.00,0,0,0,,0,0,0
35,1962,1962-10-28,8,25.245,NYT,,SDG,W 23-3,6,105,17.50,0,0,0,,0,0,0
36,1962,1962-11-04,9,25.252,NYT,,OAK,W 31-21,5,100,20.00,0,0,0,,0,0,0
37,1962,1962-11-11,10,25.259,NYT,,DTX,L 31-52,6,102,17.00,1,0,0,,0,1,6
38,1962,1962-11-22,11,25.270,NYT,@,DEN,W 46-45,3,57,19.00,2,0,0,,0,2,12
39,1962,1962-11-30,12,25.278,NYT,@,BOS,L 17-24,3,74,24.67,0,0,0,,0,0,0
40,1962,1962-12-08,13,25.286,NYT,,BUF,L 3-20,8,80,10.00,0,0,0,,0,0,0
41,1962,1962-12-15,14,25.293,NYT,,HOU,L 10-44,1,9,9.00,0,0,0,,0,0,0
42,1963,1963-09-07,1,26.194,OAK,@,HOU,W 24-13,7,181,25.86,1,0,0,,0,1,6
43,1963,1963-09-15,2,26.202,OAK,,BUF,W 35-17,8,91,11.38,1,0,0,,0,1,6
44,1963,1963-09-22,3,26.209,OAK,,BOS,L 14-20,8,150,18.75,1,0,0,,0,1,6
45,1963,1963-09-28,4,26.215,OAK,@,NYJ,L 7-10,3,49,16.33,0,0,0,,0,0,0
46,1963,1963-10-05,5,26.222,OAK,@,BUF,L 0-12,6,93,15.50,0,0,0,,0,0,0
47,1963,1963-10-11,6,26.228,OAK,@,BOS,L 14-20,5,42,8.40,0,0,0,,0,0,0
48,1963,1963-10-20,7,26.237,OAK,,NYJ,W 49-26,3,39,13.00,0,0,0,,0,0,0
49,1963,1963-10-27,8,26.244,OAK,@,SDG,W 34-33,3,77,25.67,2,0,0,,0,2,12
50,1963,1963-11-03,9,26.251,OAK,,KAN,W 10-7,3,58,19.33,0,0,0,,0,0,0
51,1963,1963-11-08,10,26.256,OAK,@,KAN,W 22-7,6,84,14.00,2,0,0,,0,2,12
52,1963,1963-11-28,11,26.276,OAK,@,DEN,W 26-10,2,29,14.50,0,0,0,,0,0,0
53,1963,1963-12-08,12,26.286,OAK,,SDG,W 41-27,6,132,22.00,3,0,0,,0,3,18
54,1963,1963-12-15,13,26.293,OAK,,DEN,W 35-31,3,32,10.67,2,0,0,,0,2,12
55,1963,1963-12-22,14,26.300,OAK,,HOU,W 52-49,10,247,24.70,4,0,0,,0,4,24
56,1964,1964-09-13,1,27.201,OAK,,BOS,L 14-17,7,135,19.29,1,0,0,,0,1,6
57,1964,1964-09-19,2,27.207,OAK,@,HOU,L 28-42,5,115,23.00,0,0,0,,0,0,0
58,1964,1964-09-27,3,27.215,OAK,,KAN,L 9-21,2,31,15.50,0,0,0,,0,0,0
59,1964,1964-10-03,4,27.221,OAK,@,BUF,L 20-23,6,98,16.33,0,0,0,,0,0,0
60,1964,1964-10-10,5,27.228,OAK,@,NYJ,L 13-35,6,141,23.50,0,0,0,,0,0,0
61,1964,1964-10-16,6,27.234,OAK,@,BOS,T 43-43,7,121,17.29,2,0,0,,0,2,12
62,1964,1964-10-25,7,27.243,OAK,,DEN,W 40-7,9,152,16.89,2,0,0,,0,2,12
63,1964,1964-11-01,8,27.250,OAK,@,SDG,L 17-31,6,89,14.83,1,0,0,,0,1,6
64,1964,1964-11-15,10,27.264,OAK,,HOU,W 20-10,4,76,19.00,2,0,0,,0,2,12
65,1964,1964-11-22,11,27.271,OAK,,NYJ,W 35-26,6,94,15.67,0,0,0,,0,0,0
66,1964,1964-11-29,12,27.278,OAK,@,DEN,T 20-20,5,143,28.60,1,0,0,,0,1,6
67,1964,1964-12-06,13,27.285,OAK,,BUF,W 16-13,9,106,11.78,1,0,0,,0,1,6
68,1964,1964-12-20,14,27.299,OAK,,SDG,W 21-20,4,60,15.00,1,0,0,,0,1,6
69,1965,1965-09-12,1,28.199,OAK,,KAN,W 37-10,5,60,12.00,2,0,0,,0,2,12
70,1965,1965-09-19,2,28.206,OAK,,SDG,L 6-17,5,72,14.40,0,0,0,,0,0,0
71,1965,1965-09-26,3,28.213,OAK,,HOU,W 21-17,5,75,15.00,1,0,0,,0,1,6
72,1965,1965-10-03,4,28.220,OAK,@,BUF,L 12-17,1,14,14.00,0,0,0,,0,0,0
73,1965,1965-10-08,5,28.225,OAK,@,BOS,W 24-10,11,206,18.73,2,0,0,,0,2,12
74,1965,1965-10-16,6,28.233,OAK,@,NYJ,T 24-24,4,61,15.25,1,0,0,,0,1,6
75,1965,1965-10-24,7,28.241,OAK,,BOS,W 30-21,4,72,18.00,2,0,0,,0,2,12
76,1965,1965-10-31,8,28.248,OAK,@,KAN,L 7-14,2,14,7.00,0,0,0,,0,0,0
77,1965,1965-11-07,9,28.255,OAK,@,HOU,W 33-21,1,9,9.00,0,0,0,,0,0,0
78,1965,1965-11-21,11,28.269,OAK,@,DEN,W 28-20,4,41,10.25,1,0,0,,0,1,6
79,1965,1965-12-05,12,28.283,OAK,,DEN,W 24-13,4,43,10.75,1,0,0,,0,1,6
