ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-12-07,12,23.072,GNB,,BAL,W 27-14,,,,,,,,
2,2009,2009-12-13,13,23.078,GNB,@,CHI,W 21-14,,,,,,,,
3,2009,2009-12-20,14,23.085,GNB,@,PIT,L 36-37,,,,,,,,
4,2009,2009-12-27,15,23.092,GNB,,SEA,W 48-10,,0,0,,0,0.0,1,0
5,2009,2010-01-03,16,23.099,GNB,@,ARI,W 33-7,,,,,,,,
6,2010,2010-09-19,2,23.358,ARI,@,ATL,L 7-41,,,,,,,,
7,2010,2010-10-10,5,24.014,SDG,@,OAK,L 27-35,,0,0,,0,0.0,0,0
8,2010,2010-10-17,6,24.021,SDG,@,STL,L 17-20,,,,,,,,
9,2010,2010-12-05,12,24.070,ARI,,STL,L 6-19,,0,0,,0,0.0,0,0
10,2010,2010-12-12,13,24.077,ARI,,DEN,W 43-13,,0,0,,0,0.0,0,1
11,2010,2010-12-19,14,24.084,ARI,@,CAR,L 12-19,,0,0,,0,0.0,0,0
12,2010,2010-12-25,15,24.090,ARI,,DAL,W 27-26,,,,,,,,
13,2010,2011-01-02,16,24.098,ARI,@,SFO,L 7-38,,1,0,0.00,0,0.0,0,0
