ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,23.104,NYJ,@,NWE,L 3-28,,,,,,,,,,,
2,1988,1988-09-11,2,23.111,NYJ,@,CLE,W 23-3,,0,0,,0,0,0,0.0,1,0,0
3,1988,1988-09-18,3,23.118,NYJ,,HOU,W 45-3,,,,,,,,,,,
4,1988,1988-09-25,4,23.125,NYJ,@,DET,W 17-10,,,,,,,,,,,
5,1988,1988-10-02,5,23.132,NYJ,,KAN,T 17-17,,,,,,,,,,,
6,1988,1988-10-09,6,23.139,NYJ,@,CIN,L 19-36,,,,,,,,,,,
7,1988,1988-10-17,7,23.147,NYJ,,BUF,L 14-37,,,,,,,,,,,
8,1988,1988-10-23,8,23.153,NYJ,@,MIA,W 44-30,,,,,,,,,,,
9,1988,1988-11-06,10,23.167,NYJ,@,IND,L 14-38,,,,,,,,,,,
10,1988,1988-11-13,11,23.174,NYJ,,NWE,L 13-14,,0,0,,0,0,0,0.0,1,0,0
11,1988,1988-11-20,12,23.181,NYJ,@,BUF,L 6-9,,0,0,,0,0,0,1.0,1,0,0
12,1988,1988-11-27,13,23.188,NYJ,,MIA,W 38-34,,,,,,,,,,,
13,1988,1988-12-04,14,23.195,NYJ,@,KAN,L 34-38,,,,,,,,,,,
14,1988,1988-12-10,15,23.201,NYJ,,IND,W 34-16,,0,0,,0,0,0,0.0,2,20,0
15,1988,1988-12-18,16,23.209,NYJ,,NYG,W 27-21,,,,,,,,,,,
16,1989,1989-09-10,1,24.110,NYJ,,NWE,L 24-27,,,,,,,,,,,
17,1989,1989-09-17,2,24.117,NYJ,@,CLE,L 24-38,,,,,,,,,,,
18,1989,1989-09-24,3,24.124,NYJ,@,MIA,W 40-33,,0,0,,0,0,0,0.0,2,16,0
19,1989,1989-10-01,4,24.131,NYJ,,IND,L 10-17,,,,,,,,,,,
20,1989,1989-10-09,5,24.139,NYJ,,RAI,L 7-14,,,,,,,,,,,
21,1989,1989-10-15,6,24.145,NYJ,@,NOR,L 14-29,,0,0,,0,1,6,0.0,1,34,1
22,1989,1989-10-22,7,24.152,NYJ,@,BUF,L 3-34,,,,,,,,,,,
23,1989,1989-10-29,8,24.159,NYJ,,SFO,L 10-23,,,,,,,,,,,
24,1989,1989-11-05,9,24.166,NYJ,@,NWE,W 27-26,,,,,,,,,,,
25,1989,1989-11-12,10,24.173,NYJ,,MIA,L 23-31,,,,,,,,,,,
26,1989,1989-11-19,11,24.180,NYJ,@,IND,L 10-27,,,,,,,,,,,
27,1989,1989-11-26,12,24.187,NYJ,,ATL,W 27-7,,,,,,,,,,,
28,1989,1989-12-03,13,24.194,NYJ,@,SDG,W 20-17,,0,0,,0,0,0,0.0,1,12,0
29,1989,1989-12-10,14,24.201,NYJ,,PIT,L 0-13,,0,0,,0,0,0,0.0,1,0,0
30,1989,1989-12-17,15,24.208,NYJ,@,RAM,L 14-38,,,,,,,,,,,
31,1989,1989-12-23,16,24.214,NYJ,,BUF,L 0-37,,,,,,,,,,,
32,1990,1990-09-09,1,25.109,NYJ,@,CIN,L 20-25,,0,0,,0,0,0,0.0,1,0,0
33,1990,1990-09-16,2,25.116,NYJ,,CLE,W 24-21,,0,0,,0,,,,,,
34,1990,1990-09-24,3,25.124,NYJ,,BUF,L 7-30,,0,0,,0,0,0,0.0,1,0,0
35,1990,1990-09-30,4,25.130,NYJ,@,NWE,W 37-13,,0,0,,0,,,,,,
36,1990,1990-10-07,5,25.137,NYJ,@,MIA,L 16-20,,0,0,,0,,,,,,
37,1990,1990-10-14,6,25.144,NYJ,,SDG,L 3-39,,0,0,,0,,,,,,
38,1990,1990-10-21,7,25.151,NYJ,@,BUF,L 27-30,,0,0,,0,,,,,,
39,1990,1990-10-28,8,25.158,NYJ,@,HOU,W 17-12,,0,0,,0,,,,,,
40,1990,1990-11-04,9,25.165,NYJ,,DAL,W 24-9,,0,0,,0,,,,,,
41,1990,1990-11-11,10,25.172,NYJ,,MIA,L 3-17,,1,0,0.00,0,0,0,0.0,0,0,0
42,1990,1990-11-18,11,25.179,NYJ,@,IND,L 14-17,,0,0,,0,,,,,,
43,1990,1990-11-25,12,25.186,NYJ,,PIT,L 7-24,,0,0,,0,,,,,,
44,1990,1990-12-02,13,25.193,NYJ,@,SDG,L 17-38,,0,0,,0,,,,,,
45,1990,1990-12-16,14,25.207,NYJ,,IND,L 21-29,,0,0,,0,,,,,,
46,1990,1990-12-23,15,25.214,NYJ,,NWE,W 42-7,,0,0,,0,,,,,,
47,1990,1990-12-30,16,25.221,NYJ,@,TAM,W 16-14,,0,0,,0,,,,,,
48,1991,1991-09-01,1,26.101,NYJ,,TAM,W 16-13,,,,,,,,,,,
49,1991,1991-09-08,2,26.108,NYJ,@,SEA,L 13-20,,0,0,,0,0,0,0.0,1,39,0
50,1991,1991-09-15,3,26.115,NYJ,,BUF,L 20-23,,,,,,,,,,,
51,1991,1991-09-23,4,26.123,NYJ,@,CHI,L 13-19,,,,,,,,,,,
52,1991,1991-09-29,5,26.129,NYJ,,MIA,W 41-23,,,,,,,,,,,
53,1991,1991-10-06,6,26.136,NYJ,@,CLE,W 17-14,,,,,,,,,,,
54,1991,1991-10-13,7,26.143,NYJ,,HOU,L 20-23,,,,,,,,,,,
55,1991,1991-10-20,8,26.150,NYJ,@,IND,W 17-6,,,,,,,,,,,
56,1991,1991-11-03,9,26.164,NYJ,,GNB,W 19-16,,,,,,,,,,,
57,1991,1991-11-10,10,26.171,NYJ,,IND,L 27-28,,,,,,,,,,,
58,1991,1991-11-17,11,26.178,NYJ,@,NWE,W 28-21,,,,,,,,,,,
59,1991,1991-11-24,12,26.185,NYJ,,SDG,W 24-3,,0,0,,0,0,0,0.0,1,0,0
60,1991,1991-12-01,13,26.192,NYJ,@,BUF,L 13-24,,0,0,,0,0,0,0.0,1,0,0
61,1991,1991-12-08,14,26.199,NYJ,@,DET,L 20-34,,,,,,,,,,,
62,1991,1991-12-15,15,26.206,NYJ,,NWE,L 3-6,,,,,,,,,,,
63,1991,1991-12-22,16,26.213,NYJ,@,MIA,W 23-20,,,,,,,,,,,
64,1992,1992-09-06,1,27.106,NYJ,@,ATL,L 17-20,,,,,,,,,,,
65,1992,1992-09-13,2,27.113,NYJ,@,PIT,L 10-27,,,,,,,,,,,
66,1992,1992-09-20,3,27.120,NYJ,,SFO,L 14-31,,,,,,,,,,,
67,1992,1992-09-27,4,27.127,NYJ,@,RAM,L 10-18,,,,,,,,,,,
68,1992,1992-10-04,5,27.134,NYJ,,NWE,W 30-21,,0,0,,0,0,0,0.0,1,0,0
69,1992,1992-10-11,6,27.141,NYJ,@,IND,L 3-6,,,,,,,,,,,
