ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1955,1955-09-26,1,21.337,PIT,,CRD,W 14-7,8,69,8.63,0
2,1955,1955-10-02,2,21.343,PIT,@,RAM,L 26-27,2,25,12.50,0
3,1955,1955-10-09,3,21.350,PIT,,NYG,W 30-23,4,60,15.00,1
4,1955,1955-10-15,4,21.356,PIT,,PHI,W 13-7,2,18,9.00,0
5,1955,1955-10-23,5,21.364,PIT,@,NYG,W 19-17,1,16,16.00,0
6,1955,1955-11-05,7,22.012,PIT,@,CRD,L 13-27,1,9,9.00,0
7,1955,1955-11-27,10,22.034,PIT,,WAS,L 14-23,1,13,13.00,0
8,1955,1955-12-04,11,22.041,PIT,,CLE,L 7-30,2,64,32.00,0
9,1955,1955-12-11,12,22.048,PIT,@,WAS,L 17-28,1,2,2.00,0
10,1960,1960-10-16,6,26.358,DTX,@,HOU,L 10-20,2,21,10.50,0
11,1960,1960-10-30,7,27.006,DTX,@,DEN,W 17-14,1,13,13.00,0
12,1960,1960-12-11,13,27.048,DTX,,BOS,W 34-0,1,15,15.00,0
