ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2018,2018-09-09,1,22.197,DEN,,SEA,W 27-24,*,15,71,4.73,0,0,0,0,,0,0.0%,,0,0
2,2018,2018-09-16,2,22.204,DEN,,OAK,W 20-19,*,8,28,3.50,1,1,0,0,,0,0.0%,0.00,1,6
3,2018,2018-09-23,3,22.211,DEN,@,BAL,L 14-27,*,13,53,4.08,1,1,1,5,5.00,0,100.0%,5.00,1,6
