ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1980,1980-09-07,1,26.341,HOU,@,PIT,L 17-31,0,0,,0,3,72,24.00,0,2,17,8.50,0,0,0
2,1980,1980-09-15,2,26.349,HOU,@,CLE,W 16-7,0,0,,0,1,25,25.00,0,4,37,9.25,0,0,0
3,1980,1980-09-21,3,26.355,HOU,,BAL,W 21-16,0,0,,0,1,19,19.00,0,5,28,5.60,0,0,0
4,1980,1980-09-28,4,26.362,HOU,@,CIN,W 13-10,0,0,,0,0,0,,0,5,104,20.80,0,0,0
5,1980,1980-10-05,5,27.003,HOU,,SEA,L 7-26,0,0,,0,6,98,16.33,0,2,15,7.50,0,0,0
6,1980,1980-10-12,6,27.010,HOU,@,KAN,L 20-21,0,0,,0,2,36,18.00,0,1,8,8.00,0,0,0
7,1980,1980-10-19,7,27.017,HOU,,TAM,W 20-14,0,0,,0,3,55,18.33,0,3,8,2.67,0,0,0
8,1980,1980-10-26,8,27.024,HOU,,CIN,W 23-3,0,0,,0,2,29,14.50,0,4,31,7.75,0,0,0
9,1980,1980-11-02,9,27.031,HOU,@,DEN,W 20-16,0,0,,0,2,52,26.00,0,3,9,3.00,0,0,0
10,1980,1980-11-10,10,27.039,HOU,,NWE,W 38-34,0,0,,0,5,87,17.40,0,1,8,8.00,0,0,0
11,1980,1980-11-16,11,27.045,HOU,@,CHI,W 10-6,0,0,,0,3,60,20.00,0,0,0,,0,0,0
12,1980,1980-11-23,12,27.052,HOU,@,NYJ,L 28-31,0,0,,0,4,118,29.50,0,6,25,4.17,0,0,0
13,1980,1980-11-30,13,27.059,HOU,,CLE,L 14-17,0,0,,0,3,34,11.33,0,4,37,9.25,0,0,0
14,1980,1980-12-04,14,27.063,HOU,,PIT,W 6-0,0,0,,0,1,34,34.00,0,3,45,15.00,0,0,0
15,1980,1980-12-14,15,27.073,HOU,@,GNB,W 22-3,0,0,,0,0,0,,0,1,6,6.00,0,0,0
16,1980,1980-12-21,16,27.080,HOU,,MIN,W 20-16,0,0,,0,1,27,27.00,0,3,6,2.00,0,0,0
17,1981,1981-09-06,1,27.339,HOU,@,RAM,W 27-20,0,0,,0,2,49,24.50,0,2,16,8.00,0,0,0
18,1981,1981-09-13,2,27.346,HOU,@,CLE,W 9-3,0,0,,0,1,88,88.00,0,3,18,6.00,0,0,0
19,1981,1981-09-20,3,27.353,HOU,,MIA,L 10-16,0,0,,0,5,128,25.60,0,3,3,1.00,0,0,0
20,1981,1981-09-27,4,27.360,HOU,@,NYJ,L 17-33,0,0,,0,3,61,20.33,0,1,8,8.00,0,0,0
21,1981,1981-10-04,5,28.002,HOU,,CIN,W 17-10,0,0,,0,1,96,96.00,1,4,93,23.25,0,1,6
22,1981,1981-10-11,6,28.009,HOU,,SEA,W 35-17,0,0,,0,3,44,14.67,0,2,4,2.00,0,0,0
23,1981,1981-10-18,7,28.016,HOU,@,NWE,L 10-38,0,0,,0,1,16,16.00,0,0,0,,0,0,0
24,1981,1981-10-26,8,28.024,HOU,@,PIT,L 13-26,0,0,,0,2,65,32.50,0,1,-4,-4.00,0,0,0
25,1981,1981-11-01,9,28.030,HOU,@,CIN,L 21-34,0,0,,0,0,0,,0,3,1,0.33,0,0,0
26,1981,1981-11-08,10,28.037,HOU,,OAK,W 17-16,0,0,,0,2,56,28.00,0,1,1,1.00,0,0,0
27,1981,1981-11-15,11,28.044,HOU,@,KAN,L 10-23,0,0,,0,2,31,15.50,0,4,17,4.25,0,0,0
28,1981,1981-11-22,12,28.051,HOU,,NOR,L 24-27,0,0,,0,0,0,,0,2,0,0.00,0,0,0
