ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1964,1964-09-20,2,21.285,DAL,,WAS,W 24-18,3,3,100.0,1,3,33.3,0,6
2,1964,1964-09-27,3,21.292,DAL,@,PIT,L 17-23,2,2,100.0,1,1,100.0,0,5
3,1964,1964-10-04,4,21.299,DAL,@,CLE,L 6-27,,1,0.0,,2,0.0,0,0
4,1964,1964-10-11,5,21.306,DAL,,NYG,T 13-13,1,1,100.0,2,5,40.0,0,7
5,1964,1964-10-18,6,21.313,DAL,,CLE,L 16-20,1,1,100.0,3,3,100.0,0,10
6,1964,1964-10-25,7,21.320,DAL,@,STL,W 31-13,4,4,100.0,1,1,100.0,0,7
7,1964,1964-11-01,8,21.327,DAL,@,CHI,W 24-10,3,3,100.0,1,2,50.0,0,6
8,1964,1964-11-08,9,21.334,DAL,@,NYG,W 31-21,4,4,100.0,1,2,50.0,0,7
9,1964,1964-11-15,10,21.341,DAL,,PHI,L 14-17,2,2,100.0,,3,0.0,0,2
10,1964,1964-11-22,11,21.348,DAL,@,WAS,L 16-28,1,1,100.0,3,5,60.0,0,10
11,1964,1964-11-29,12,21.355,DAL,,GNB,L 21-45,3,3,100.0,,,,0,3
12,1964,1964-12-06,13,21.362,DAL,@,PHI,L 14-24,2,2,100.0,,,,0,2
13,1964,1964-12-13,14,22.003,DAL,,PIT,W 17-14,2,2,100.0,1,2,50.0,0,5
14,1966,1966-09-04,1,23.268,SDG,,BUF,W 27-7,3,3,100.0,2,2,100.0,0,9
15,1966,1966-09-10,2,23.274,SDG,,BOS,W 24-0,3,3,100.0,1,2,50.0,0,6
16,1966,1966-09-25,3,23.289,SDG,@,OAK,W 29-20,3,3,100.0,2,2,100.0,0,9
17,1966,1966-10-02,4,23.296,SDG,,MIA,W 44-10,5,6,83.3,1,1,100.0,0,8
18,1966,1966-10-08,5,23.302,SDG,@,NYJ,L 16-17,1,1,100.0,3,7,42.9,0,10
19,1966,1966-10-16,6,23.310,SDG,@,BUF,T 17-17,2,2,100.0,1,2,50.0,0,5
20,1966,1966-10-23,7,23.317,SDG,@,BOS,L 17-35,2,2,100.0,1,2,50.0,0,5
21,1966,1966-10-30,8,23.324,SDG,,DEN,W 24-17,3,3,100.0,1,2,50.0,0,6
22,1966,1966-11-06,9,23.331,SDG,@,KAN,L 14-24,2,2,100.0,,,,0,2
23,1966,1966-11-13,10,23.338,SDG,,OAK,L 19-41,1,1,100.0,2,4,50.0,0,7
24,1966,1966-11-27,11,23.352,SDG,@,DEN,L 17-20,2,2,100.0,1,3,33.3,0,5
25,1966,1966-12-04,12,23.359,SDG,@,HOU,W 28-22,4,4,100.0,,1,0.0,0,4
26,1966,1966-12-11,13,24.001,SDG,,NYJ,W 42-27,6,6,100.0,,1,0.0,0,6
27,1966,1966-12-18,14,24.008,SDG,,KAN,L 17-27,2,2,100.0,1,2,50.0,0,5
28,1967,1967-09-09,1,24.273,SDG,,BOS,W 28-14,4,4,100.0,,3,0.0,0,4
29,1967,1967-09-24,2,24.288,SDG,,HOU,W 13-3,1,1,100.0,2,3,66.7,0,7
30,1967,1967-10-01,3,24.295,SDG,@,BUF,W 37-17,4,4,100.0,3,4,75.0,0,13
31,1967,1967-10-08,4,24.302,SDG,,BOS,T 31-31,4,4,100.0,1,2,50.0,0,7
32,1967,1967-10-15,5,24.309,SDG,,KAN,W 45-31,6,6,100.0,1,4,25.0,0,9
33,1967,1967-10-22,6,24.316,SDG,@,DEN,W 38-21,5,5,100.0,1,2,50.0,0,8
34,1967,1967-10-29,7,24.323,SDG,@,OAK,L 10-51,1,1,100.0,1,3,33.3,0,4
35,1967,1967-11-12,8,24.337,SDG,,MIA,W 24-0,3,3,100.0,1,2,50.0,0,6
36,1967,1967-11-19,9,24.344,SDG,@,KAN,W 17-16,2,2,100.0,1,1,100.0,0,5
37,1967,1967-11-23,10,24.348,SDG,,DEN,W 24-20,3,3,100.0,1,3,33.3,0,6
38,1967,1967-12-03,11,24.358,SDG,,OAK,L 21-41,3,3,100.0,,,,0,3
39,1967,1967-12-10,12,25.000,SDG,@,MIA,L 24-41,3,3,100.0,1,1,100.0,0,6
40,1967,1967-12-16,13,25.006,SDG,@,HOU,L 17-24,2,2,100.0,1,1,100.0,0,5
41,1967,1967-12-24,14,25.014,SDG,,NYJ,L 31-42,4,4,100.0,1,1,100.0,0,7
