ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1998,1998-09-06,1,23.196,DAL,,ARI,W 38-10,,,,,,,0.0%,,,,,,,,,,,,,,,
2,1998,1998-09-13,2,23.203,DAL,@,DEN,L 23-42,,,,,,,0.0%,,,,,,,,,,,,,,,
3,1998,1998-09-21,3,23.211,DAL,@,NYG,W 31-7,,,,,,,0.0%,,,,,,,,,,,,,,,
4,1998,1998-09-27,4,23.217,DAL,,OAK,L 12-13,,,,,,,0.0%,,,,,,,,,,,,,,,
5,1998,1998-10-04,5,23.224,DAL,@,WAS,W 31-10,,,,,,,0.0%,,,,,,,,,,,,,,,
6,1998,1998-10-11,6,23.231,DAL,,CAR,W 27-20,,,,,,,0.0%,,,,,,,,,,,,,,,
7,1998,1998-10-18,7,23.238,DAL,@,CHI,L 12-13,,,,,,,0.0%,,,,,,,,,,,,,,,
8,1998,1998-11-02,8,23.253,DAL,@,PHI,W 34-0,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,0,0
9,1998,1998-11-08,9,23.259,DAL,,NYG,W 16-6,,,,,,,0.0%,,,,,,,,,,,,,,,
10,1998,1998-11-15,10,23.266,DAL,@,ARI,W 35-28,,0,0,0,,0,0.0%,,0,0,,0,1,28,28.00,0,0,0,,0,0,0
11,1998,1998-11-22,11,23.273,DAL,,SEA,W 30-22,,6,4,26,6.50,0,66.7%,4.33,1,12,12.00,0,0,0,,0,0,0,,0,0,0
12,1998,1998-11-26,12,23.277,DAL,,MIN,L 36-46,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,2,37,18.50,0,0,0,,0,0,0
13,1998,1998-12-06,13,23.287,DAL,@,NOR,L 3-22,,,,,,,0.0%,,,,,,,,,,,,,,,
14,1998,1998-12-13,14,23.294,DAL,@,KAN,L 17-20,,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
15,1998,1998-12-20,15,23.301,DAL,,PHI,W 13-9,,1,,,,,0.0%,,,,,,,,,,,,,,,
16,1998,1998-12-27,16,23.308,DAL,,WAS,W 23-7,,1,,,,,0.0%,,,,,,,,,,,,,,,
17,1999,1999-09-12,1,24.202,DAL,@,WAS,W 41-35,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,6,131,21.83,0,0,0,,0,0,0
18,1999,1999-09-20,2,24.210,DAL,,ATL,W 24-7,,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0
19,1999,1999-10-03,3,24.223,DAL,,ARI,W 35-7,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,2,34,17.00,0,0,0,,0,0,0
20,1999,1999-10-10,4,24.230,DAL,@,PHI,L 10-13,,3,0,0,,0,0.0%,0.00,0,0,,0,3,74,24.67,0,0,0,,0,0,0
21,1999,1999-10-18,5,24.238,DAL,@,NYG,L 10-13,,,,,,,0.0%,,,,,,,,,,,,,,,
22,1999,1999-10-24,6,24.244,DAL,,WAS,W 38-20,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,1,13,13.00,0,1,3,3.00,0,0,0
23,1999,1999-10-31,7,24.251,DAL,@,IND,L 24-34,,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,0,,0,0,0
24,1999,1999-11-08,8,24.259,DAL,@,MIN,L 17-27,,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,3,25,8.33,0,0,0
25,1999,1999-11-14,9,24.265,DAL,,GNB,W 27-13,,0,,,,,0.0%,,,,,,,,,,,,,,,
26,1999,1999-11-21,10,24.272,DAL,@,ARI,L 9-13,,2,,,,,0.0%,,,,,,,,,,,,,,,
27,1999,1999-11-25,11,24.276,DAL,,MIA,W 20-0,,0,,,,,0.0%,,,,,,,,,,,,,,,
28,1999,1999-12-05,12,24.286,DAL,@,NWE,L 6-13,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,0
29,1999,1999-12-12,13,24.293,DAL,,PHI,W 20-10,,,,,,,0.0%,,,,,,,,,,,,,,,
