ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
66,1973,1973-12-15,14,32.171,DET,@,MIA,L 7-34,1,1,100.0,,,,0,1,,,,
67,1974,1974-09-15,1,33.080,DET,@,CHI,L 9-17,1,1,100.0,,1,0.0,0,1,0,0,,0
68,1974,1974-09-22,2,33.087,DET,,MIN,L 6-7,,,,2,3,66.7,0,6,0,0,,0
69,1974,1974-09-29,3,33.094,DET,@,GNB,L 19-21,1,1,100.0,4,5,80.0,0,13,0,0,,0
70,1974,1974-10-06,4,33.101,DET,@,RAM,L 13-16,1,2,50.0,,2,0.0,0,1,1,18,18.00,0
71,1974,1974-10-14,5,33.109,DET,,SFO,W 17-13,2,2,100.0,1,1,100.0,0,5,0,0,,0
72,1974,1974-10-20,6,33.115,DET,@,MIN,W 20-16,2,2,100.0,2,3,66.7,0,8,0,0,,0
73,1974,1974-10-27,7,33.122,DET,,GNB,W 19-17,1,2,50.0,2,3,66.7,0,7,0,0,,0
74,1974,1974-11-03,8,33.129,DET,,NOR,W 19-14,1,1,100.0,2,3,66.7,0,7,0,0,,0
75,1974,1974-11-10,9,33.136,DET,@,OAK,L 13-35,1,1,100.0,2,2,100.0,0,7,0,0,,0
76,1974,1974-11-17,10,33.143,DET,,NYG,W 20-19,2,2,100.0,2,2,100.0,0,8,0,0,,0
77,1974,1974-11-24,11,33.150,DET,,CHI,W 34-17,4,4,100.0,2,2,100.0,0,10,0,0,,0
78,1974,1974-11-28,12,33.154,DET,,DEN,L 27-31,3,3,100.0,2,2,100.0,0,9,0,0,,0
79,1974,1974-12-08,13,33.164,DET,@,CIN,W 23-19,2,3,66.7,1,1,100.0,0,5,0,0,,0
80,1974,1974-12-15,14,33.171,DET,@,PHI,L 17-28,2,2,100.0,1,2,50.0,0,5,0,0,,0
81,1975,1975-09-21,1,34.086,DET,@,GNB,W 30-16,3,3,100.0,3,3,100.0,0,12,0,0,,0
82,1975,1975-09-28,2,34.093,DET,@,ATL,W 17-14,2,2,100.0,1,2,50.0,0,5,0,0,,0
83,1975,1975-10-06,3,34.101,DET,,DAL,L 10-36,1,1,100.0,1,1,100.0,0,4,0,0,,0
84,1975,1975-10-12,4,34.107,DET,,CHI,W 27-7,3,4,75.0,,1,0.0,0,3,1,34,34.00,0
85,1975,1975-10-19,5,34.114,DET,@,MIN,L 19-25,1,2,50.0,2,2,100.0,0,7,0,0,,0
86,1975,1975-10-26,6,34.121,DET,@,HOU,L 8-24,,,,2,3,66.7,0,6,0,0,,0
87,1975,1975-11-02,7,34.128,DET,@,SFO,W 28-17,4,4,100.0,,,,0,4,,,,
88,1975,1975-11-09,8,34.135,DET,,CLE,W 21-10,3,3,100.0,,1,0.0,0,3,0,0,,0
89,1975,1975-11-16,9,34.142,DET,,GNB,W 13-10,1,1,100.0,2,3,66.7,0,7,0,0,,0
90,1975,1975-11-23,10,34.149,DET,@,KAN,L 21-24,1,2,50.0,2,2,100.0,0,7,0,0,,0
91,1975,1975-11-27,11,34.153,DET,,RAM,L 0-20,,,,,,,,,,,,
92,1975,1975-12-07,12,34.163,DET,@,CHI,L 21-25,3,3,100.0,,1,0.0,0,3,0,0,,0
93,1975,1975-12-14,13,34.170,DET,,MIN,W 17-10,2,2,100.0,1,1,100.0,0,5,0,0,,0
94,1975,1975-12-21,14,34.177,DET,,STL,L 13-24,1,2,50.0,,1,0.0,0,1,0,0,,0
95,1976,1976-09-12,1,35.077,DET,@,CHI,L 3-10,,,,1,2,50.0,0,3,0,0,,0
96,1976,1976-09-19,2,35.084,DET,,ATL,W 24-10,3,3,100.0,1,2,50.0,0,6,0,0,,0
97,1976,1976-09-26,3,35.091,DET,,MIN,L 9-10,,,,1,2,50.0,0,3,0,0,,0
98,1976,1976-10-03,4,35.098,DET,@,GNB,L 14-24,2,2,100.0,,1,0.0,0,2,0,0,,0
99,1976,1976-10-10,5,35.105,DET,,NWE,W 30-10,3,4,75.0,1,2,50.0,0,6,0,0,,0
100,1976,1976-10-17,6,35.112,DET,@,WAS,L 7-20,1,1,100.0,,1,0.0,0,1,0,0,,0
101,1976,1976-10-31,8,35.126,OAK,,DEN,W 19-6,1,2,50.0,2,2,100.0,0,7,0,0,,0
102,1976,1976-11-07,9,35.133,OAK,@,CHI,W 28-27,4,4,100.0,,1,0.0,0,4,0,0,,0
103,1976,1976-11-14,10,35.140,OAK,,KAN,W 21-10,3,3,100.0,,,,0,3,,,,
104,1976,1976-11-21,11,35.147,OAK,@,PHI,W 26-7,3,3,100.0,1,3,33.3,0,6,0,0,,0
105,1976,1976-11-28,12,35.154,OAK,,TAM,W 49-16,7,7,100.0,,1,0.0,0,7,0,0,,0
106,1976,1976-12-06,13,35.162,OAK,,CIN,W 35-20,5,5,100.0,,1,0.0,0,5,0,0,,0
107,1976,1976-12-12,14,35.168,OAK,,SDG,W 24-0,3,3,100.0,1,3,33.3,0,6,0,0,,0
108,1977,1977-09-18,1,36.083,OAK,,SDG,W 24-0,3,3,100.0,1,1,100.0,0,6,0,0,,0
109,1977,1977-09-25,2,36.090,OAK,@,PIT,W 16-7,1,1,100.0,3,4,75.0,0,10,0,0,,0
110,1977,1977-10-03,3,36.098,OAK,@,KAN,W 37-28,4,4,100.0,3,3,100.0,0,13,0,0,,0
111,1977,1977-10-09,4,36.104,OAK,@,CLE,W 26-10,2,2,100.0,4,5,80.0,0,14,0,0,,0
112,1977,1977-10-16,5,36.111,OAK,,DEN,L 7-30,1,1,100.0,,1,0.0,0,1,0,0,,0
113,1977,1977-10-23,6,36.118,OAK,@,NYJ,W 28-27,4,4,100.0,,,,0,4,,,,
114,1977,1977-10-30,7,36.125,OAK,@,DEN,W 24-14,3,3,100.0,1,1,100.0,0,6,0,0,,0
115,1977,1977-11-06,8,36.132,OAK,,SEA,W 44-7,5,5,100.0,3,3,100.0,0,14,0,0,,0
116,1977,1977-11-13,9,36.139,OAK,,HOU,W 34-29,4,4,100.0,2,2,100.0,0,10,0,0,,0
117,1977,1977-11-20,10,36.146,OAK,@,SDG,L 7-12,1,1,100.0,,1,0.0,0,1,0,0,,0
118,1977,1977-11-28,11,36.154,OAK,,BUF,W 34-13,4,5,80.0,,1,0.0,0,4,0,0,,0
119,1977,1977-12-04,12,36.160,OAK,@,RAM,L 14-20,2,2,100.0,,1,0.0,0,2,0,0,,0
120,1977,1977-12-11,13,36.167,OAK,,MIN,W 35-13,5,5,100.0,,1,0.0,0,5,0,0,,0
121,1977,1977-12-18,14,36.174,OAK,,KAN,W 21-20,,2,0.0,3,4,75.0,0,9,0,0,,0
122,1978,1978-09-03,1,37.068,OAK,@,DEN,L 6-14,,,,2,2,100.0,0,6,0,0,,0
123,1978,1978-09-10,2,37.075,OAK,@,SDG,W 21-20,3,3,100.0,,,,0,3,,,,
124,1978,1978-09-17,3,37.082,OAK,@,GNB,W 28-3,4,4,100.0,,1,0.0,0,4,0,0,,0
125,1978,1978-09-24,4,37.089,OAK,,NWE,L 14-21,2,2,100.0,,2,0.0,0,2,0,0,,0
126,1978,1978-10-01,5,37.096,OAK,@,CHI,W 25-19,1,1,100.0,4,5,80.0,0,13,0,0,,0
127,1978,1978-10-08,6,37.103,OAK,,HOU,W 21-17,3,3,100.0,,,,0,3,,,,
128,1978,1978-10-15,7,37.110,OAK,,KAN,W 28-6,4,4,100.0,,1,0.0,0,4,0,0,,0
129,1978,1978-10-22,8,37.117,OAK,@,SEA,L 7-27,1,1,100.0,,,,0,1,,,,
130,1978,1978-10-29,9,37.124,OAK,,SDG,L 23-27,2,2,100.0,1,1,100.0,0,5,0,0,,0
131,1978,1978-11-05,10,37.131,OAK,@,KAN,W 20-10,2,3,66.7,,,,0,2,,,,
132,1978,1978-11-13,11,37.139,OAK,@,CIN,W 34-21,4,5,80.0,,,,0,4,,,,
133,1978,1978-11-19,12,37.145,OAK,,DET,W 29-17,3,4,75.0,,,,0,3,,,,
134,1978,1978-11-26,13,37.152,OAK,,SEA,L 16-17,1,2,50.0,1,1,100.0,0,4,0,0,,0
135,1978,1978-12-03,14,37.159,OAK,,DEN,L 6-21,,,,2,3,66.7,0,6,0,0,,0
136,1978,1978-12-10,15,37.166,OAK,@,MIA,L 6-23,,1,0.0,,2,0.0,0,0,0,0,,0
137,1978,1978-12-17,16,37.173,OAK,,MIN,W 27-20,3,3,100.0,2,2,100.0,0,9,0,0,,0
