ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
66,2005,2006-01-01,16,28.187,NWE,,MIA,L 26-28,,0,0,,0,1.0
67,2006,2006-09-10,1,29.074,NYJ,@,TEN,W 23-16,,,,,,
68,2006,2006-09-17,2,29.081,NYJ,,NWE,L 17-24,,,,,,
69,2006,2006-09-24,3,29.088,NYJ,@,BUF,W 28-20,,,,,,
70,2006,2006-10-01,4,29.095,NYJ,,IND,L 28-31,,1,20,20.00,0,0.0
71,2006,2006-10-08,5,29.102,NYJ,@,JAX,L 0-41,,,,,,
72,2006,2006-10-15,6,29.109,NYJ,,MIA,W 20-17,,,,,,
73,2006,2006-10-22,7,29.116,NYJ,,DET,W 31-24,,0,0,,0,
74,2006,2006-10-29,8,29.123,NYJ,@,CLE,L 13-20,,,,,,
75,2006,2006-11-12,9,29.137,NYJ,@,NWE,W 17-14,,1,6,6.00,0,0.0
76,2006,2006-11-19,10,29.144,NYJ,,CHI,L 0-10,,,,,,
77,2006,2006-11-26,11,29.151,NYJ,,HOU,W 26-11,,,,,,
78,2006,2006-12-03,12,29.158,NYJ,@,GNB,W 38-10,,,,,,
79,2006,2006-12-10,13,29.165,NYJ,,BUF,L 13-31,,,,,,
80,2006,2006-12-17,14,29.172,NYJ,@,MIN,W 26-13,,,,,,
81,2006,2006-12-25,15,29.180,NYJ,@,MIA,W 13-10,,,,,,
82,2006,2006-12-31,16,29.186,NYJ,,OAK,W 23-3,,,,,,
83,2007,2007-10-28,8,30.122,NYJ,,BUF,L 3-13,,,,,,
84,2007,2007-11-04,9,30.129,NYJ,,WAS,L 20-23,,,,,,
85,2007,2007-11-18,10,30.143,NYJ,,PIT,W 19-16,,1,5,5.00,0,0.0
86,2007,2007-11-22,11,30.147,NYJ,@,DAL,L 3-34,,,,,,
87,2007,2007-12-02,12,30.157,NYJ,@,MIA,W 40-13,,,,,,
88,2007,2007-12-09,13,30.164,NYJ,,CLE,L 18-24,,,,,,
89,2007,2007-12-16,14,30.171,NYJ,@,NWE,L 10-20,,,,,,
90,2007,2007-12-23,15,30.178,NYJ,@,TEN,L 6-10,,,,,,
91,2007,2007-12-30,16,30.185,NYJ,,KAN,W 13-10,,,,,,
