ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,22.258,BUF,,SEA,W 34-10,,,,,,,0.0%,,,,,,
2,2008,2008-09-14,2,22.265,BUF,@,JAX,W 20-16,,3,2,12,6.00,1,66.7%,4.00,1,6,0.0,0,0
3,2008,2008-09-21,3,22.272,BUF,,OAK,W 24-23,,1,,,,,0.0%,,,,,,
4,2008,2008-09-28,4,22.279,BUF,@,STL,W 31-14,,4,0,0,,0,0.0%,0.00,0,0,0.0,1,0
5,2008,2008-10-05,5,22.286,BUF,@,ARI,L 17-41,*,4,3,35,11.67,0,75.0%,8.75,0,0,0.0,0,0
6,2008,2008-10-19,6,22.300,BUF,,SDG,W 23-14,,,,,,,0.0%,,,,,,
7,2008,2008-10-26,7,22.307,BUF,@,MIA,L 16-25,,5,2,19,9.50,0,40.0%,3.80,0,0,0.0,0,0
8,2008,2008-11-02,8,22.314,BUF,,NYJ,L 17-26,*,1,,,,,0.0%,,,,,,
9,2008,2008-11-09,9,22.321,BUF,@,NWE,L 10-20,*,4,2,21,10.50,1,50.0%,5.25,1,6,0.0,0,0
10,2008,2008-11-17,10,22.329,BUF,,CLE,L 27-29,,1,,,,,0.0%,,,,,,
11,2008,2008-11-23,11,22.335,BUF,@,KAN,W 54-31,,,,,,,0.0%,,,,,,
12,2008,2008-11-30,12,22.342,BUF,,SFO,L 3-10,,0,,,,,0.0%,,,,,,
13,2008,2008-12-07,13,22.349,BUF,,MIA,L 3-16,,1,,,,,0.0%,,,,,,
14,2008,2008-12-14,14,22.356,BUF,@,NYJ,L 27-31,,,,,,,0.0%,,,,,,
15,2009,2009-12-27,15,24.003,BUF,@,ATL,L 3-31,,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
16,2009,2010-01-03,16,24.010,BUF,,IND,W 30-7,,,,,,,0.0%,,,,,,
