ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-11,1,24.294,JAX,,TEN,W 16-14,,,,,,,,,,,
2,2011,2011-09-18,2,24.301,JAX,@,NYJ,L 3-32,,,,,,,,,,,
3,2011,2011-09-25,3,24.308,JAX,@,CAR,L 10-16,,0,0,,0,0.0,0,0,0,0,0
4,2011,2011-10-02,4,24.315,JAX,,NOR,L 10-23,,,,,,,,,,,
5,2011,2011-10-09,5,24.322,JAX,,CIN,L 20-30,,0,0,,0,0.0,0,1,0,0,0
6,2011,2011-10-16,6,24.329,JAX,@,PIT,L 13-17,,0,0,,0,0.0,0,0,0,0,0
7,2011,2011-10-24,7,24.337,JAX,,BAL,W 12-7,,,,,,,,,,,
8,2011,2011-10-30,8,24.343,JAX,@,HOU,L 14-24,,,,,,,,,,,
9,2011,2011-11-13,9,24.357,JAX,@,IND,W 17-3,,0,0,,0,0.0,0,1,0,0,0
10,2012,2012-09-09,1,25.293,JAX,@,MIN,L 23-26,*,0,0,,0,0.0,1,1,0,0,0
11,2012,2012-09-16,2,25.300,JAX,,HOU,L 7-27,*,0,0,,0,0.0,3,0,0,0,0
12,2012,2012-09-23,3,25.307,JAX,@,IND,W 22-17,*,0,0,,0,0.0,3,3,0,0,0
13,2012,2012-09-30,4,25.314,JAX,,CIN,L 10-27,*,0,0,,0,0.0,1,1,1,10,0
14,2012,2012-10-07,5,25.321,JAX,,CHI,L 3-41,*,0,0,,0,0.0,4,1,0,0,0
15,2012,2012-10-21,6,25.335,JAX,@,OAK,L 23-26,,0,0,,0,0.0,1,0,0,0,0
16,2012,2012-10-28,7,25.342,JAX,@,GNB,L 15-24,,0,0,,0,0.0,1,0,0,0,0
17,2012,2012-11-04,8,25.349,JAX,,DET,L 14-31,,,,,,,,,,,
18,2012,2012-11-08,9,25.353,JAX,,IND,L 10-27,,,,,,,,,,,
19,2012,2012-11-18,10,25.363,JAX,@,HOU,L 37-43,,0,0,,0,0.0,5,0,0,0,0
20,2012,2012-11-25,11,26.004,JAX,,TEN,W 24-19,,0,0,,0,0.0,0,0,0,0,0
21,2012,2012-12-02,12,26.011,JAX,@,BUF,L 18-34,,,,,,,,,,,
22,2012,2012-12-09,13,26.018,JAX,,NYJ,L 10-17,,,,,,,,,,,
23,2012,2012-12-16,14,26.025,JAX,@,MIA,L 3-24,,,,,,,,,,,
24,2012,2012-12-23,15,26.032,JAX,,NWE,L 16-23,,0,0,,0,0.0,2,0,0,0,0
25,2012,2012-12-30,16,26.039,JAX,@,TEN,L 20-38,,0,0,,0,0.0,0,0,0,0,0
26,2013,2013-09-08,1,26.291,DAL,,NYG,W 36-31,,0,0,,0,0.0,0,1,0,0,0
27,2013,2013-09-15,2,26.298,DAL,@,KAN,L 16-17,,,,,,,,,,,
28,2013,2013-09-22,3,26.305,DAL,,STL,W 31-7,,0,0,,0,0.0,0,1,0,0,0
29,2013,2013-09-29,4,26.312,DAL,@,SDG,L 21-30,,,,,,,,,,,
30,2013,2013-10-06,5,26.319,DAL,,DEN,L 48-51,,1,16,16.00,0,0.0,1,0,0,0,0
31,2013,2013-10-13,6,26.326,DAL,,WAS,W 31-16,,0,0,,0,0.0,1,0,0,0,0
32,2013,2013-10-20,7,26.333,DAL,@,PHI,W 17-3,,0,0,,0,0.0,1,0,0,0,0
33,2013,2013-10-27,8,26.340,DAL,@,DET,L 30-31,,1,13,13.00,0,0.0,0,0,0,0,0
34,2013,2013-11-03,9,26.347,DAL,,MIN,W 27-23,,0,0,,0,0.0,0,1,0,0,0
35,2013,2013-11-10,10,26.354,DAL,@,NOR,L 17-49,,,,,,,,,,,
36,2013,2013-11-24,11,27.003,DAL,@,NYG,W 24-21,,,,,,,,,,,
37,2013,2013-11-28,12,27.007,DAL,,OAK,W 31-24,,,,,,,,,,,
38,2013,2013-12-09,13,27.018,DAL,@,CHI,L 28-45,,,,,,,,,,,
39,2013,2013-12-15,14,27.024,DAL,,GNB,L 36-37,,,,,,,,,,,
