ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1986,1986-09-21,3,24.282,RAM,@,IND,W 24-7,,,,
2,1986,1986-12-14,15,25.001,RAI,,KAN,L 17-20,,,,
3,1986,1986-12-21,16,25.008,RAI,,IND,L 24-30,2,12,6.00,0
4,1987,1987-09-20,2,25.281,NOR,@,PHI,L 17-27,0,0,,0
5,1987,1987-11-08,8,25.330,NOR,@,RAM,W 31-14,0,0,,0
6,1987,1987-11-15,9,25.337,NOR,@,SFO,W 26-24,1,10,10.00,0
7,1987,1987-11-22,10,25.344,NOR,,NYG,W 23-14,1,5,5.00,0
8,1987,1987-11-29,11,25.351,NOR,@,PIT,W 20-16,0,0,,0
9,1987,1987-12-06,12,25.358,NOR,,TAM,W 44-34,2,51,25.50,0
10,1987,1987-12-13,13,26.000,NOR,,HOU,W 24-10,3,47,15.67,0
11,1987,1987-12-20,14,26.007,NOR,@,CIN,W 41-24,0,0,,0
12,1987,1987-12-27,15,26.014,NOR,,GNB,W 33-24,2,19,9.50,0
13,1988,1988-11-13,11,26.336,NOR,@,RAM,W 14-10,0,0,,0
14,1988,1988-11-20,12,26.343,NOR,,DEN,W 42-0,0,0,,0
15,1988,1988-11-27,13,26.350,NOR,,NYG,L 12-13,0,0,,0
16,1988,1988-12-04,14,26.357,NOR,@,MIN,L 3-45,0,0,,0
17,1988,1988-12-11,15,26.364,NOR,@,SFO,L 17-30,1,8,8.00,0
18,1988,1988-12-18,16,27.005,NOR,,ATL,W 10-9,0,0,,0
