ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1998,1998-10-04,5,25.091,PHI,@,DEN,L 16-41,,3,9,33.33,36,0,0,46.5,0,0,4.00,4.00,0,0,,0,0,0
2,1998,1998-11-08,9,25.126,PHI,,DET,W 10-9,,,,,,,,,,,,,,,,,,
3,1998,1998-11-15,10,25.133,PHI,@,WAS,L 3-28,,2,5,40.00,20,0,1,12.5,0,0,4.00,-5.00,0,0,,0,0,0
4,1998,1998-11-29,12,25.147,PHI,@,GNB,L 16-24,*,22,36,61.11,185,2,0,92.9,2,18,5.14,6.25,1,6,6.00,0,0,0
5,1998,1998-12-03,13,25.151,PHI,,STL,W 17-14,*,17,33,51.52,169,2,1,73.9,0,0,5.12,4.97,1,-1,-1.00,0,0,0
6,1998,1998-12-13,14,25.161,PHI,,ARI,L 17-20,*,16,28,57.14,219,1,1,79.3,0,0,7.82,6.93,2,3,1.50,0,0,0
7,1998,1998-12-20,15,25.168,PHI,@,DAL,L 9-13,*,24,43,55.81,231,0,1,61.3,0,0,5.37,4.33,2,8,4.00,0,0,0
8,1998,1998-12-27,16,25.175,PHI,,NYG,L 10-20,*,13,27,48.15,151,0,1,50.1,2,10,5.59,3.93,1,4,4.00,0,0,0
9,1999,1999-12-19,15,26.167,PHI,,NWE,W 24-9,*,10,29,34.48,181,3,2,62.6,0,0,6.24,5.21,2,-2,-1.00,0,0,0
10,2000,2000-09-03,1,27.060,PHI,@,DAL,W 41-14,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
11,2000,2000-09-10,2,27.067,PHI,,NYG,L 18-33,,,,,,,,,0,,,,,,,,,
12,2000,2000-09-17,3,27.074,PHI,@,GNB,L 3-6,,,,,,,,,0,,,,,,,,,
13,2000,2000-09-24,4,27.081,PHI,@,NOR,W 21-7,,,,,,,,,0,,,,,,,,,
14,2000,2000-10-01,5,27.088,PHI,,ATL,W 38-10,,,,,,,,,0,,,,,,,,,
15,2000,2000-10-08,6,27.095,PHI,,WAS,L 14-17,,,,,,,,,0,,,,,,,,,
16,2000,2000-10-15,7,27.102,PHI,@,ARI,W 33-14,,,,,,,,,0,,,,,,,,,
