ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2008,2008-09-14,2,22.353,GNB,@,DET,W 48-25,
2,2011,2011-09-11,1,25.349,SEA,@,SFO,L 17-33,*
3,2011,2011-09-25,3,25.363,SEA,,ARI,W 13-10,
4,2011,2011-10-02,4,26.005,SEA,,ATL,L 28-30,
5,2011,2011-10-09,5,26.012,SEA,@,NYG,W 36-25,
6,2011,2011-10-23,6,26.026,SEA,@,CLE,L 3-6,
7,2011,2011-10-30,7,26.033,SEA,,CIN,L 12-34,
8,2011,2011-11-06,8,26.040,SEA,@,DAL,L 13-23,
9,2011,2011-11-13,9,26.047,SEA,,BAL,W 22-17,
10,2011,2011-11-20,10,26.054,SEA,@,STL,W 24-7,*
11,2011,2011-11-27,11,26.061,SEA,,WAS,L 17-23,*
12,2011,2011-12-01,12,26.065,SEA,,PHI,W 31-14,*
13,2011,2011-12-12,13,26.076,SEA,,STL,W 30-13,*
14,2011,2011-12-18,14,26.082,SEA,@,CHI,W 38-14,*
15,2011,2011-12-24,15,26.088,SEA,,SFO,L 17-19,*
16,2011,2012-01-01,16,26.096,SEA,@,ARI,L 20-23,*
17,2012,2012-09-09,1,26.348,SEA,@,ARI,L 16-20,*
18,2012,2012-09-16,2,26.355,SEA,,DAL,W 27-7,*
19,2012,2012-09-24,3,26.363,SEA,,GNB,W 14-12,*
20,2012,2012-09-30,4,27.003,SEA,@,STL,L 13-19,*
21,2012,2012-10-07,5,27.010,SEA,@,CAR,W 16-12,*
22,2012,2012-10-14,6,27.017,SEA,,NWE,W 24-23,*
23,2012,2012-10-18,7,27.021,SEA,@,SFO,L 6-13,*
24,2012,2012-10-28,8,27.031,SEA,@,DET,L 24-28,*
25,2012,2012-11-04,9,27.038,SEA,,MIN,W 30-20,*
26,2012,2012-11-11,10,27.045,SEA,,NYJ,W 28-7,*
27,2012,2012-11-25,11,27.059,SEA,@,MIA,L 21-24,*
28,2012,2012-12-02,12,27.066,SEA,@,CHI,W 23-17,*
29,2012,2012-12-09,13,27.073,SEA,,ARI,W 58-0,*
30,2012,2012-12-16,14,27.080,SEA,@,BUF,W 50-17,*
31,2012,2012-12-23,15,27.087,SEA,,SFO,W 42-13,*
32,2012,2012-12-30,16,27.094,SEA,,STL,W 20-13,*
33,2013,2013-09-08,1,27.346,SEA,@,CAR,W 12-7,*
34,2013,2013-09-15,2,27.353,SEA,,SFO,W 29-3,*
35,2013,2013-09-22,3,27.360,SEA,,JAX,W 45-17,*
36,2013,2013-11-17,11,28.051,SEA,,MIN,W 41-20,*
37,2013,2013-12-02,12,28.066,SEA,,NOR,W 34-7,*
38,2013,2013-12-08,13,28.072,SEA,@,SFO,L 17-19,*
39,2013,2013-12-15,14,28.079,SEA,@,NYG,W 23-0,*
40,2013,2013-12-22,15,28.086,SEA,,ARI,L 10-17,*
41,2013,2013-12-29,16,28.093,SEA,,STL,W 27-9,*
42,2014,2014-09-07,1,28.345,NYJ,,OAK,W 19-14,*
43,2014,2014-09-14,2,28.352,NYJ,@,GNB,L 24-31,*
44,2014,2014-09-22,3,28.360,NYJ,,CHI,L 19-27,*
45,2014,2014-09-28,4,29.001,NYJ,,DET,L 17-24,*
46,2014,2014-10-05,5,29.008,NYJ,@,SDG,L 0-31,*
47,2014,2014-10-12,6,29.015,NYJ,,DEN,L 17-31,*
48,2014,2014-10-16,7,29.019,NYJ,@,NWE,L 25-27,*
49,2014,2014-10-26,8,29.029,NYJ,,BUF,L 23-43,*
50,2014,2014-11-02,9,29.036,NYJ,@,KAN,L 10-24,*
51,2014,2014-11-09,10,29.043,NYJ,,PIT,W 20-13,*
52,2014,2014-11-24,11,29.058,NYJ,@,BUF,L 3-38,*
53,2014,2014-12-01,12,29.065,NYJ,,MIA,L 13-16,*
54,2014,2014-12-07,13,29.071,NYJ,@,MIN,L 24-30,*
55,2014,2014-12-14,14,29.078,NYJ,@,TEN,W 16-11,*
56,2014,2014-12-21,15,29.085,NYJ,,NWE,L 16-17,*
57,2014,2014-12-28,16,29.092,NYJ,@,MIA,W 37-24,*
58,2015,2015-09-13,1,29.351,NYJ,,CLE,W 31-10,*
59,2015,2015-09-21,2,29.359,NYJ,@,IND,W 20-7,*
60,2015,2015-09-27,3,30.000,NYJ,,PHI,L 17-24,*
61,2015,2015-10-04,4,30.007,NYJ,@,MIA,W 27-14,*
62,2015,2015-10-18,5,30.021,NYJ,,WAS,W 34-20,*
63,2015,2015-10-25,6,30.028,NYJ,@,NWE,L 23-30,*
64,2015,2015-11-01,7,30.035,NYJ,@,OAK,L 20-34,*
65,2015,2015-11-08,8,30.042,NYJ,,JAX,W 28-23,*
66,2015,2015-11-12,9,30.046,NYJ,,BUF,L 17-22,*
67,2015,2015-11-22,10,30.056,NYJ,@,HOU,L 17-24,*
68,2015,2015-11-29,11,30.063,NYJ,,MIA,W 38-20,*
69,2015,2015-12-06,12,30.070,NYJ,@,NYG,W 23-20,*
70,2015,2015-12-13,13,30.077,NYJ,,TEN,W 30-8,*
71,2015,2015-12-19,14,30.083,NYJ,@,DAL,W 19-16,*
72,2015,2015-12-27,15,30.091,NYJ,,NWE,W 26-20,*
73,2015,2016-01-03,16,30.098,NYJ,@,BUF,L 17-22,*
74,2016,2016-10-30,8,31.033,NYJ,@,CLE,W 31-28,*
75,2016,2016-11-06,9,31.040,NYJ,@,MIA,L 23-27,*
76,2016,2016-11-13,10,31.047,NYJ,,LAR,L 6-9,*
77,2016,2016-11-27,11,31.061,NYJ,,NWE,L 17-22,*
78,2016,2016-12-05,12,31.069,NYJ,,IND,L 10-41,*
79,2017,2017-09-10,1,31.348,HOU,,JAX,L 7-29,*
80,2017,2017-09-14,2,31.352,HOU,@,CIN,W 13-9,*
81,2017,2017-09-24,3,31.362,HOU,@,NWE,L 33-36,*
82,2017,2017-10-01,4,32.004,HOU,,TEN,W 57-14,*
83,2017,2017-10-08,5,32.011,HOU,,KAN,L 34-42,*
84,2017,2017-10-15,6,32.018,HOU,,CLE,W 33-17,*
85,2017,2017-10-29,7,32.032,HOU,@,SEA,L 38-41,*
86,2017,2017-11-05,8,32.039,HOU,,IND,L 14-20,*
87,2017,2017-11-12,9,32.046,HOU,@,LAR,L 7-33,*
88,2017,2017-11-19,10,32.053,HOU,,ARI,W 31-21,*
89,2017,2017-11-27,11,32.061,HOU,@,BAL,L 16-23,*
90,2017,2017-12-03,12,32.067,HOU,@,TEN,L 13-24,*
91,2017,2017-12-10,13,32.074,HOU,,SFO,L 16-26,*
92,2017,2017-12-17,14,32.081,HOU,@,JAX,L 7-45,*
93,2017,2017-12-25,15,32.089,HOU,,PIT,L 6-34,*
94,2017,2017-12-31,16,32.095,HOU,@,IND,L 13-22,*
