ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1986,1986-10-12,6,25.215,NOR,@,IND,W 17-14,,,,,
2,1986,1986-11-16,11,25.250,NWE,@,RAM,W 30-28,,,,,
3,1986,1986-11-23,12,25.257,NWE,,BUF,W 22-19,,,,,
4,1986,1986-11-30,13,25.264,NWE,@,NOR,W 21-20,0,0,,0,1.0
5,1986,1986-12-07,14,25.271,NWE,,CIN,L 7-31,,,,,
6,1986,1986-12-14,15,25.278,NWE,,SFO,L 24-29,,,,,
7,1986,1986-12-22,16,25.286,NWE,@,MIA,W 34-27,,,,,
8,1987,1987-09-13,1,26.186,NWE,,MIA,W 28-21,,,,,
9,1987,1987-09-21,2,26.194,NWE,@,NYJ,L 24-43,,,,,
10,1987,1987-10-25,6,26.228,NWE,@,IND,L 16-30,,,,,
11,1987,1987-11-01,7,26.235,NWE,,RAI,W 26-23,,,,,
12,1987,1987-11-08,8,26.242,NWE,@,NYG,L 10-17,,,,,
13,1987,1987-11-15,9,26.249,NWE,,DAL,L 17-23,,,,,
14,1987,1987-11-22,10,26.256,NWE,,IND,W 24-0,,,,,
15,1987,1987-11-29,11,26.263,NWE,,PHI,L 31-34,,,,,
16,1987,1987-12-06,12,26.270,NWE,@,DEN,L 20-31,,,,,
17,1987,1987-12-13,13,26.277,NWE,,NYJ,W 42-20,0,0,,0,1.0
18,1987,1987-12-20,14,26.284,NWE,@,BUF,W 13-7,,,,,
19,1987,1987-12-28,15,26.292,NWE,@,MIA,W 24-10,,,,,
20,1988,1988-09-04,1,27.177,NWE,,NYJ,W 28-3,,,,,
21,1988,1988-09-11,2,27.184,NWE,@,MIN,L 6-36,,,,,
22,1988,1988-09-25,4,27.198,NWE,@,HOU,L 6-31,,,,,
23,1988,1988-10-02,5,27.205,NWE,,IND,W 21-17,,,,,
24,1988,1988-10-09,6,27.212,NWE,@,GNB,L 3-45,,,,,
25,1988,1988-10-16,7,27.219,NWE,,CIN,W 27-21,,,,,
26,1988,1988-10-23,8,27.226,NWE,@,BUF,L 20-23,,,,,
27,1988,1988-10-30,9,27.233,NWE,,CHI,W 30-7,,,,,
28,1988,1988-11-06,10,27.240,NWE,,MIA,W 21-10,,,,,
29,1988,1988-11-13,11,27.247,NWE,@,NYJ,W 14-13,0,0,,0,1.0
30,1988,1988-11-20,12,27.254,NWE,@,MIA,W 6-3,,,,,
31,1988,1988-11-27,13,27.261,NWE,@,IND,L 21-24,,,,,
32,1988,1988-12-04,14,27.268,NWE,,SEA,W 13-7,,,,,
33,1988,1988-12-11,15,27.275,NWE,,TAM,W 10-7,,,,,
34,1988,1988-12-17,16,27.281,NWE,@,DEN,L 10-21,,,,,
35,1989,1989-09-10,1,28.183,NWE,@,NYJ,W 27-24,0,0,,0,
36,1989,1989-09-17,2,28.190,NWE,,MIA,L 10-24,0,0,,0,
37,1989,1989-09-24,3,28.197,NWE,,SEA,L 3-24,0,0,,0,
38,1989,1989-10-01,4,28.204,NWE,@,BUF,L 10-31,0,0,,0,
39,1989,1989-10-08,5,28.211,NWE,,HOU,W 23-13,0,0,,0,
40,1989,1989-10-15,6,28.218,NWE,@,ATL,L 15-16,0,0,,0,
41,1989,1989-10-22,7,28.225,NWE,@,SFO,L 20-37,0,0,,0,
42,1989,1989-10-29,8,28.232,NWE,@,IND,W 23-20,0,0,,0,
43,1989,1989-11-05,9,28.239,NWE,,NYJ,L 26-27,0,0,,0,
44,1989,1989-11-12,10,28.246,NWE,,NOR,L 24-28,0,0,,0,
45,1989,1989-11-19,11,28.253,NWE,,BUF,W 33-24,0,0,,0,
46,1989,1989-11-26,12,28.260,NWE,@,RAI,L 21-24,0,0,,0,
47,1989,1989-12-03,13,28.267,NWE,,IND,W 22-16,0,0,,0,
48,1989,1989-12-10,14,28.274,NWE,@,MIA,L 10-31,0,0,,0,
49,1989,1989-12-17,15,28.281,NWE,@,PIT,L 10-28,0,0,,0,
50,1989,1989-12-24,16,28.288,NWE,,RAM,L 20-24,2,19,9.50,0,0.0
