ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2017,2017-09-10,1,21.077,PHI,@,WAS,W 30-17,,0,0,0.0,2,0
2,2017,2017-09-17,2,21.084,PHI,@,KAN,L 20-27,,0,0,0.0,1,0
3,2017,2017-09-24,3,21.091,PHI,,NYG,W 27-24,,0,0,0.0,0,0
4,2017,2017-10-01,4,21.098,PHI,@,LAC,W 26-24,,0,0,0.0,2,0
5,2017,2017-10-08,5,21.105,PHI,,ARI,W 34-7,,0,0,0.0,0,0
6,2017,2017-10-12,6,21.109,PHI,@,CAR,W 28-23,,0,0,0.5,0,2
7,2017,2017-10-23,7,21.120,PHI,,WAS,W 34-24,,0,0,2.0,3,0
8,2017,2017-10-29,8,21.126,PHI,,SFO,W 33-10,,0,0,0.0,2,0
9,2017,2017-11-05,9,21.133,PHI,,DEN,W 51-23,,0,0,0.0,2,0
10,2017,2017-11-19,10,21.147,PHI,@,DAL,W 37-9,,0,0,2.0,3,0
11,2017,2017-11-26,11,21.154,PHI,,CHI,W 31-3,,0,0,0.0,0,0
12,2017,2017-12-03,12,21.161,PHI,@,SEA,L 10-24,,0,0,0.5,0,1
13,2017,2017-12-10,13,21.168,PHI,@,LAR,W 43-35,,0,0,0.0,0,0
14,2017,2017-12-17,14,21.175,PHI,@,NYG,W 34-29,,0,0,0.0,2,0
15,2017,2017-12-25,15,21.183,PHI,,OAK,W 19-10,,1,6,0.0,1,0
16,2018,2018-09-06,1,22.073,PHI,,ATL,W 18-12,*,0,0,0.0,1,1
17,2018,2018-09-16,2,22.083,PHI,@,TAM,L 21-27,*,0,0,0.0,3,0
18,2018,2018-09-23,3,22.090,PHI,,IND,W 20-16,*,0,0,1.5,3,2
