ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
30,2010,2010-12-19,14,29.200,DET,@,TAM,W 23-20,,4,11,2.75,0,0,0,0,,0,0.0%,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,79,19.75,0,0,0,,0,0,0,0.0,0,0
31,2010,2010-12-26,15,29.207,DET,@,MIA,W 34-27,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,18,9.00,0,1,23,23.00,0,0,0,0.0,0,0
32,2010,2011-01-02,16,29.214,DET,,MIN,W 20-13,,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,3,57,19.00,0,2,16,8.00,0,0,0,0.0,0,0
33,2011,2011-09-11,1,30.101,DET,@,TAM,W 27-20,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,5,34,6.80,0,0,0,0.0,0,0
34,2011,2011-09-18,2,30.108,DET,,KAN,W 48-3,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,0,0,0.0,0,0
35,2011,2011-09-25,3,30.115,DET,@,MIN,W 26-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,74,24.67,0,4,37,9.25,0,0,0,0.0,0,0
36,2011,2011-10-02,4,30.122,DET,@,DAL,W 34-30,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,76,25.33,0,1,12,12.00,0,0,0,0.0,0,0
37,2011,2011-10-10,5,30.130,DET,,CHI,W 24-13,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,3,26,8.67,0,0,0,0.0,0,0
38,2011,2011-10-16,6,30.136,DET,,SFO,L 19-25,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,3,41,13.67,0,0,0,0.0,0,0
39,2011,2011-10-23,7,30.143,DET,,ATL,L 16-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,141,28.20,0,1,0,0.00,0,0,0,0.0,0,0
40,2011,2011-10-30,8,30.150,DET,@,DEN,W 45-10,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,3,30,10.00,0,0,0,0.0,0,0
41,2011,2011-11-13,9,30.164,DET,@,CHI,L 13-37,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,44,22.00,0,3,2,0.67,0,0,0,0.0,0,0
42,2011,2011-11-20,10,30.171,DET,,CAR,W 49-35,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,46,23.00,0,2,25,12.50,0,0,0,0.0,0,0
43,2011,2011-11-24,11,30.175,DET,,GNB,L 15-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,4,113,28.25,0,1,-2,-2.00,0,0,0,0.0,0,0
44,2011,2011-12-04,12,30.185,DET,@,NOR,L 17-31,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,52,26.00,0,2,13,6.50,0,0,0,0.0,0,0
45,2011,2011-12-11,13,30.192,DET,,MIN,W 34-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,119,23.80,0,1,28,28.00,0,0,0,0.0,0,0
46,2011,2011-12-18,14,30.199,DET,@,OAK,W 28-27,*,1,5,5.00,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,,,2,35,17.50,0,3,33,11.00,0,0,0,0.0,0,0
47,2011,2011-12-24,15,30.205,DET,,SDG,W 38-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,29,29.00,0,2,7,3.50,0,0,0,0.0,0,0
48,2011,2012-01-01,16,30.213,DET,@,GNB,L 41-45,,1,16,16.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,4,103,25.75,0,2,8,4.00,0,0,0,0.0,0,0
49,2012,2012-09-09,1,31.099,DET,,STL,W 27-23,,1,1,1.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,1,18,18.00,0,5,53,10.60,0,0,0,0.0,0,0
50,2012,2012-09-16,2,31.106,DET,@,SFO,L 19-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,64,32.00,0,1,10,10.00,0,0,0,0.0,0,0
51,2012,2012-09-23,3,31.113,DET,@,TEN,L 41-44,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,2,42,21.00,0,0,0,,0,0,0,0.0,0,0
52,2012,2012-09-30,4,31.120,DET,,MIN,L 13-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,3,35,11.67,0,0,0,0.0,0,0
53,2012,2012-10-14,5,31.134,DET,@,PHI,W 26-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,26,13.00,0,4,72,18.00,0,0,0,0.0,0,0
54,2012,2012-10-22,6,31.142,DET,@,CHI,L 7-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,44,22.00,0,6,7,1.17,0,0,0,0.0,0,0
55,2012,2012-10-28,7,31.148,DET,,SEA,W 28-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,21,21.00,0,1,6,6.00,0,0,0,0.0,0,0
56,2012,2012-11-04,8,31.155,DET,@,JAX,W 31-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
57,2012,2012-11-11,9,31.162,DET,@,MIN,L 24-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,36,18.00,0,2,46,23.00,0,0,0,0.0,0,0
58,2012,2012-11-18,10,31.169,DET,,GNB,L 20-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,45,22.50,0,1,0,0.00,0,0,0,0.0,0,0
59,2012,2012-11-22,11,31.173,DET,,HOU,L 31-34,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,71,23.67,0,4,32,8.00,0,0,0,0.0,0,0
60,2012,2012-12-02,12,31.183,DET,,IND,L 33-35,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,43,21.50,0,4,39,9.75,0,0,0,0.0,0,0
61,2012,2012-12-09,13,31.190,DET,@,GNB,L 20-27,,1,3,3.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,3,71,23.67,0,0,0,,0,0,0,0.0,0,0
62,2012,2012-12-16,14,31.197,DET,@,ARI,L 10-38,,0,0,,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,,,2,49,24.50,0,2,0,0.00,0,0,0,0.0,0,0
63,2012,2012-12-22,15,31.203,DET,,ATL,L 18-31,,1,13,13.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,4,67,16.75,0,0,0,,0,0,0,0.0,0,0
64,2012,2012-12-30,16,31.211,DET,,CHI,L 24-26,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,
