ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2000,2000-09-03,1,25.086,SFO,@,ATL,L 28-36,,,,,
2,2000,2000-09-10,2,25.093,SFO,,CAR,L 22-38,,,,,
3,2000,2000-09-17,3,25.100,SFO,@,STL,L 24-41,,1,13,13.00,0
4,2000,2000-09-24,4,25.107,SFO,@,DAL,W 41-24,,,,,
5,2000,2000-10-01,5,25.114,SFO,,ARI,W 27-20,,,,,
6,2000,2000-10-08,6,25.121,SFO,,OAK,L 28-34,,,,,
7,2000,2000-10-15,7,25.128,SFO,@,GNB,L 28-31,,,,,
8,2000,2000-10-22,8,25.135,SFO,@,CAR,L 16-34,,,,,
9,2000,2000-10-29,9,25.142,SFO,,STL,L 24-34,,,,,
10,2000,2000-11-05,10,25.149,SFO,@,NOR,L 15-31,,,,,
11,2000,2000-11-12,11,25.156,SFO,,KAN,W 21-7,,,,,
12,2000,2000-11-19,12,25.163,SFO,,ATL,W 16-6,,,,,
13,2000,2000-12-03,13,25.177,SFO,@,SDG,W 45-17,,,,,
14,2000,2000-12-10,14,25.184,SFO,,NOR,L 27-31,,,,,
15,2000,2000-12-17,15,25.191,SFO,,CHI,W 17-0,,,,,
16,2000,2000-12-23,16,25.197,SFO,@,DEN,L 9-38,,,,,
17,2001,2001-09-09,1,26.092,SFO,,ATL,W 16-13,,,,,
18,2001,2001-09-23,2,26.106,SFO,,STL,L 26-30,,,,,
19,2001,2001-11-11,9,26.155,CAR,@,STL,L 14-48,,,,,
20,2001,2001-11-18,10,26.162,CAR,,SFO,L 22-25,,,,,
