ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1958,1958-10-05,2,22.193,CLE,@,PIT,W 45-12,,3,7,42.86,45,1,2,64.6,0,0,6.43,-3.57,0,0,,0,0,
2,1958,1958-10-19,4,22.207,CLE,,PIT,W 27-10,,1,2,50.00,34,0,0,95.8,0,0,17.00,17.00,2,1,0.50,0,0,
3,1958,1958-11-09,7,22.228,CLE,,DET,L 10-30,*,4,8,50.00,60,0,1,35.4,0,0,7.50,1.88,0,0,,0,0,
4,1959,1959-10-25,5,23.213,CLE,,WAS,W 34-7,,3,5,60.00,41,0,0,86.2,0,0,8.20,8.20,1,11,11.00,0,0,
5,1959,1959-12-06,11,23.255,CLE,@,NYG,L 7-48,,0,5,0.00,0,0,1,0.0,0,0,0.00,-9.00,0,0,,0,0,
6,1960,1960-10-02,1,24.190,DET,@,GNB,L 9-28,*,18,32,56.25,203,0,1,62.4,0,0,6.34,4.94,5,17,3.40,0,0,0
7,1960,1960-10-09,2,24.197,DET,,SFO,L 10-14,*,13,22,59.09,135,0,1,58.0,0,0,6.14,4.09,4,19,4.75,0,0,0
8,1960,1960-10-16,3,24.204,DET,@,PHI,L 10-28,*,7,22,31.82,99,0,3,7.8,0,0,4.50,-1.64,4,19,4.75,0,0,0
9,1960,1960-10-23,4,24.211,DET,,BAL,W 30-17,*,7,17,41.18,145,0,0,71.9,0,0,8.53,8.53,3,6,2.00,1,1,6
10,1960,1960-10-30,5,24.218,DET,@,RAM,L 35-48,*,22,45,48.89,242,0,5,25.6,0,0,5.38,0.38,8,25,3.13,3,3,18
11,1960,1960-11-06,6,24.225,DET,@,SFO,W 24-0,*,14,30,46.67,197,1,0,79.4,0,0,6.57,7.23,1,0,0.00,0,0,0
12,1960,1960-11-13,7,24.232,DET,,RAM,W 12-10,*,15,30,50.00,152,0,2,37.1,0,0,5.07,2.07,2,2,1.00,0,0,0
13,1960,1960-11-20,8,24.239,DET,@,CHI,L 7-28,*,10,26,38.46,121,0,2,21.5,0,0,4.65,1.19,1,-1,-1.00,0,0,0
