ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-10-25,6,22.259,SDG,,KAN,W 42-21,0,0,,0,,1,15,15.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,1987,1987-11-01,7,22.266,SDG,,CLE,W 27-24,0,0,,0,,4,31,7.75,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
3,1987,1987-11-08,8,22.273,SDG,@,IND,W 16-13,0,0,,0,,1,11,11.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1987,1987-11-15,9,22.280,SDG,,RAI,W 16-14,0,0,,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1987,1987-11-22,10,22.287,SDG,@,SEA,L 3-34,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
6,1987,1987-11-29,11,22.294,SDG,,DEN,L 17-31,0,0,,0,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1987,1987-12-06,12,22.301,SDG,@,HOU,L 18-33,1,9,9.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,13,13.00,0,0,0
8,1987,1987-12-13,13,22.308,SDG,,PIT,L 16-20,0,0,,0,,1,5,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
9,1987,1987-12-20,14,22.315,SDG,,IND,L 7-20,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
10,1987,1987-12-27,15,22.322,SDG,@,DEN,L 0-24,0,0,,0,,1,1,1.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1988,1988-09-04,1,23.209,SDG,@,RAI,L 13-24,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
12,1988,1988-09-11,2,23.216,SDG,@,DEN,L 3-34,0,0,,0,,2,28,14.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
13,1988,1988-09-18,3,23.223,SDG,,SEA,W 17-6,0,0,,0,,2,12,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1988,1988-09-25,4,23.230,SDG,@,KAN,W 24-23,0,0,,0,,1,5,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1988,1988-10-02,5,23.237,SDG,,DEN,L 0-12,0,0,,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,1988,1988-10-09,6,23.244,SDG,,NOR,L 17-23,0,0,,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1988,1988-10-16,7,23.251,SDG,@,MIA,L 28-31,0,0,,0,,3,19,6.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
18,1988,1988-10-23,8,23.258,SDG,,IND,L 0-16,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
19,1988,1988-10-30,9,23.265,SDG,@,SEA,L 14-17,0,0,,0,,3,20,6.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
20,1988,1988-11-06,10,23.272,SDG,,RAI,L 3-13,1,5,5.00,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
21,1988,1988-11-13,11,23.279,SDG,@,ATL,W 10-7,0,0,,0,,3,73,24.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,1988,1988-11-20,12,23.286,SDG,@,RAM,W 38-24,0,0,,0,,2,70,35.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
23,1988,1988-11-27,13,23.293,SDG,,SFO,L 10-48,0,0,,0,,9,80,8.89,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
24,1988,1988-12-04,14,23.300,SDG,@,CIN,L 10-27,1,2,2.00,0,,1,11,11.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
25,1989,1989-09-10,1,24.214,SDG,@,RAI,L 14-40,2,22,11.00,0,,3,34,11.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
26,1989,1989-09-17,2,24.221,SDG,,HOU,L 27-34,2,24,12.00,0,,8,78,9.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
27,1989,1989-09-24,3,24.228,SDG,,KAN,W 21-6,5,73,14.60,1,,3,14,4.67,1,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
28,1989,1989-10-01,4,24.235,SDG,@,PHO,W 24-13,5,18,3.60,0,,5,51,10.20,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
29,1989,1989-10-08,5,24.242,SDG,@,DEN,L 10-16,1,0,0.00,0,,2,45,22.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,1990,1990-09-09,1,25.213,SDG,@,DAL,L 14-17,4,11,2.75,0,,3,8,2.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,1990,1990-09-16,2,25.220,SDG,,CIN,L 16-21,7,31,4.43,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,1990,1990-09-23,3,25.227,SDG,@,CLE,W 24-14,5,20,4.00,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
33,1990,1990-09-30,4,25.234,SDG,,HOU,L 7-17,7,42,6.00,0,,2,15,7.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1990,1990-10-07,5,25.241,SDG,@,PIT,L 14-36,4,28,7.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1990,1990-10-14,6,25.248,SDG,@,NYJ,W 39-3,11,80,7.27,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
36,1990,1990-10-21,7,25.255,SDG,,RAI,L 9-24,8,45,5.63,0,,1,10,10.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
