ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1997,1997-12-21,16,23.271,PHI,@,WAS,L 32-35,,,,,,,,,
2,1998,1998-09-06,1,24.165,PHI,,SEA,L 0-38,,,,,,,,,
3,1998,1998-09-13,2,24.172,PHI,@,ATL,L 12-17,,0,0,,0,1.0,0,0,0
4,1998,1998-09-20,3,24.179,PHI,@,ARI,L 3-17,,,,,,,,,
5,1998,1998-09-27,4,24.186,PHI,,KAN,L 21-24,,,,,,,,,
6,1998,1998-10-04,5,24.193,PHI,@,DEN,L 16-41,,,,,,,,,
7,1998,1998-10-11,6,24.200,PHI,,WAS,W 17-12,,0,0,,0,1.5,0,0,0
8,1998,1998-10-18,7,24.207,PHI,@,SDG,L 10-13,,,,,,,,,
9,1998,1998-11-02,8,24.222,PHI,,DAL,L 0-34,,,,,,,,,
10,1998,1998-11-08,9,24.228,PHI,,DET,W 10-9,,0,0,,0,0.5,0,0,0
11,1998,1998-11-15,10,24.235,PHI,@,WAS,L 3-28,,0,0,,0,1.0,0,0,0
12,1998,1998-11-22,11,24.242,PHI,@,NYG,L 0-20,,0,0,,0,1.0,0,0,0
13,1998,1998-11-29,12,24.249,PHI,@,GNB,L 16-24,,,,,,,,,
14,1998,1998-12-03,13,24.253,PHI,,STL,W 17-14,,,,,,,,,
15,1998,1998-12-13,14,24.263,PHI,,ARI,L 17-20,,,,,,,,,
16,1998,1998-12-27,16,24.277,PHI,,NYG,L 10-20,,0,0,,0,1.0,0,0,0
17,2002,2002-09-08,1,28.167,CAR,,BAL,W 10-7,,,,,,,,,
18,2002,2002-09-15,2,28.174,CAR,,DET,W 31-7,,,,,,,,,
19,2002,2002-09-22,3,28.181,CAR,@,MIN,W 21-14,,,,,,,,,
20,2002,2002-09-29,4,28.188,CAR,@,GNB,L 14-17,,1,13,13.00,0,0.0,0,0,0
21,2002,2002-10-06,5,28.195,CAR,,ARI,L 13-16,,,,,,,,,
22,2002,2002-10-13,6,28.202,CAR,@,DAL,L 13-14,,,,,,,,,
23,2002,2002-10-20,7,28.209,CAR,@,ATL,L 0-30,,,,,,,,,
24,2002,2002-10-27,8,28.216,CAR,,TAM,L 9-12,,,,,,,,,
25,2002,2002-11-10,9,28.230,CAR,,NOR,L 24-34,,,,,,,,,
26,2002,2002-11-17,10,28.237,CAR,@,TAM,L 10-23,,,,,,,,,
27,2002,2002-11-24,11,28.244,CAR,,ATL,L 0-41,,,,,,,,,
28,2002,2002-12-01,12,28.251,CAR,@,CLE,W 13-6,,,,,,,,,
29,2002,2002-12-08,13,28.258,CAR,,CIN,W 52-31,*,,,,,,,,
30,2002,2002-12-15,14,28.265,CAR,@,PIT,L 14-30,*,,,,,,,,
31,2002,2002-12-22,15,28.272,CAR,,CHI,W 24-14,*,0,0,,0,2.0,0,0,0
32,2002,2002-12-29,16,28.279,CAR,@,NOR,W 10-6,*,0,0,,0,1.0,0,0,0
33,2003,2003-09-07,1,29.166,CAR,,JAX,W 24-23,,1,13,13.00,0,0.0,0,0,0
34,2003,2003-09-14,2,29.173,CAR,@,TAM,W 12-9,,0,0,,0,0.0,1,53,0
35,2003,2003-09-28,3,29.187,CAR,,ATL,W 23-3,,0,0,,0,1.0,0,0,0
36,2003,2003-10-05,4,29.194,CAR,,NOR,W 19-13,,,,,,,,,
37,2003,2003-10-12,5,29.201,CAR,@,IND,W 23-20,,,,,,,,,
38,2003,2003-10-19,6,29.208,CAR,,TEN,L 17-37,,0,0,,0,0.5,0,0,0
39,2003,2003-10-26,7,29.215,CAR,@,NOR,W 23-20,,,,,,,,,
