ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2000,2000-11-19,11,26.214,CAR,@,MIN,L 17-31,,0,0,,0,0,0,,,,,,1,-1,-1.00,0,0,0,0,,0,0.0%,
2,2000,2000-11-27,12,26.222,CAR,,GNB,W 31-14,,0,0,,0,0,0,,,,,,1,5,5.00,0,1,0,0,,0,0.0%,0.00
3,2000,2000-12-03,13,26.228,CAR,,STL,W 16-3,,0,0,,0,0,0,,,,,,0,0,,0,1,1,4,4.00,0,100.0%,4.00
4,2000,2000-12-10,14,26.235,CAR,@,KAN,L 14-15,,0,0,,0,0,0,,,,,,0,0,,0,1,1,0,0.00,0,100.0%,0.00
5,2001,2001-09-30,3,27.164,CAR,,GNB,L 7-28,,0,0,,0,0,0,,0,12,,,0,0,,0,0,0,0,,0,0.0%,
6,2001,2001-11-04,8,27.199,CAR,@,MIA,L 6-23,,4,8,50.00,34,0,0,61.5,1,3,4.25,4.25,3,20,6.67,0,0,0,0,,0,0.0%,
