ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1987,1987-09-13,1,23.116,STL,,DAL,W 24-13,,,,
2,1987,1987-09-20,2,23.123,STL,@,SDG,L 24-28,,,,
3,1987,1987-10-25,6,23.158,STL,@,NYG,L 7-30,,,,
4,1987,1987-11-01,7,23.165,STL,,PHI,L 23-28,,,,
5,1987,1987-11-08,8,23.172,STL,,TAM,W 31-28,,,,
6,1987,1987-11-15,9,23.179,STL,,RAM,L 24-27,,,,
7,1987,1987-11-22,10,23.186,STL,@,PHI,W 31-19,,,,
8,1987,1987-11-29,11,23.193,STL,@,ATL,W 34-21,,,,
9,1987,1987-12-06,12,23.200,STL,,WAS,L 17-34,,,,
10,1987,1987-12-13,13,23.207,STL,,NYG,W 27-24,,,,
11,1987,1987-12-20,14,23.214,STL,@,TAM,W 31-14,,,,
12,1987,1987-12-27,15,23.221,STL,@,DAL,L 16-21,,,,
13,1988,1988-09-04,1,24.107,PHO,@,CIN,L 14-21,,,,
14,1988,1988-09-12,2,24.115,PHO,,DAL,L 14-17,,,,
15,1988,1988-09-18,3,24.121,PHO,@,TAM,W 30-24,,,,
16,1988,1988-09-25,4,24.128,PHO,,WAS,W 30-21,,,,
17,1988,1988-10-02,5,24.135,PHO,@,RAM,W 41-27,,,,
18,1988,1988-10-09,6,24.142,PHO,,PIT,W 31-14,,,,
19,1988,1988-10-16,7,24.149,PHO,@,WAS,L 17-33,,,,
20,1988,1988-10-30,9,24.163,PHO,@,DAL,W 16-10,,,,
21,1988,1988-11-06,10,24.170,PHO,,SFO,W 24-23,,,,
22,1988,1988-11-13,11,24.177,PHO,,NYG,W 24-17,,,,
23,1988,1988-11-20,12,24.184,PHO,@,HOU,L 20-38,,,,
24,1988,1988-11-27,13,24.191,PHO,@,PHI,L 21-31,,,,
25,1988,1988-12-04,14,24.198,PHO,@,NYG,L 7-44,,,,
26,1988,1988-12-10,15,24.204,PHO,,PHI,L 17-23,,,,
27,1988,1988-12-18,16,24.212,PHO,,GNB,L 17-26,,,,
28,1989,1989-09-10,1,25.113,PHO,@,DET,W 16-13,,,,
29,1989,1989-09-17,2,25.120,PHO,@,SEA,W 34-24,,,,
30,1989,1989-09-24,3,25.127,PHO,@,NYG,L 7-35,,,,
31,1989,1989-10-01,4,25.134,PHO,,SDG,L 13-24,,,,
32,1990,1990-09-09,1,26.112,RAI,,DEN,W 14-9,,,,
33,1990,1990-09-16,2,26.119,RAI,@,SEA,W 17-13,,,,
34,1990,1990-09-23,3,26.126,RAI,,PIT,W 20-3,,,,
35,1990,1990-09-30,4,26.133,RAI,,CHI,W 24-10,,,,
36,1990,1990-10-07,5,26.140,RAI,@,BUF,L 24-38,,,,
37,1990,1990-10-14,6,26.147,RAI,,SEA,W 24-17,,,,
38,1990,1990-10-21,7,26.154,RAI,@,SDG,W 24-9,,,,
39,1990,1990-11-04,8,26.168,RAI,@,KAN,L 7-9,,,,
40,1990,1990-11-11,9,26.175,RAI,,GNB,L 16-29,,,,
41,1990,1990-11-19,10,26.183,RAI,@,MIA,W 13-10,,,,
42,1990,1990-11-25,11,26.189,RAI,,KAN,L 24-27,,,,
43,1990,1990-12-02,12,26.196,RAI,@,DEN,W 23-20,,,,
44,1990,1990-12-10,13,26.204,RAI,@,DET,W 38-31,,,,
45,1990,1990-12-16,14,26.210,RAI,,CIN,W 24-7,,,,
46,1990,1990-12-22,15,26.216,RAI,@,MIN,W 28-24,,,,
47,1990,1990-12-30,16,26.224,RAI,,SDG,W 17-12,,,,
48,1992,1992-09-06,1,28.109,RAI,@,DEN,L 13-17,,,,
49,1992,1992-09-13,2,28.116,RAI,@,CIN,L 21-24,,,,
50,1992,1992-09-20,3,28.123,RAI,,CLE,L 16-28,,,,
51,1992,1992-09-28,4,28.131,RAI,@,KAN,L 7-27,,,,
