ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1968,1968-12-01,12,23.352,STL,@,PIT,W 20-10,3,25,8.33,0
2,1968,1968-12-14,14,23.365,STL,,CLE,W 27-16,1,10,10.00,0
3,1969,1969-11-30,11,24.350,STL,,PIT,W 47-10,1,5,5.00,0
4,1969,1969-12-21,14,25.006,STL,@,GNB,L 28-45,1,7,7.00,0
5,1970,1970-09-18,1,25.277,STL,@,RAM,L 13-34,,,,
6,1970,1970-09-27,2,25.286,STL,,WAS,W 27-17,,,,
7,1970,1970-10-04,3,25.293,STL,,DAL,W 20-7,,,,
8,1970,1970-10-11,4,25.300,STL,,NOR,W 24-17,,,,
9,1970,1970-10-18,5,25.307,STL,@,PHI,W 35-20,1,9,9.00,0
10,1970,1970-10-25,6,25.314,STL,@,NYG,L 17-35,,,,
11,1970,1970-11-01,7,25.321,STL,,HOU,W 44-0,,,,
12,1970,1970-11-08,8,25.328,STL,,BOS,W 31-0,,,,
13,1970,1970-11-16,9,25.336,STL,@,DAL,W 38-0,,,,
14,1970,1970-11-22,10,25.342,STL,@,KAN,T 6-6,,,,
15,1970,1970-11-29,11,25.349,STL,,PHI,W 23-14,,,,
16,1970,1970-12-06,12,25.356,STL,@,DET,L 3-16,,,,
17,1970,1970-12-13,13,25.363,STL,,NYG,L 17-34,,,,
18,1970,1970-12-20,14,26.005,STL,@,WAS,L 27-28,1,22,22.00,0
