ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1974,1974-09-15,1,22.180,ATL,,DAL,L 0-24,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
2,1974,1974-09-22,2,22.187,ATL,,SFO,L 10-16,,,,,,,,,,,,,,,,,,,,,,,,,
3,1974,1974-09-29,3,22.194,ATL,@,NOR,L 13-14,18,73,4.06,0,3,15,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
4,1974,1974-10-06,4,22.201,ATL,@,NYG,W 14-7,15,64,4.27,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1974,1974-10-13,5,22.208,ATL,,CHI,W 13-10,19,77,4.05,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1974,1974-10-28,7,22.223,ATL,@,PIT,L 17-24,0,0,,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1974,1974-11-03,8,22.229,ATL,@,MIA,L 7-42,0,0,,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1974,1974-11-10,9,22.236,ATL,@,RAM,L 0-21,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1974,1974-11-17,10,22.243,ATL,,BAL,L 7-17,3,17,5.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
10,1974,1974-11-24,11,22.250,ATL,@,SFO,L 0-27,0,0,,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1974,1974-12-01,12,22.257,ATL,,RAM,L 7-30,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1974,1974-12-07,13,22.263,ATL,@,MIN,L 10-23,,,,,,,,,,,,,,,,,,,,,,,,,
13,1974,1974-12-15,14,22.271,ATL,,GNB,W 10-3,,,,,,,,,,,,,,,,,,,,,,,,,
14,1975,1975-09-21,1,23.186,ATL,@,STL,L 20-23,9,50,5.56,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1975,1975-09-28,2,23.193,ATL,,DET,L 14-17,3,25,8.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
16,1975,1975-10-05,3,23.200,ATL,,NOR,W 14-7,2,1,0.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1975,1975-10-12,4,23.207,ATL,@,SFO,W 17-3,6,40,6.67,1,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
18,1975,1975-10-19,5,23.214,ATL,@,RAM,L 7-22,4,14,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
19,1975,1975-10-26,6,23.221,ATL,,CIN,L 14-21,3,4,1.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
20,1975,1975-11-02,7,23.228,ATL,@,NOR,L 7-23,11,49,4.45,0,4,45,11.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1975,1975-11-09,8,23.235,ATL,@,MIN,L 0-38,4,9,2.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1975,1975-11-16,9,23.242,ATL,,RAM,L 7-16,8,24,3.00,0,3,28,9.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
23,1975,1975-11-23,10,23.249,ATL,,DEN,W 35-21,7,29,4.14,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
24,1975,1975-11-30,11,23.256,ATL,@,OAK,L 34-37,16,59,3.69,1,3,26,8.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
25,1975,1975-12-07,12,23.263,ATL,,WAS,L 27-30,15,65,4.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
26,1975,1975-12-14,13,23.270,ATL,,SFO,W 31-9,9,19,2.11,0,1,2,2.00,0,1,1,100.00,41,1,0,158.3,0,0,41.00,61.00,0,0,,0,0,0
