ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,22.196,TAM,@,CIN,W 17-12,,,,,,,,
2,1980,1980-09-11,2,22.200,TAM,,RAM,W 10-9,,,,,,,,
3,1980,1980-09-21,3,22.210,TAM,@,DAL,L 17-28,,,,,,,,
4,1980,1980-09-28,4,22.217,TAM,,CLE,L 27-34,,,,,,,,
5,1980,1980-10-06,5,22.225,TAM,@,CHI,L 0-23,,,,,,,,
6,1980,1980-10-12,6,22.231,TAM,,GNB,T 14-14,,,,,,,,
7,1980,1980-10-19,7,22.238,TAM,@,HOU,L 14-20,,,,,,,,
8,1980,1980-10-26,8,22.245,TAM,@,SFO,W 24-23,,,,,,,,
9,1980,1980-11-02,9,22.252,TAM,,NYG,W 30-13,,,,,,,,
10,1980,1980-11-09,10,22.259,TAM,,PIT,L 21-24,0,0,,0,0.0,1,6,0
11,1980,1980-11-16,11,22.266,TAM,@,MIN,L 30-38,,,,,,,,
12,1980,1980-11-23,12,22.273,TAM,,DET,L 10-24,,,,,,,,
13,1980,1980-11-30,13,22.280,TAM,@,GNB,W 20-17,,,,,,,,
14,1980,1980-12-07,14,22.287,TAM,,MIN,L 10-21,,,,,,,,
15,1980,1980-12-14,15,22.294,TAM,@,DET,L 14-27,,,,,,,,
16,1980,1980-12-20,16,22.300,TAM,,CHI,L 13-14,,,,,,,,
17,1981,1981-09-05,1,23.193,TAM,,MIN,W 21-13,1,0,0.00,0,0.0,0,0,0
18,1981,1981-09-13,2,23.201,TAM,@,KAN,L 10-19,0,0,,0,,,,
19,1981,1981-09-20,3,23.208,TAM,@,CHI,L 17-28,0,0,,0,,,,
20,1981,1981-09-27,4,23.215,TAM,,STL,W 20-10,0,0,,0,,,,
21,1981,1981-10-04,5,23.222,TAM,,DET,W 28-10,0,0,,0,,,,
22,1981,1981-10-11,6,23.229,TAM,@,GNB,W 21-10,0,0,,0,0.0,1,2,0
23,1981,1981-10-18,7,23.236,TAM,@,OAK,L 16-18,0,0,,0,,,,
24,1981,1981-10-25,8,23.243,TAM,@,PHI,L 10-20,0,0,,0,,,,
25,1981,1981-11-01,9,23.250,TAM,,CHI,W 20-10,0,0,,0,,,,
26,1981,1981-11-08,10,23.257,TAM,@,MIN,L 10-25,0,0,,0,,,,
27,1981,1981-11-15,11,23.264,TAM,,DEN,L 7-24,0,0,,0,,,,
28,1981,1981-11-22,12,23.271,TAM,,GNB,W 37-3,0,0,,0,,,,
29,1981,1981-11-29,13,23.278,TAM,@,NOR,W 31-14,0,0,,0,,,,
30,1981,1981-12-06,14,23.285,TAM,,ATL,W 24-23,0,0,,0,,,,
31,1981,1981-12-13,15,23.292,TAM,,SDG,L 23-24,0,0,,0,,,,
32,1981,1981-12-20,16,23.299,TAM,@,DET,W 20-17,0,0,,0,,,,
33,1982,1982-09-12,1,24.200,TAM,@,MIN,L 10-17,,,,,,,,
34,1982,1982-09-19,2,24.207,TAM,,WAS,L 13-21,0,0,,0,1.0,0,0,0
35,1982,1982-11-21,3,24.270,TAM,@,DAL,L 9-14,,,,,,,,
36,1982,1982-11-29,4,24.278,TAM,,MIA,W 23-17,,,,,,,,
37,1982,1982-12-05,5,24.284,TAM,@,NOR,W 13-10,,,,,,,,
38,1982,1982-12-12,6,24.291,TAM,@,NYJ,L 17-32,0,0,,0,1.0,0,0,0
39,1982,1982-12-19,7,24.298,TAM,,BUF,W 24-23,,,,,,,,
40,1982,1982-12-26,8,24.305,TAM,,DET,W 23-21,,,,,,,,
41,1982,1983-01-02,9,24.312,TAM,,CHI,W 26-23,,,,,,,,
42,1983,1983-09-04,1,25.192,TAM,,DET,L 0-11,,,,,,,,
43,1983,1983-09-11,2,25.199,TAM,@,CHI,L 10-17,,,,,,,,
44,1983,1983-09-18,3,25.206,TAM,,MIN,L 16-19,,,,,,,,
45,1983,1983-09-25,4,25.213,TAM,,CIN,L 17-23,,,,,,,,
46,1983,1983-10-02,5,25.220,TAM,@,GNB,L 14-55,0,0,,0,1.0,0,0,0
47,1983,1983-10-09,6,25.227,TAM,@,DAL,L 24-27,,,,,,,,
48,1983,1983-10-16,7,25.234,TAM,,STL,L 27-34,,,,,,,,
49,1983,1983-10-23,8,25.241,TAM,,NOR,L 21-24,,,,,,,,
50,1983,1983-10-30,9,25.248,TAM,@,PIT,L 12-17,0,0,,0,0.0,1,0,0
51,1983,1983-11-06,10,25.255,TAM,@,MIN,W 17-12,,,,,,,,
52,1983,1983-11-13,11,25.262,TAM,@,CLE,L 0-20,,,,,,,,
53,1983,1983-11-20,12,25.269,TAM,,CHI,L 0-27,,,,,,,,
54,1983,1983-11-27,13,25.276,TAM,,HOU,W 33-24,,,,,,,,
55,1983,1983-12-04,14,25.283,TAM,@,SFO,L 21-35,,,,,,,,
56,1983,1983-12-12,15,25.291,TAM,,GNB,L 9-12,,,,,,,,
57,1983,1983-12-18,16,25.297,TAM,@,DET,L 20-23,0,0,,0,1.0,0,0,0
58,1984,1984-09-02,1,26.191,TAM,@,CHI,L 14-34,,,,,,,,
59,1984,1984-09-09,2,26.198,TAM,@,NOR,L 13-17,,,,,,,,
60,1984,1984-09-16,3,26.205,TAM,,DET,W 21-17,,,,,,,,
61,1984,1984-09-23,4,26.212,TAM,@,NYG,L 14-17,,,,,,,,
62,1984,1984-09-30,5,26.219,TAM,,GNB,W 30-27,0,0,,0,0.0,1,4,0
63,1984,1984-10-07,6,26.226,TAM,,MIN,W 35-31,0,0,,0,0.0,1,13,0
64,1984,1984-10-14,7,26.233,TAM,@,DET,L 7-13,,,,,,,,
65,1984,1984-10-21,8,26.240,TAM,,CHI,L 9-44,,,,,,,,
66,1984,1984-10-28,9,26.247,TAM,@,KAN,L 20-24,0,0,,0,1.0,0,0,0
67,1984,1984-11-04,10,26.254,TAM,@,MIN,L 24-27,,,,,,,,
68,1984,1984-11-11,11,26.261,TAM,,NYG,W 20-17,,,,,,,,
69,1984,1984-11-18,12,26.268,TAM,@,SFO,L 17-24,,,,,,,,
70,1984,1984-11-25,13,26.275,TAM,,RAM,L 33-34,,,,,,,,
71,1984,1984-12-02,14,26.282,TAM,@,GNB,L 14-27,0,0,,0,0.0,1,38,0
72,1984,1984-12-09,15,26.289,TAM,,ATL,W 23-6,,,,,,,,
73,1984,1984-12-16,16,26.296,TAM,,NYJ,W 41-21,,,,,,,,
74,1985,1985-09-08,1,27.196,TAM,@,CHI,L 28-38,,,,,,,,
75,1985,1985-09-15,2,27.203,TAM,,MIN,L 16-31,,,,,,,,
76,1985,1985-09-22,3,27.210,TAM,@,NOR,L 13-20,,,,,,,,
77,1985,1985-09-29,4,27.217,TAM,@,DET,L 9-30,,,,,,,,
78,1985,1985-10-06,5,27.224,TAM,,CHI,L 19-27,,,,,,,,
79,1985,1985-10-13,6,27.231,TAM,,RAM,L 27-31,,,,,,,,
80,1985,1985-10-20,7,27.238,TAM,@,MIA,L 38-41,,,,,,,,
81,1985,1985-10-27,8,27.245,TAM,,NWE,L 14-32,,,,,,,,
82,1985,1985-11-03,9,27.252,TAM,@,NYG,L 20-22,,,,,,,,
83,1985,1985-11-17,11,27.266,TAM,@,NYJ,L 28-62,,,,,,,,
84,1985,1985-11-24,12,27.273,TAM,,DET,W 19-16,,,,,,,,
85,1985,1985-12-01,13,27.280,TAM,@,GNB,L 0-21,,,,,,,,
86,1985,1985-12-08,14,27.287,TAM,@,MIN,L 7-26,,,,,,,,
87,1986,1986-09-07,1,28.195,TAM,,SFO,L 7-31,0,0,,0,0.0,1,57,0
88,1986,1986-09-14,2,28.202,TAM,,MIN,L 10-23,,,,,,,,
89,1986,1986-09-21,3,28.209,TAM,@,DET,W 24-20,,,,,,,,
90,1986,1986-09-28,4,28.216,TAM,,ATL,L 20-23,,,,,,,,
91,1986,1986-10-05,5,28.223,TAM,@,RAM,L 20-26,,,,,,,,
92,1986,1986-10-12,6,28.230,TAM,,STL,L 19-30,,,,,,,,
93,1986,1986-10-19,7,28.237,TAM,@,NOR,L 7-38,,,,,,,,
94,1986,1986-10-26,8,28.244,TAM,@,KAN,L 20-27,,,,,,,,
95,1986,1986-11-02,9,28.251,TAM,,BUF,W 34-28,,,,,,,,
96,1986,1986-11-09,10,28.258,TAM,,CHI,L 3-23,,,,,,,,
97,1986,1986-11-16,11,28.265,TAM,@,GNB,L 7-31,,,,,,,,
98,1986,1986-11-23,12,28.272,TAM,,DET,L 17-38,0,0,,0,0.0,1,8,0
99,1986,1986-11-30,13,28.279,TAM,@,MIN,L 13-45,,,,,,,,
100,1986,1986-12-07,14,28.286,TAM,@,CHI,L 14-48,,,,,,,,
101,1986,1986-12-14,15,28.293,TAM,,GNB,L 7-21,,,,,,,,
102,1986,1986-12-21,16,28.300,TAM,@,STL,L 17-21,,,,,,,,
103,1987,1987-09-13,1,29.201,TAM,,ATL,W 48-10,,,,,,,,
104,1987,1987-09-20,2,29.208,TAM,@,CHI,L 3-20,,,,,,,,
105,1987,1987-10-25,6,29.243,TAM,,CHI,L 26-27,,,,,,,,
106,1987,1987-11-01,7,29.250,TAM,@,GNB,W 23-17,,,,,,,,
107,1987,1987-11-08,8,29.257,TAM,@,STL,L 28-31,,,,,,,,
108,1987,1987-11-15,9,29.264,TAM,@,MIN,L 17-23,,,,,,,,
109,1987,1987-11-22,10,29.271,TAM,,SFO,L 10-24,,,,,,,,
110,1987,1987-11-29,11,29.278,TAM,@,RAM,L 3-35,,,,,,,,
111,1987,1987-12-06,12,29.285,TAM,@,NOR,L 34-44,,,,,,,,
112,1987,1987-12-13,13,29.292,TAM,,DET,L 10-20,,,,,,,,
