ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1954,1954-11-07,7,24.254,WAS,@,CLE,L 3-62,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
2,1954,1954-11-21,9,24.268,WAS,@,CRD,L 16-38,2,11,5.50,0,1,-1,-1.00,0,0,0,,0,0,,,,,,
3,1954,1954-11-28,10,24.275,WAS,@,PHI,L 33-41,4,2,0.50,0,0,0,,0,0,0,,0,0,,,,,,
4,1955,1955-09-25,1,25.211,WAS,@,CLE,W 27-17,3,8,2.67,1,0,0,,0,0,0,,0,0,,,,,,
5,1955,1955-10-01,2,25.217,WAS,@,PHI,W 31-30,4,1,0.25,1,3,36,12.00,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
6,1955,1955-10-09,3,25.225,WAS,,CRD,L 10-24,6,29,4.83,1,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
7,1955,1955-10-16,4,25.232,WAS,,CLE,L 14-24,12,56,4.67,0,3,18,6.00,0,0,0,,0,0,,,,,,
8,1955,1955-10-23,5,25.239,WAS,@,BAL,W 14-13,8,47,5.88,0,0,0,,0,0,0,,0,0,,,,,,
9,1955,1955-10-30,6,25.246,WAS,@,NYG,L 7-35,12,57,4.75,0,3,58,19.33,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
10,1955,1955-11-13,8,25.260,WAS,,SFO,W 7-0,8,3,0.38,0,0,0,,0,0,0,,0,0,,,,,,
11,1955,1955-11-20,9,25.267,WAS,@,CRD,W 31-0,11,79,7.18,0,2,37,18.50,1,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00
12,1955,1955-11-27,10,25.274,WAS,@,PIT,W 23-14,12,59,4.92,0,0,0,,0,0,0,,0,0,,,,,,
13,1955,1955-12-04,11,25.281,WAS,,NYG,L 20-27,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,
14,1955,1955-12-11,12,25.288,WAS,,PIT,W 28-17,16,58,3.63,1,0,0,,0,0,0,,0,0,,,,,,
