ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1983,1983-09-04,1,22.232,TAM,,DET,L 0-11,,,,,
2,1983,1983-09-18,3,22.246,TAM,,MIN,L 16-19,,,,,
3,1983,1983-09-25,4,22.253,TAM,,CIN,L 17-23,,,,,
4,1983,1983-10-02,5,22.260,TAM,@,GNB,L 14-55,,,,,
5,1983,1983-10-09,6,22.267,TAM,@,DAL,L 24-27,,,,,
6,1983,1983-10-16,7,22.274,TAM,,STL,L 27-34,,,,,
7,1983,1983-10-23,8,22.281,TAM,,NOR,L 21-24,1,6,1,69,1
8,1983,1983-10-30,9,22.288,TAM,@,PIT,L 12-17,,,,,
9,1983,1983-11-06,10,22.295,TAM,@,MIN,W 17-12,,,,,
10,1983,1983-11-13,11,22.302,TAM,@,CLE,L 0-20,,,,,
11,1983,1983-11-20,12,22.309,TAM,,CHI,L 0-27,,,,,
12,1983,1983-11-27,13,22.316,TAM,,HOU,W 33-24,,,,,
13,1983,1983-12-04,14,22.323,TAM,@,SFO,L 21-35,,,,,
14,1983,1983-12-12,15,22.331,TAM,,GNB,L 9-12,,,,,
15,1983,1983-12-18,16,22.337,TAM,@,DET,L 20-23,,,,,
16,1984,1984-09-02,1,23.231,TAM,@,CHI,L 14-34,,,,,
17,1984,1984-09-09,2,23.238,TAM,@,NOR,L 13-17,,,,,
18,1984,1984-09-16,3,23.245,TAM,,DET,W 21-17,,,,,
19,1984,1984-09-23,4,23.252,TAM,@,NYG,L 14-17,,,,,
20,1984,1984-09-30,5,23.259,TAM,,GNB,W 30-27,0,0,1,0,0
21,1984,1984-10-07,6,23.266,TAM,,MIN,W 35-31,,,,,
22,1984,1984-10-14,7,23.273,TAM,@,DET,L 7-13,,,,,
23,1984,1984-10-21,8,23.280,TAM,,CHI,L 9-44,,,,,
24,1984,1984-10-28,9,23.287,TAM,@,KAN,L 20-24,,,,,
25,1984,1984-11-04,10,23.294,TAM,@,MIN,L 24-27,0,0,1,8,0
26,1984,1984-11-11,11,23.301,TAM,,NYG,W 20-17,,,,,
27,1984,1984-11-18,12,23.308,TAM,@,SFO,L 17-24,,,,,
28,1984,1984-11-25,13,23.315,TAM,,RAM,L 33-34,,,,,
29,1984,1984-12-02,14,23.322,TAM,@,GNB,L 14-27,,,,,
30,1984,1984-12-09,15,23.329,TAM,,ATL,W 23-6,,,,,
31,1984,1984-12-16,16,23.336,TAM,,NYJ,W 41-21,0,0,1,30,0
32,1985,1985-09-08,1,24.236,TAM,@,CHI,L 28-38,0,0,1,0,0
33,1985,1985-09-15,2,24.243,TAM,,MIN,L 16-31,0,0,1,4,0
34,1985,1985-09-22,3,24.250,TAM,@,NOR,L 13-20,,,,,
35,1985,1985-09-29,4,24.257,TAM,@,DET,L 9-30,,,,,
36,1985,1985-10-06,5,24.264,TAM,,CHI,L 19-27,,,,,
37,1985,1985-10-13,6,24.271,TAM,,RAM,L 27-31,,,,,
38,1985,1985-10-20,7,24.278,TAM,@,MIA,L 38-41,0,0,1,11,0
39,1985,1985-10-27,8,24.285,TAM,,NWE,L 14-32,,,,,
40,1985,1985-11-03,9,24.292,TAM,@,NYG,L 20-22,,,,,
41,1985,1985-11-10,10,24.299,TAM,,STL,W 16-0,,,,,
42,1985,1985-11-17,11,24.306,TAM,@,NYJ,L 28-62,0,0,1,3,0
43,1985,1985-11-24,12,24.313,TAM,,DET,W 19-16,,,,,
44,1985,1985-12-01,13,24.320,TAM,@,GNB,L 0-21,0,0,1,20,0
45,1985,1985-12-08,14,24.327,TAM,@,MIN,L 7-26,0,0,1,0,0
46,1985,1985-12-15,15,24.334,TAM,,IND,L 23-31,,,,,
47,1985,1985-12-22,16,24.341,TAM,,GNB,L 17-20,0,0,1,11,0
48,1986,1986-09-07,1,25.235,TAM,,SFO,L 7-31,,,,,
