ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-09-13,1,21.156,CAR,,PHI,L 10-38,,0,0,,0,2,33,16.50,0,0,0,0.0,1,0,0,0,0
2,2009,2009-09-20,2,21.163,CAR,@,ATL,L 20-28,,0,0,,0,2,17,8.50,0,0,0,0.0,4,0,0,0,0
3,2009,2009-09-28,3,21.171,CAR,@,DAL,L 7-21,,0,0,,0,1,2,2.00,0,0,0,0.0,5,0,0,0,0
4,2009,2009-10-11,4,21.184,CAR,,WAS,W 20-17,,0,0,,0,2,10,5.00,0,0,0,0.0,2,0,0,0,0
5,2009,2009-10-18,5,21.191,CAR,@,TAM,W 28-21,,0,0,,0,1,34,34.00,0,0,0,0.0,0,0,0,0,0
6,2009,2009-10-25,6,21.198,CAR,,BUF,L 9-20,*,1,15,15.00,0,5,12,2.40,0,0,0,0.0,1,1,0,0,0
7,2009,2009-11-01,7,21.205,CAR,@,ARI,W 34-21,,0,0,,0,3,45,15.00,0,0,0,0.0,7,0,0,0,0
8,2009,2009-11-08,8,21.212,CAR,@,NOR,L 20-30,*,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
9,2009,2009-11-15,9,21.219,CAR,,ATL,W 28-19,,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
10,2009,2009-11-19,10,21.223,CAR,,MIA,L 17-24,,0,0,,0,3,20,6.67,0,0,0,0.0,0,0,0,0,0
11,2009,2009-11-29,11,21.233,CAR,@,NYJ,L 6-17,,0,0,,0,2,50,25.00,0,0,0,0.0,0,0,0,0,0
12,2009,2009-12-13,13,21.247,CAR,@,NWE,L 10-20,*,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
13,2009,2009-12-20,14,21.254,CAR,,MIN,W 26-7,*,0,0,,0,3,8,2.67,0,0,0,0.0,4,1,0,0,0
14,2009,2009-12-27,15,21.261,CAR,@,NYG,W 41-9,,0,0,,0,3,11,3.67,0,0,0,0.0,6,0,0,0,0
15,2009,2010-01-03,16,21.268,CAR,,NOR,W 23-10,,0,0,,0,4,36,9.00,0,0,0,0.0,1,1,0,0,0
16,2010,2010-09-12,1,22.155,CAR,@,NYG,L 18-31,,1,23,23.00,0,2,38,19.00,0,0,0,0.0,2,0,0,0,0
17,2010,2010-09-19,2,22.162,CAR,,TAM,L 7-20,,0,0,,0,3,8,2.67,0,0,0,0.0,2,0,0,0,0
18,2010,2010-09-26,3,22.169,CAR,,CIN,L 7-20,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,2,0
19,2010,2010-10-03,4,22.176,CAR,@,NOR,L 14-16,,0,0,,0,2,19,9.50,0,0,0,0.0,2,0,0,0,0
20,2010,2010-10-10,5,22.183,CAR,,CHI,L 6-23,,0,0,,0,3,9,3.00,0,0,0,0.0,0,0,0,0,0
21,2010,2010-10-24,6,22.197,CAR,,SFO,W 23-20,,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0,0,0
22,2010,2010-10-31,7,22.204,CAR,@,STL,L 10-20,,0,0,,0,1,31,31.00,0,0,0,0.0,2,0,0,0,0
23,2010,2010-11-07,8,22.211,CAR,,NOR,L 3-34,,0,0,,0,2,18,9.00,0,0,0,0.0,2,0,0,0,0
24,2010,2010-11-14,9,22.218,CAR,@,TAM,L 16-31,,0,0,,0,3,47,15.67,0,0,0,0.0,2,0,0,0,0
25,2010,2010-11-21,10,22.225,CAR,,BAL,L 13-37,,1,64,64.00,0,3,27,9.00,0,0,0,0.0,0,0,0,0,0
26,2010,2010-11-28,11,22.232,CAR,@,CLE,L 23-24,*,0,0,,0,1,32,32.00,0,1,6,0.0,6,0,1,37,1
27,2010,2010-12-05,12,22.239,CAR,@,SEA,L 14-31,*,0,0,,0,3,10,3.33,0,0,0,0.0,6,1,1,-2,0
28,2010,2010-12-12,13,22.246,CAR,,ATL,L 10-31,*,0,0,,0,2,12,6.00,0,0,0,0.0,5,1,0,0,0
29,2010,2010-12-19,14,22.253,CAR,,ARI,W 19-12,*,0,0,,0,2,52,26.00,0,0,0,0.0,7,0,0,0,0
30,2010,2010-12-23,15,22.257,CAR,@,PIT,L 3-27,,0,0,,0,2,18,9.00,0,0,0,0.0,2,1,0,0,0
31,2010,2011-01-02,16,22.267,CAR,@,ATL,L 10-31,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
32,2011,2011-09-11,1,23.154,CAR,@,ARI,L 21-28,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
33,2011,2011-09-18,2,23.161,CAR,,GNB,L 23-30,*,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0
34,2011,2011-09-25,3,23.168,CAR,,JAX,W 16-10,*,0,0,,0,0,0,,0,0,0,0.0,1,4,0,0,0
35,2011,2011-10-02,4,23.175,CAR,@,CHI,L 29-34,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
36,2011,2011-10-09,5,23.182,CAR,,NOR,L 27-30,*,0,0,,0,0,0,,0,0,0,1.0,6,0,0,0,0
37,2011,2011-10-16,6,23.189,CAR,@,ATL,L 17-31,*,0,0,,0,0,0,,0,0,0,0.0,2,0,0,0,0
38,2011,2011-10-23,7,23.196,CAR,,WAS,W 33-20,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
39,2011,2011-10-30,8,23.203,CAR,,MIN,L 21-24,*,0,0,,0,0,0,,0,0,0,1.0,5,2,0,0,0
40,2011,2011-11-13,9,23.217,CAR,,TEN,L 3-30,*,0,0,,0,0,0,,0,0,0,0.0,1,3,0,0,0
41,2011,2011-11-20,10,23.224,CAR,@,DET,L 35-49,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
42,2011,2011-11-27,11,23.231,CAR,@,IND,W 27-19,*,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
43,2011,2011-12-04,12,23.238,CAR,@,TAM,W 38-19,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
44,2011,2011-12-11,13,23.245,CAR,,ATL,L 23-31,*,0,0,,0,0,0,,0,0,0,0.0,4,2,0,0,0
45,2011,2011-12-18,14,23.252,CAR,@,HOU,W 28-13,*,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
46,2012,2012-09-09,1,24.152,CAR,@,TAM,L 10-16,,0,0,,0,0,0,,0,0,0,0.0,0,1,0,0,0
47,2012,2012-09-16,2,24.159,CAR,,NOR,W 35-27,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
48,2012,2012-09-20,3,24.163,CAR,,NYG,L 7-36,,0,0,,0,0,0,,0,0,0,0.0,1,1,0,0,0
49,2012,2012-09-30,4,24.173,CAR,@,ATL,L 28-30,,0,0,,0,3,23,7.67,0,0,0,0.0,4,0,0,0,0
50,2012,2012-10-07,5,24.180,CAR,,SEA,L 12-16,*,1,17,17.00,0,1,13,13.00,0,0,6,0.0,2,1,1,33,1
51,2012,2012-10-21,6,24.194,CAR,,DAL,L 14-19,*,0,0,,0,4,4,1.00,0,0,0,0.0,1,0,0,0,0
52,2012,2012-10-28,7,24.201,CAR,@,CHI,L 22-23,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
53,2012,2012-11-04,8,24.208,CAR,@,WAS,W 21-13,*,0,0,,0,2,8,4.00,0,0,0,0.0,4,5,0,0,0
54,2012,2012-11-11,9,24.215,CAR,,DEN,L 14-36,*,0,0,,0,3,10,3.33,0,0,0,0.0,3,1,0,0,0
55,2012,2012-11-18,10,24.222,CAR,,TAM,L 21-27,*,0,0,,0,1,14,14.00,0,0,6,0.0,2,0,1,74,1
56,2012,2012-11-26,11,24.230,CAR,@,PHI,W 30-22,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
57,2012,2012-12-02,12,24.236,CAR,@,KAN,L 21-27,*,0,0,,0,0,0,,0,0,0,0.0,3,0,0,0,0
58,2012,2012-12-09,13,24.243,CAR,,ATL,W 30-20,*,0,0,,0,0,0,,0,0,0,0.0,5,0,0,0,0
59,2012,2012-12-16,14,24.250,CAR,@,SDG,W 31-7,*,0,0,,0,0,0,,0,0,0,0.0,1,2,0,0,0
60,2012,2012-12-23,15,24.257,CAR,,OAK,W 17-6,,0,0,,0,0,0,,0,0,0,0.0,4,1,0,0,0
61,2012,2012-12-30,16,24.264,CAR,@,NOR,W 44-38,*,0,0,,0,0,0,,0,0,0,0.0,7,0,0,0,0
62,2013,2013-09-08,1,25.151,CAR,,SEA,L 7-12,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
63,2013,2013-09-15,2,25.158,CAR,@,BUF,L 23-24,*,0,0,,0,0,0,,0,0,0,0.0,5,2,0,0,0
64,2013,2013-09-22,3,25.165,CAR,,NYG,W 38-0,*,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
