ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,22.057,PIT,,CLE,L 0-51,,,,,,,,,,,
2,1989,1989-09-17,2,22.064,PIT,@,CIN,L 10-41,,,,,,,,,,,
3,1989,1989-09-24,3,22.071,PIT,,MIN,W 27-14,,,,,,,,,,,
4,1989,1989-10-01,4,22.078,PIT,@,DET,W 23-3,,,,,,,,,,,
5,1989,1989-10-08,5,22.085,PIT,,CIN,L 16-26,,,,,,,,,,,
6,1989,1989-10-15,6,22.092,PIT,@,CLE,W 17-7,,0,0,,0,0,0,0.0,1,0,0
7,1989,1989-10-22,7,22.099,PIT,@,HOU,L 0-27,,,,,,,,,,,
8,1989,1989-10-29,8,22.106,PIT,,KAN,W 23-17,,,,,,,,,,,
9,1989,1989-11-05,9,22.113,PIT,@,DEN,L 7-34,,0,0,,0,0,0,1.0,0,0,0
10,1989,1989-11-12,10,22.120,PIT,,CHI,L 0-20,,,,,,,,,,,
11,1989,1989-11-19,11,22.127,PIT,,SDG,W 20-17,,,,,,,,,,,
12,1989,1989-11-26,12,22.134,PIT,@,MIA,W 34-14,,,,,,,,,,,
13,1989,1989-12-03,13,22.141,PIT,,HOU,L 16-23,,,,,,,,,,,
14,1989,1989-12-10,14,22.148,PIT,@,NYJ,W 13-0,,,,,,,,,,,
15,1989,1989-12-17,15,22.155,PIT,,NWE,W 28-10,,,,,,,,,,,
16,1990,1990-09-09,1,23.056,PIT,@,CLE,L 3-13,,,,,,,,,,,
17,1990,1990-09-16,2,23.063,PIT,,HOU,W 20-9,,,,,,,,,,,
18,1990,1990-09-23,3,23.070,PIT,@,RAI,L 3-20,,,,,,,,,,,
19,1990,1990-09-30,4,23.077,PIT,,MIA,L 6-28,,,,,,,,,,,
20,1990,1990-10-07,5,23.084,PIT,,SDG,W 36-14,,0,0,,0,0,0,0.0,1,0,0
21,1990,1990-10-14,6,23.091,PIT,@,DEN,W 34-17,,0,0,,0,0,0,1.0,0,0,0
22,1990,1990-10-21,7,23.098,PIT,@,SFO,L 7-27,,,,,,,,,,,
23,1990,1990-10-29,8,23.106,PIT,,RAM,W 41-10,,,,,,,,,,,
24,1990,1990-11-04,9,23.112,PIT,,ATL,W 21-9,,,,,,,,,,,
25,1990,1990-11-18,10,23.126,PIT,@,CIN,L 3-27,,,,,,,,,,,
26,1990,1990-11-25,11,23.133,PIT,@,NYJ,W 24-7,,,,,,,,,,,
27,1990,1990-12-02,12,23.140,PIT,,CIN,L 12-16,,,,,,,,,,,
28,1990,1990-12-09,13,23.147,PIT,,NWE,W 24-3,,,,,,,,,,,
29,1990,1990-12-16,14,23.154,PIT,@,NOR,W 9-6,,,,,,,,,,,
30,1990,1990-12-23,15,23.161,PIT,,CLE,W 35-0,,,,,,,,,,,
31,1990,1990-12-30,16,23.168,PIT,@,HOU,L 14-34,,,,,,,,,,,
32,1991,1991-09-01,1,24.048,PIT,,SDG,W 26-20,,,,,,,,,,,
33,1991,1991-09-08,2,24.055,PIT,@,BUF,L 34-52,,,,,,,,,,,
34,1991,1991-09-15,3,24.062,PIT,,NWE,W 20-6,,,,,,,,,,,
35,1991,1991-09-22,4,24.069,PIT,@,PHI,L 14-23,,,,,,,,,,,
36,1991,1991-10-06,5,24.083,PIT,@,IND,W 21-3,,,,,,,,,,,
37,1991,1991-10-14,6,24.091,PIT,,NYG,L 20-23,,,,,,,,,,,
38,1991,1991-10-20,7,24.097,PIT,,SEA,L 7-27,,,,,,,,,,,
39,1991,1991-10-27,8,24.104,PIT,@,CLE,L 14-17,,,,,,,,,,,
40,1991,1991-11-03,9,24.111,PIT,@,DEN,L 13-20,,0,0,,0,0,0,1.0,0,0,0
41,1991,1991-11-10,10,24.118,PIT,@,CIN,W 33-27,,,,,,,,,,,
42,1991,1991-11-17,11,24.125,PIT,,WAS,L 14-41,,,,,,,,,,,
43,1991,1991-11-24,12,24.132,PIT,,HOU,W 26-14,,,,,,,,,,,
44,1991,1991-11-28,13,24.136,PIT,@,DAL,L 10-20,,,,,,,,,,,
45,1991,1991-12-08,14,24.146,PIT,@,HOU,L 6-31,,,,,,,,,,,
46,1991,1991-12-15,15,24.153,PIT,,CIN,W 17-10,,,,,,,,,,,
47,1991,1991-12-22,16,24.160,PIT,,CLE,W 17-10,,,,,,,,,,,
48,1992,1992-09-06,1,25.053,PIT,@,HOU,W 29-24,,,,,,,,,,,
49,1992,1992-09-13,2,25.060,PIT,,NYJ,W 27-10,,,,,,,,,,,
50,1992,1992-09-20,3,25.067,PIT,@,SDG,W 23-6,,,,,,,,,,,
51,1992,1992-09-27,4,25.074,PIT,@,GNB,L 3-17,,,,,,,,,,,
52,1992,1992-10-11,5,25.088,PIT,@,CLE,L 9-17,,,,,,,,,,,
53,1992,1992-10-19,6,25.096,PIT,,CIN,W 20-0,,,,,,,,,,,
54,1992,1992-10-25,7,25.102,PIT,@,KAN,W 27-3,,,,,,,,,,,
55,1992,1992-11-01,8,25.109,PIT,,HOU,W 21-20,,,,,,,,,,,
56,1992,1992-11-08,9,25.116,PIT,@,BUF,L 20-28,,,,,,,,,,,
57,1992,1992-11-15,10,25.123,PIT,,DET,W 17-14,,,,,,,,,,,
