ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2011,2011-09-11,1,23.252,BUF,@,KAN,W 41-7,,0,0,,0,0.0,1,1,0,0,0
2,2011,2011-09-18,2,23.259,BUF,,OAK,W 38-35,,0,0,,0,0.0,0,1,0,0,0
3,2011,2011-09-25,3,23.266,BUF,,NWE,W 34-31,,0,0,,0,0.0,0,1,0,0,0
4,2011,2011-10-02,4,23.273,BUF,@,CIN,L 20-23,,,,,,,,,,,
5,2011,2011-10-09,5,23.280,BUF,,PHI,W 31-24,,0,0,,0,0.0,3,0,0,0,0
6,2011,2011-10-16,6,23.287,BUF,@,NYG,L 24-27,,0,0,,0,0.0,3,0,0,0,0
7,2011,2011-10-30,7,23.301,BUF,,WAS,W 23-0,*,0,0,,0,0.0,0,1,0,0,0
8,2011,2011-11-06,8,23.308,BUF,,NYJ,L 11-27,*,0,0,,0,0.0,3,4,0,0,0
9,2011,2011-11-13,9,23.315,BUF,@,DAL,L 7-44,*,0,0,,0,0.0,2,2,0,0,0
10,2011,2011-11-20,10,23.322,BUF,@,MIA,L 8-35,*,0,0,,0,0.0,6,1,0,0,0
11,2011,2011-11-27,11,23.329,BUF,@,NYJ,L 24-28,*,0,0,,0,0.0,2,0,0,0,0
12,2011,2011-12-04,12,23.336,BUF,,TEN,L 17-23,*,0,0,,0,0.0,4,1,0,0,0
13,2011,2011-12-11,13,23.343,BUF,@,SDG,L 10-37,*,0,0,,0,0.0,11,3,0,0,0
14,2011,2011-12-18,14,23.350,BUF,,MIA,L 23-30,*,0,0,,0,0.0,2,2,0,0,0
15,2011,2011-12-24,15,23.356,BUF,,DEN,W 40-14,*,0,0,,0,0.0,3,4,0,0,0
16,2011,2012-01-01,16,23.364,BUF,@,NWE,L 21-49,,0,0,,0,0.0,2,3,0,0,0
17,2012,2012-09-09,1,24.251,BUF,@,NYJ,L 28-48,*,0,0,,0,0.0,5,3,0,0,0
18,2012,2012-09-16,2,24.258,BUF,,KAN,W 35-17,*,0,0,,0,1.0,4,0,0,0,0
19,2012,2012-09-23,3,24.265,BUF,@,CLE,W 24-14,,0,0,,0,0.0,2,0,0,0,0
20,2012,2012-09-30,4,24.272,BUF,,NWE,L 28-52,*,0,0,,0,0.0,0,1,0,0,0
21,2012,2012-10-07,5,24.279,BUF,@,SFO,L 3-45,*,0,0,,0,0.0,2,0,0,0,0
22,2012,2012-10-14,6,24.286,BUF,@,ARI,W 19-16,*,0,0,,0,0.0,7,2,0,0,0
23,2012,2012-10-21,7,24.293,BUF,,TEN,L 34-35,*,0,0,,0,0.0,4,4,0,0,0
24,2012,2012-11-04,8,24.307,BUF,@,HOU,L 9-21,*,0,0,,0,0.0,2,4,0,0,0
25,2012,2012-11-11,9,24.314,BUF,@,NWE,L 31-37,*,,,,,,,,,,
26,2012,2012-11-15,10,24.318,BUF,,MIA,W 19-14,*,0,0,,0,0.0,3,3,0,0,0
27,2012,2012-11-25,11,24.328,BUF,@,IND,L 13-20,*,0,0,,0,0.0,1,1,0,0,0
28,2012,2012-12-02,12,24.335,BUF,,JAX,W 34-18,*,0,0,,0,0.0,3,0,0,0,0
29,2012,2012-12-09,13,24.342,BUF,,STL,L 12-15,*,0,0,,0,0.0,2,3,0,0,0
30,2012,2012-12-16,14,24.349,BUF,,SEA,L 17-50,*,0,0,,0,1.0,6,1,0,0,0
31,2012,2012-12-23,15,24.356,BUF,@,MIA,L 10-24,*,0,0,,0,0.0,6,0,0,0,0
32,2012,2012-12-30,16,24.363,BUF,,NYJ,W 28-9,*,0,0,,0,0.0,6,2,0,0,0
33,2013,2013-09-08,1,25.249,IND,,OAK,W 21-17,*,0,0,,0,0.0,1,5,0,0,0
34,2013,2013-09-15,2,25.256,IND,,MIA,L 20-24,,0,0,,0,0.0,0,2,0,0,0
35,2013,2013-09-22,3,25.263,IND,@,SFO,W 27-7,*,0,0,,0,0.0,2,1,0,0,0
36,2013,2013-09-29,4,25.270,IND,@,JAX,W 37-3,,,,,,,,,,,
37,2013,2013-10-06,5,25.277,IND,,SEA,W 34-28,,0,0,,0,0.0,0,1,0,0,0
38,2013,2013-10-14,6,25.285,IND,@,SDG,L 9-19,,0,0,,0,1.0,4,0,0,0,0
39,2013,2013-10-20,7,25.291,IND,,DEN,W 39-33,,,,,,,,,,,
40,2013,2013-11-03,8,25.305,IND,@,HOU,W 27-24,,,,,,,,,,,
41,2013,2013-11-10,9,25.312,IND,,STL,L 8-38,,0,0,,0,0.0,1,1,0,0,0
42,2013,2013-11-24,11,25.326,IND,@,ARI,L 11-40,,0,0,,0,0.0,2,3,0,0,0
43,2013,2013-12-01,12,25.333,IND,,TEN,W 22-14,*,0,0,,0,0.0,4,2,0,0,0
44,2013,2013-12-08,13,25.340,IND,@,CIN,L 28-42,*,0,0,,0,0.0,2,4,0,0,0
45,2013,2013-12-15,14,25.347,IND,,HOU,W 25-3,*,0,0,,0,0.0,1,3,0,0,0
46,2013,2013-12-22,15,25.354,IND,@,KAN,W 23-7,*,0,0,,0,0.0,1,1,0,0,0
47,2013,2013-12-29,16,25.361,IND,,JAX,W 30-10,*,0,0,,0,0.0,2,3,0,0,0
48,2014,2014-09-14,2,26.255,MIA,@,BUF,L 10-29,,0,0,,0,0.0,1,0,0,0,0
49,2014,2014-09-21,3,26.262,MIA,,KAN,L 15-34,,0,0,,0,0.0,0,1,0,0,0
50,2014,2014-09-28,4,26.269,MIA,@,OAK,W 38-14,,0,0,,0,0.0,1,1,0,0,0
51,2014,2014-10-12,5,26.283,MIA,,GNB,L 24-27,,0,0,,0,0.0,1,0,0,0,0
52,2014,2014-10-19,6,26.290,MIA,@,CHI,W 27-14,,,,,,,,,,,
53,2014,2014-10-26,7,26.297,MIA,@,JAX,W 27-13,,0,0,,0,0.0,2,1,0,0,0
54,2014,2014-11-02,8,26.304,MIA,,SDG,W 37-0,,0,0,,0,0.0,2,1,0,0,0
55,2014,2014-11-13,10,26.315,MIA,,BUF,W 22-9,,,,,,,,,,,
56,2014,2014-11-23,11,26.325,MIA,@,DEN,L 36-39,,,,,,,,,,,
57,2014,2014-12-01,12,26.333,MIA,@,NYJ,W 16-13,,,,,,,,,,,
58,2014,2014-12-07,13,26.339,MIA,,BAL,L 13-28,,0,0,,0,0.0,1,0,0,0,0
59,2014,2014-12-14,14,26.346,MIA,@,NWE,L 13-41,*,0,0,,0,0.0,7,3,0,0,0
60,2014,2014-12-21,15,26.353,MIA,,MIN,W 37-35,,,,,,,,,,,
61,2014,2014-12-28,16,26.360,MIA,,NYJ,L 24-37,,0,0,,0,0.0,2,0,0,0,0
62,2015,2015-09-13,1,27.254,MIA,@,WAS,W 17-10,*,0,0,,0,0.0,3,2,0,0,0
63,2015,2015-09-20,2,27.261,MIA,@,JAX,L 20-23,*,0,0,,0,0.0,2,2,0,0,0
64,2015,2015-09-27,3,27.268,MIA,,BUF,L 14-41,*,1,0,0.00,0,0.0,6,0,0,0,0
65,2015,2015-10-04,4,27.275,MIA,,NYJ,L 14-27,*,0,0,,0,0.0,1,2,0,0,0
66,2015,2015-10-18,5,27.289,MIA,@,TEN,W 38-10,*,0,0,,0,0.0,1,0,0,0,0
67,2015,2015-10-25,6,27.296,MIA,,HOU,W 44-26,*,0,0,,0,0.0,2,0,0,0,0
68,2015,2015-10-29,7,27.300,MIA,@,NWE,L 7-36,*,0,0,,0,0.0,5,3,0,0,0
69,2015,2015-11-08,8,27.310,MIA,@,BUF,L 17-33,*,0,0,,0,0.0,4,0,0,0,0
70,2015,2015-11-15,9,27.317,MIA,@,PHI,W 20-19,*,0,0,,0,0.0,8,3,0,0,0
71,2015,2015-11-22,10,27.324,MIA,,DAL,L 14-24,*,0,0,,0,0.0,10,4,0,0,0
72,2015,2015-11-29,11,27.331,MIA,@,NYJ,L 20-38,,0,0,,0,0.0,4,5,0,0,0
73,2015,2015-12-06,12,27.338,MIA,,BAL,W 15-13,*,0,0,,0,0.0,5,3,0,0,0
74,2015,2015-12-14,13,27.346,MIA,,NYG,L 24-31,,0,0,,0,0.0,3,2,0,0,0
75,2015,2015-12-20,14,27.352,MIA,@,SDG,L 14-30,*,0,0,,0,0.0,10,1,0,0,0
76,2015,2015-12-27,15,27.359,MIA,,IND,L 12-18,*,0,0,,0,0.0,4,2,0,0,0
77,2015,2016-01-03,16,28.001,MIA,,NWE,W 20-10,*,0,0,,0,0.0,4,1,0,0,0
78,2016,2016-09-11,1,28.253,NYG,@,DAL,W 20-19,*,0,0,,0,0.0,0,2,0,0,0
79,2016,2016-09-18,2,28.260,NYG,,NOR,W 16-13,*,0,0,,0,0.0,1,0,0,0,0
80,2016,2016-09-25,3,28.267,NYG,,WAS,L 27-29,,0,0,,0,0.0,0,2,0,0,0
81,2016,2016-10-03,4,28.275,NYG,@,MIN,L 10-24,*,0,0,,0,0.0,2,3,0,0,0
82,2016,2016-10-09,5,28.281,NYG,@,GNB,L 16-23,,0,0,,0,0.0,0,3,0,0,0
83,2016,2016-10-16,6,28.288,NYG,,BAL,W 27-23,*,0,0,,0,0.0,1,1,0,0,0
84,2016,2016-10-23,7,28.295,NYG,@,LAR,W 17-10,,0,0,,0,0.0,1,0,0,0,0
85,2016,2016-11-06,8,28.309,NYG,,PHI,W 28-23,,0,0,,0,0.0,0,1,0,0,0
86,2016,2016-11-14,9,28.317,NYG,,CIN,W 21-20,*,0,0,,0,0.0,3,0,0,0,0
87,2016,2016-11-20,10,28.323,NYG,,CHI,W 22-16,*,0,0,,0,0.0,6,0,0,0,0
88,2016,2016-11-27,11,28.330,NYG,@,CLE,W 27-13,*,0,0,,0,0.0,2,2,0,0,0
89,2016,2016-12-04,12,28.337,NYG,@,PIT,L 14-24,*,0,0,,0,0.0,4,4,0,0,0
90,2016,2016-12-11,13,28.344,NYG,,DAL,W 10-7,*,0,0,,0,0.0,2,1,0,0,0
91,2016,2016-12-18,14,28.351,NYG,,DET,W 17-6,*,0,0,,0,0.0,1,1,0,0,0
92,2016,2016-12-22,15,28.355,NYG,@,PHI,L 19-24,*,0,0,,0,0.0,3,0,0,0,0
93,2016,2017-01-01,16,28.365,NYG,@,WAS,W 19-10,,0,0,,0,0.0,1,0,0,0,0
94,2017,2017-11-12,9,29.314,NYG,@,SFO,L 21-31,*,0,0,,0,0.0,5,1,0,0,0
95,2017,2017-11-23,11,29.325,NYG,@,WAS,L 10-20,*,0,0,,0,0.0,5,2,0,0,0
96,2017,2017-12-03,12,29.335,NYG,@,OAK,L 17-24,,0,0,,0,0.0,2,6,0,0,0
97,2017,2017-12-10,13,29.342,NYG,,DAL,L 10-30,*,0,0,,0,0.0,5,5,0,0,0
98,2017,2017-12-17,14,29.349,NYG,,PHI,L 29-34,*,0,0,,0,0.0,1,2,0,0,0
99,2017,2017-12-24,15,29.356,NYG,@,ARI,L 0-23,*,0,0,,0,0.0,9,0,0,0,0
100,2017,2017-12-31,16,29.363,NYG,,WAS,W 18-10,*,0,0,,0,0.0,5,1,2,17,0
