ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,24.001,OAK,,DET,L 21-36,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,0,0.00,0,0,0,0.0,,
2,2007,2007-09-16,2,24.008,OAK,@,DEN,L 20-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,6,6.00,0,0,0,0.0,,
3,2007,2007-09-23,3,24.015,OAK,,CLE,W 26-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,1,0.50,0,0,0,0.0,,
4,2007,2007-09-30,4,24.022,OAK,@,MIA,W 35-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,9,4.50,0,0,0,0.0,,
5,2007,2007-10-14,5,24.036,OAK,@,SDG,L 14-28,,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
6,2007,2007-10-21,6,24.043,OAK,,KAN,L 10-12,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
7,2007,2007-10-28,7,24.050,OAK,@,TEN,L 9-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,9,9.00,0,0,0,0.0,,
8,2007,2007-11-04,8,24.057,OAK,,HOU,L 17-24,,1,0,0,,0,0.0%,0.00,1,8,8.00,0,0,0,,0,1,3,3.00,0,0,0,0.0,,
9,2007,2007-11-11,9,24.064,OAK,,CHI,L 6-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,2,0.67,0,0,0,0.0,,
10,2007,2007-11-18,10,24.071,OAK,@,MIN,L 22-29,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
11,2007,2007-11-25,11,24.078,OAK,@,KAN,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
12,2007,2007-12-02,12,24.085,OAK,,DEN,W 34-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
13,2007,2007-12-09,13,24.092,OAK,@,GNB,L 7-38,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,,
14,2007,2007-12-16,14,24.099,OAK,,IND,L 14-21,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,12,6.00,0,0,0,0.0,,
15,2007,2007-12-23,15,24.106,OAK,@,JAX,L 11-49,,3,2,21,10.50,0,66.7%,7.00,1,-5,-5.00,0,0,0,,0,2,2,1.00,0,0,0,0.0,,
16,2007,2007-12-30,16,24.113,OAK,,SDG,L 17-30,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,4,59,14.75,0,0,0,0.0,,
17,2008,2008-09-08,1,25.000,OAK,,DEN,L 14-41,,0,0,0,,0,0.0%,,0,0,,0,6,154,25.67,0,2,3,1.50,0,0,0,0.0,0,0
18,2008,2008-09-14,2,25.006,OAK,@,KAN,W 23-8,,1,0,0,,0,0.0%,0.00,0,0,,0,2,75,37.50,0,6,46,7.67,0,0,0,0.0,0,0
