ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1990,1990-11-25,11,23.231,NWE,@,PHO,L 14-34,,0,0,,0,,,0,0,,0,2,18,9.00,0,0,0,,0,0,0
2,1991,1991-09-01,1,24.146,HOU,,RAI,W 47-17,,1,21,21.00,0,,,0,0,,0,2,30,15.00,0,2,14,7.00,0,0,0
3,1991,1991-09-16,3,24.161,HOU,,KAN,W 17-7,,1,15,15.00,0,,,0,0,,0,0,0,,0,2,14,7.00,0,0,0
4,1991,1991-09-22,4,24.167,HOU,@,NWE,L 20-24,,0,0,,0,,,0,0,,0,3,60,20.00,0,4,10,2.50,0,0,0
5,1991,1991-10-06,5,24.181,HOU,,DEN,W 42-14,,0,0,,0,,,0,0,,0,2,35,17.50,0,3,0,0.00,0,0,0
6,1991,1991-10-20,7,24.195,HOU,@,MIA,W 17-13,,1,7,7.00,0,,,0,0,,0,1,25,25.00,0,0,0,,0,0,0
7,1991,1991-10-27,8,24.202,HOU,,CIN,W 35-3,,0,0,,0,,,0,0,,0,0,0,,0,1,12,12.00,0,0,0
8,1991,1991-11-03,9,24.209,HOU,@,WAS,L 13-16,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,
9,1991,1991-11-10,10,24.216,HOU,,DAL,W 26-23,,5,78,15.60,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
10,1991,1991-11-17,11,24.223,HOU,,CLE,W 28-24,,2,13,6.50,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
11,1991,1991-11-24,12,24.230,HOU,@,PIT,L 14-26,,0,0,,0,,,0,0,,0,1,21,21.00,0,2,39,19.50,0,0,0
12,1991,1991-12-02,13,24.238,HOU,,PHI,L 6-13,,0,0,,0,,,0,0,,0,2,42,21.00,0,3,9,3.00,0,0,0
13,1991,1991-12-08,14,24.244,HOU,,PIT,W 31-6,,1,4,4.00,0,,,0,0,,0,0,0,,0,3,38,12.67,0,0,0
14,1991,1991-12-15,15,24.251,HOU,@,CLE,W 17-14,,0,0,,0,,,0,0,,0,1,24,24.00,0,1,0,0.00,0,0,0
15,1991,1991-12-21,16,24.257,HOU,@,NYG,L 20-24,,0,0,,0,,,0,0,,0,1,19,19.00,0,1,2,2.00,0,0,0
16,1992,1992-09-06,1,25.151,HOU,,PIT,L 24-29,,0,0,,0,0.0%,,,,,,0,0,,0,0,0,,0,,
17,1992,1992-09-13,2,25.158,HOU,@,IND,W 20-10,,0,0,,0,0.0%,,,,,,0,0,,0,0,0,,0,,
18,1992,1992-09-20,3,25.165,HOU,,KAN,W 23-20,,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,3,1.00,0,0,0
19,1992,1992-09-27,4,25.172,HOU,,SDG,W 27-0,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,1,5,5.00,0,0,0
20,1992,1992-10-11,5,25.186,HOU,@,CIN,W 38-24,1,1,6,6.00,0,100.0%,6.00,0,0,,0,1,18,18.00,0,2,19,9.50,0,0,0
21,1992,1992-10-18,6,25.193,HOU,@,DEN,L 21-27,,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,8,8.00,0,0,0
22,1992,1992-10-25,7,25.200,HOU,,CIN,W 26-10,,0,0,,0,0.0%,,,,,,0,0,,0,0,0,,0,,
23,1992,1992-11-15,10,25.221,HOU,@,MIN,W 17-13,,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,0,0,,0,0,0
