ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1997,1997-09-14,3,23.140,DET,@,CHI,W 32-7,,,0,0,,0,0.0%,,,
2,1997,1997-09-21,4,23.147,DET,@,NOR,L 17-35,,2,2,23,11.50,0,100.0%,11.50,0,0
3,1997,1997-09-28,5,23.154,DET,,GNB,W 26-15,,1,1,4,4.00,1,100.0%,4.00,1,6
4,1997,1997-11-02,9,23.189,DET,@,GNB,L 10-20,,,0,0,,0,0.0%,,,
5,1997,1997-11-09,10,23.196,DET,@,WAS,L 7-30,,,0,0,,0,0.0%,,,
6,1997,1997-11-16,11,23.203,DET,,MIN,W 38-15,,,0,0,,0,0.0%,,,
7,1997,1997-11-23,12,23.210,DET,,IND,W 32-10,,,0,0,,0,0.0%,,,
8,1997,1997-11-27,13,23.214,DET,,CHI,W 55-20,,,0,0,,0,0.0%,,,
9,1997,1997-12-07,14,23.224,DET,@,MIA,L 30-33,,,0,0,,0,0.0%,,,
10,1997,1997-12-14,15,23.231,DET,@,MIN,W 14-13,,,0,0,,0,0.0%,,,
11,1998,1998-09-06,1,24.132,DET,@,GNB,L 19-38,,1,,,,,0.0%,,,
12,1998,1998-09-13,2,24.139,DET,,CIN,L 28-34,,,,,,,0.0%,,,
13,1998,1998-09-20,3,24.146,DET,@,MIN,L 6-29,,2,1,8,8.00,0,50.0%,4.00,0,0
14,1998,1998-09-28,4,24.154,DET,,TAM,W 27-6,,,,,,,0.0%,,,
15,1998,1998-10-04,5,24.160,DET,@,CHI,L 27-31,,1,1,3,3.00,1,100.0%,3.00,1,6
16,1998,1998-10-15,6,24.171,DET,,GNB,W 27-20,,2,2,9,4.50,1,100.0%,4.50,1,6
17,1998,1998-10-25,7,24.181,DET,,MIN,L 13-34,,1,,,,,0.0%,,,
18,1998,1998-11-01,8,24.188,DET,,ARI,L 15-17,,,,,,,0.0%,,,
19,1998,1998-11-08,9,24.195,DET,@,PHI,L 9-10,,,,,,,0.0%,,,
20,1998,1998-11-15,10,24.202,DET,,CHI,W 26-3,,,,,,,0.0%,,,
21,1998,1998-11-22,11,24.209,DET,@,TAM,W 28-25,,,,,,,0.0%,,,
22,1998,1998-11-26,12,24.213,DET,,PIT,W 19-16,,,,,,,0.0%,,,
23,1998,1998-12-06,13,24.223,DET,@,JAX,L 22-37,,,,,,,0.0%,,,
24,1998,1998-12-14,14,24.231,DET,@,SFO,L 13-35,,,,,,,0.0%,,,
25,1998,1998-12-20,15,24.237,DET,,ATL,L 17-24,,,,,,,0.0%,,,
26,1999,1999-09-12,1,25.138,DET,@,SEA,W 28-20,,,,,,,0.0%,,,
27,1999,1999-09-26,3,25.152,DET,@,KAN,L 21-31,,,,,,,0.0%,,,
28,1999,1999-10-10,4,25.166,DET,,SDG,L 10-20,,,,,,,0.0%,,,
29,1999,1999-10-17,5,25.173,DET,,MIN,W 25-23,,,,,,,0.0%,,,
30,1999,1999-10-24,6,25.180,DET,@,CAR,W 24-9,,,,,,,0.0%,,,
31,1999,1999-10-31,7,25.187,DET,,TAM,W 20-3,*,,,,,,0.0%,,,
32,1999,1999-11-07,8,25.194,DET,,STL,W 31-27,,2,2,18,9.00,0,100.0%,9.00,0,0
33,1999,1999-11-14,9,25.201,DET,@,ARI,L 19-23,,0,,,,,0.0%,,,
34,1999,1999-11-21,10,25.208,DET,@,GNB,L 17-26,,,,,,,0.0%,,,
35,1999,1999-11-25,11,25.212,DET,,CHI,W 21-17,,,,,,,0.0%,,,
36,1999,1999-12-05,12,25.222,DET,,WAS,W 33-17,,,,,,,0.0%,,,
