ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2016,2016-09-11,1,21.052,NYJ,,CIN,L 22-23,,0,0,0,,0,0.0%,,3,110,36.67,0,2,11,5.50,0,0,0
2,2016,2016-09-15,2,21.056,NYJ,@,BUF,W 37-31,,4,3,45,15.00,0,75.0%,11.25,3,39,13.00,0,0,0,,0,0,0
3,2016,2016-09-25,3,21.066,NYJ,@,KAN,L 3-24,*,5,2,19,9.50,0,40.0%,3.80,3,82,27.33,0,1,12,12.00,0,0,0
4,2016,2016-10-17,6,21.088,NYJ,@,ARI,L 3-28,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0
5,2016,2016-10-23,7,21.094,NYJ,,BAL,W 24-16,,0,0,0,,0,0.0%,,2,43,21.50,0,3,18,6.00,0,0,0
6,2016,2016-10-30,8,21.101,NYJ,@,CLE,W 31-28,,0,0,0,,0,0.0%,,1,18,18.00,0,2,15,7.50,0,0,0
7,2016,2016-11-06,9,21.108,NYJ,@,MIA,L 23-27,,4,3,59,19.67,1,75.0%,14.75,0,0,,0,2,10,5.00,0,1,6
8,2016,2016-11-13,10,21.115,NYJ,,LAR,L 6-9,,0,0,0,,0,0.0%,,0,0,,0,3,10,3.33,0,0,0
9,2016,2016-11-27,11,21.129,NYJ,,NWE,L 17-22,,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0
10,2016,2017-01-01,16,21.164,NYJ,,BUF,W 30-10,,4,3,22,7.33,1,75.0%,5.50,1,32,32.00,0,5,24,4.80,0,1,6
