ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2005,2005-10-02,4,24.004,SFO,@,ARI,L 14-31,,,,
2,2005,2005-10-09,5,24.011,SFO,,IND,L 3-28,,,,
3,2005,2005-10-23,6,24.025,SFO,@,WAS,L 17-52,,,,
4,2005,2005-10-30,7,24.032,SFO,,TAM,W 15-10,,,,
5,2005,2005-11-06,8,24.039,SFO,,NYG,L 6-24,,,,
6,2005,2005-11-13,9,24.046,SFO,@,CHI,L 9-17,,,,
7,2005,2005-11-20,10,24.053,SFO,,SEA,L 25-27,,,,
8,2005,2005-11-27,11,24.060,SFO,@,TEN,L 22-33,,,,
9,2005,2005-12-04,12,24.067,SFO,,ARI,L 10-17,*,,,
10,2005,2005-12-11,13,24.074,SFO,@,SEA,L 3-41,*,,,
11,2005,2005-12-18,14,24.081,SFO,@,JAX,L 9-10,*,,,
12,2005,2005-12-24,15,24.087,SFO,@,STL,W 24-20,*,,,
13,2005,2006-01-01,16,24.095,SFO,,HOU,W 20-17,*,,,
14,2006,2006-09-10,1,24.347,SFO,@,ARI,L 27-34,,,,
15,2006,2006-09-17,2,24.354,SFO,,STL,W 20-13,,,,
16,2006,2006-09-24,3,24.361,SFO,,PHI,L 24-38,,,,
17,2006,2006-10-01,4,25.003,SFO,@,KAN,L 0-41,,,,
18,2006,2006-10-08,5,25.010,SFO,,OAK,W 34-20,,,,
19,2006,2006-10-15,6,25.017,SFO,,SDG,L 19-48,,,,
20,2006,2006-10-29,7,25.031,SFO,@,CHI,L 10-41,,,,
21,2006,2006-11-05,8,25.038,SFO,,MIN,W 9-3,,,,
22,2006,2006-11-12,9,25.045,SFO,@,DET,W 19-13,,,,
23,2006,2006-11-19,10,25.052,SFO,,SEA,W 20-14,,,,
24,2006,2006-11-26,11,25.059,SFO,@,STL,L 17-20,,,,
25,2006,2006-12-03,12,25.066,SFO,@,NOR,L 10-34,,,,
26,2006,2006-12-10,13,25.073,SFO,,GNB,L 19-30,,,,
27,2006,2006-12-14,14,25.077,SFO,@,SEA,W 24-14,,,,
28,2006,2006-12-24,15,25.087,SFO,,ARI,L 20-26,,,,
29,2006,2006-12-31,16,25.094,SFO,@,DEN,W 26-23,,,,
30,2007,2007-09-16,2,25.353,SFO,@,STL,W 17-16,,,,
31,2007,2007-09-23,3,25.360,SFO,@,PIT,L 16-37,,,,
32,2007,2007-09-30,4,26.002,SFO,,SEA,L 3-23,,,,
33,2007,2007-10-07,5,26.009,SFO,,BAL,L 7-9,,,,
