ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,21.132,SDG,,SEA,W 18-12,,14,43,3.07,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
2,1993,1993-09-12,2,21.139,SDG,@,DEN,L 17-34,,4,13,3.25,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,1,8,8.00,0,0,0
3,1993,1993-09-19,3,21.146,SDG,,HOU,W 18-17,,10,33,3.30,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
4,1993,1993-10-03,4,21.160,SDG,@,SEA,L 14-31,,2,-3,-1.50,0,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
5,1993,1993-10-10,5,21.167,SDG,@,PIT,L 3-16,,5,6,1.20,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
6,1993,1993-10-17,6,21.174,SDG,,KAN,L 14-17,,12,34,2.83,1,4,4,20,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
7,1993,1993-10-31,7,21.188,SDG,@,RAI,W 30-23,,14,68,4.86,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
8,1993,1993-11-07,8,21.195,SDG,@,MIN,W 30-17,,17,105,6.18,1,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
9,1993,1993-11-14,9,21.202,SDG,,CHI,L 13-16,,18,69,3.83,0,,0,0,,0,0.0%,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
10,1993,1993-11-21,10,21.209,SDG,,RAI,L 7-12,,4,10,2.50,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
