ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-09-12,1,24.222,DEN,@,CIN,L 7-17,,,,,,,,,,,,,,
2,1976,1976-09-19,2,24.229,DEN,,NYJ,W 46-3,5,16,3.20,0,2,23,11.50,0,2,46,23.00,0,0,0
3,1976,1976-09-26,3,24.236,DEN,,CLE,W 44-13,7,11,1.57,0,0,0,,0,1,17,17.00,0,0,0
4,1976,1976-10-03,4,24.243,DEN,,SDG,W 26-0,9,17,1.89,1,1,11,11.00,0,0,0,,0,1,6
5,1976,1976-10-10,5,24.250,DEN,@,HOU,L 3-17,,,,,,,,,,,,,,
6,1976,1976-10-17,6,24.257,DEN,,OAK,L 10-17,0,0,,0,0,0,,0,1,23,23.00,0,0,0
7,1976,1976-10-24,7,24.264,DEN,@,KAN,W 35-26,0,0,,0,0,0,,0,2,79,39.50,0,0,0
8,1976,1976-10-31,8,24.271,DEN,@,OAK,L 6-19,,,,,,,,,,,,,,
9,1976,1976-11-07,9,24.278,DEN,,TAM,W 48-13,3,14,4.67,1,0,0,,0,3,101,33.67,0,1,6
10,1976,1976-11-14,10,24.285,DEN,@,SDG,W 17-0,,,,,,,,,,,,,,
11,1976,1976-11-21,11,24.292,DEN,,NYG,W 14-13,,,,,,,,,,,,,,
12,1976,1976-11-28,12,24.299,DEN,@,NWE,L 14-38,0,0,,0,0,0,,0,1,28,28.00,0,0,0
13,1976,1976-12-05,13,24.306,DEN,,KAN,W 17-16,5,23,4.60,0,0,0,,0,2,49,24.50,0,0,0
14,1976,1976-12-12,14,24.313,DEN,@,CHI,W 28-14,8,37,4.63,0,1,1,1.00,0,2,48,24.00,0,0,0
15,1977,1977-09-18,1,25.227,DEN,,STL,W 7-0,4,9,2.25,0,0,0,,0,0,0,,0,0,0
16,1977,1977-09-25,2,25.234,DEN,,BUF,W 26-6,9,34,3.78,0,1,37,37.00,0,1,23,23.00,0,0,0
17,1977,1977-10-02,3,25.241,DEN,@,SEA,W 24-13,14,55,3.93,1,0,0,,0,1,32,32.00,0,1,6
18,1977,1977-10-09,4,25.248,DEN,,KAN,W 23-7,4,5,1.25,0,0,0,,0,0,0,,0,0,0
19,1977,1977-10-16,5,25.255,DEN,@,OAK,W 30-7,10,37,3.70,1,0,0,,0,0,0,,0,1,6
20,1977,1977-10-23,6,25.262,DEN,@,CIN,W 24-13,,,,,,,,,,,,,,
21,1977,1977-10-30,7,25.269,DEN,,OAK,L 14-24,11,58,5.27,0,2,21,10.50,0,0,0,,0,0,0
22,1977,1977-11-06,8,25.276,DEN,,PIT,W 21-7,13,34,2.62,0,0,0,,0,0,0,,0,0,0
