ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1979,1979-09-02,1,22.034,GNB,@,CHI,L 3-6,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
2,1980,1980-09-07,1,23.039,GNB,,CHI,W 12-6,15,73,4.87,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
3,1980,1980-09-14,2,23.046,GNB,,DET,L 7-29,10,31,3.10,1,4,23,5.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
4,1980,1980-09-21,3,23.053,GNB,@,RAM,L 21-51,7,12,1.71,0,1,46,46.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
5,1980,1980-09-28,4,23.060,GNB,,DAL,L 7-28,9,58,6.44,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
6,1980,1980-10-05,5,23.067,GNB,,CIN,W 14-9,13,43,3.31,0,3,15,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1980,1980-10-12,6,23.074,GNB,@,TAM,T 14-14,18,74,4.11,0,11,128,11.64,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
8,1980,1980-10-19,7,23.081,GNB,@,CLE,L 21-26,7,11,1.57,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1980,1980-10-26,8,23.088,GNB,,MIN,W 16-3,20,63,3.15,0,4,25,6.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
10,1980,1980-11-02,9,23.095,GNB,@,PIT,L 20-22,12,32,2.67,0,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1980,1980-11-09,10,23.102,GNB,,SFO,W 23-16,15,91,6.07,0,6,25,4.17,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1980,1980-11-16,11,23.109,GNB,@,NYG,L 21-27,14,49,3.50,0,2,37,18.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1980,1980-11-23,12,23.116,GNB,@,MIN,W 25-13,24,145,6.04,1,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
14,1980,1980-11-30,13,23.123,GNB,,TAM,L 17-20,12,42,3.50,1,7,61,8.71,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
15,1980,1980-12-07,14,23.130,GNB,@,CHI,L 7-61,8,37,4.63,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
16,1980,1980-12-14,15,23.137,GNB,,HOU,L 3-22,9,31,3.44,0,5,80,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
17,1980,1980-12-21,16,23.144,GNB,@,DET,L 3-24,9,39,4.33,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
18,1981,1981-09-06,1,24.038,GNB,@,CHI,W 16-9,14,72,5.14,1,2,10,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
19,1982,1982-09-12,1,25.044,GNB,,RAM,W 35-23,17,109,6.41,2,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
20,1982,1982-09-20,2,25.052,GNB,@,NYG,W 27-19,28,94,3.36,1,1,12,12.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
21,1982,1982-11-21,3,25.114,GNB,,MIN,W 26-7,14,38,2.71,1,2,67,33.50,1,0,0,,0,0,0,,0,,,,0,0,,0,2,12
22,1982,1982-11-28,4,25.121,GNB,@,NYJ,L 13-15,9,29,3.22,0,3,30,10.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
23,1982,1982-12-05,5,25.128,GNB,,BUF,W 33-21,13,18,1.38,1,2,18,9.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
24,1982,1982-12-12,6,25.135,GNB,,DET,L 10-30,7,26,3.71,0,5,26,5.20,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
25,1982,1982-12-19,7,25.142,GNB,@,BAL,T 20-20,18,45,2.50,1,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
26,1982,1982-12-26,8,25.149,GNB,@,ATL,W 38-7,9,59,6.56,2,2,19,9.50,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
27,1982,1983-01-02,9,25.156,GNB,@,DET,L 24-27,12,35,2.92,1,1,14,14.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
28,1983,1983-09-04,1,26.036,GNB,@,HOU,W 41-38,12,71,5.92,0,3,31,10.33,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
29,1983,1983-09-11,2,26.043,GNB,,PIT,L 21-25,11,53,4.82,0,3,30,10.00,0,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,0,0,,0,0,0
30,1983,1983-09-18,3,26.050,GNB,,RAM,W 27-24,17,54,3.18,2,2,19,9.50,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12
31,1983,1983-09-26,4,26.058,GNB,@,NYG,L 3-27,7,22,3.14,0,1,7,7.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
32,1983,1983-10-02,5,26.064,GNB,,TAM,W 55-14,9,40,4.44,0,1,10,10.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
33,1983,1983-10-09,6,26.071,GNB,@,DET,L 14-38,7,43,6.14,0,3,5,1.67,1,0,0,,0,0,0,,0,,,,1,17,17.00,0,1,6
34,1983,1983-10-17,7,26.079,GNB,,WAS,W 48-47,9,11,1.22,0,1,5,5.00,0,1,1,100.00,35,0,0,118.7,0,0,35.00,35.00,0,0,,0,0,0
35,1983,1983-10-23,8,26.085,GNB,,MIN,L 17-20,14,46,3.29,0,2,32,16.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
36,1984,1984-10-15,7,27.077,GNB,@,DEN,L 14-17,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,
37,1984,1984-10-21,8,27.083,GNB,,SEA,L 24-30,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,0,
38,1984,1984-10-28,9,27.090,GNB,,DET,W 41-9,9,116,12.89,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,1984,1984-11-04,10,27.097,GNB,@,NOR,W 23-13,16,78,4.88,0,1,7,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,1984,1984-11-11,11,27.104,GNB,,MIN,W 45-17,11,55,5.00,0,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,1984,1984-11-18,12,27.111,GNB,,RAM,W 31-6,15,77,5.13,3,3,22,7.33,0,0,0,,0,0,0,,,,,,0,0,,0,3,18
42,1984,1984-11-22,13,27.115,GNB,@,DET,L 28-31,10,44,4.40,0,5,46,9.20,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
43,1984,1984-12-02,14,27.125,GNB,,TAM,W 27-14,16,73,4.56,2,5,29,5.80,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
44,1984,1984-12-09,15,27.132,GNB,@,CHI,W 20-14,12,50,4.17,0,2,27,13.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
45,1984,1984-12-16,16,27.139,GNB,@,MIN,W 38-14,10,59,5.90,1,2,10,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
