ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
44,1992,1992-11-29,12,25.016,BUF,@,IND,L 13-16,,1,1,100.0,2,2,100.0,0,7,0,0,,0
45,1992,1992-12-06,13,25.023,BUF,,NYJ,L 17-24,,2,2,100.0,1,1,100.0,0,5,0,0,,0
46,1992,1992-12-12,14,25.029,BUF,,DEN,W 27-17,,3,3,100.0,2,2,100.0,0,9,0,0,,0
47,1992,1992-12-20,15,25.037,BUF,@,NOR,W 20-16,,2,2,100.0,2,3,66.7,0,8,0,0,,0
48,1992,1992-12-27,16,25.044,BUF,@,HOU,L 3-27,,,,,1,2,50.0,0,3,0,0,,0
49,1993,1993-09-05,1,25.296,BUF,,NWE,W 38-14,,5,5,100.0,1,1,100.0,0,8,0,0,,0
50,1993,1993-09-12,2,25.303,BUF,@,DAL,W 13-10,,1,1,100.0,2,2,100.0,0,7,0,0,,0
51,1993,1993-09-26,3,25.317,BUF,,MIA,L 13-22,,1,1,100.0,2,2,100.0,0,7,0,0,,0
52,1993,1993-10-03,4,25.324,BUF,,NYG,W 17-14,,2,2,100.0,1,1,100.0,0,5,0,0,,0
53,1993,1993-10-11,5,25.332,BUF,,HOU,W 35-7,,5,5,100.0,,1,0.0,0,5,0,0,,0
54,1993,1993-10-24,6,25.345,BUF,@,NYJ,W 19-10,,1,1,100.0,4,4,100.0,0,13,0,0,,0
55,1993,1993-11-01,7,25.353,BUF,,WAS,W 24-10,,3,3,100.0,1,2,50.0,0,6,0,0,,0
56,1993,1993-11-07,8,25.359,BUF,@,NWE,W 13-10,,1,1,100.0,2,3,66.7,0,7,0,0,,0
57,1993,1993-11-15,9,26.002,BUF,@,PIT,L 0-23,,,,,,,,,,,,,
58,1993,1993-11-21,10,26.008,BUF,,IND,W 23-9,,3,3,100.0,,1,0.0,0,3,0,0,,0
59,1993,1993-11-28,11,26.015,BUF,@,KAN,L 7-23,,1,1,100.0,,1,0.0,0,1,0,0,,0
60,1993,1993-12-05,12,26.022,BUF,,RAI,L 24-25,,3,3,100.0,1,1,100.0,0,6,0,0,,0
61,1993,1993-12-12,13,26.029,BUF,@,PHI,W 10-7,,1,1,100.0,1,4,25.0,0,4,0,0,,0
62,1993,1993-12-19,14,26.036,BUF,@,MIA,W 47-34,,5,6,83.3,2,2,100.0,0,11,0,0,,0
63,1993,1993-12-26,15,26.043,BUF,,NYJ,W 16-14,,1,1,100.0,3,3,100.0,0,10,0,0,,0
64,1993,1994-01-02,16,26.050,BUF,@,IND,W 30-10,,3,3,100.0,3,4,75.0,0,12,0,0,,0
65,1994,1994-09-04,1,26.295,BUF,,NYJ,L 3-23,,,,,1,1,100.0,0,3,0,0,,0
66,1994,1994-09-11,2,26.302,BUF,@,NWE,W 38-35,,5,5,100.0,1,1,100.0,0,8,0,0,,0
67,1994,1994-09-18,3,26.309,BUF,@,HOU,W 15-7,,,,,5,5,100.0,0,15,0,0,,0
68,1994,1994-09-26,4,26.317,BUF,,DEN,W 27-20,,3,3,100.0,2,2,100.0,0,9,0,0,,0
69,1994,1994-10-02,5,26.323,BUF,@,CHI,L 13-20,,1,1,100.0,2,2,100.0,0,7,0,0,,0
70,1994,1994-10-09,6,26.330,BUF,,MIA,W 21-11,,3,3,100.0,,,,0,3,,,,
71,1994,1994-10-16,7,26.337,BUF,,IND,L 17-27,,2,2,100.0,1,1,100.0,0,5,0,0,,0
72,1994,1994-10-30,8,26.351,BUF,,KAN,W 44-10,,5,5,100.0,3,3,100.0,0,14,0,0,,0
73,1994,1994-11-06,9,26.358,BUF,@,NYJ,L 17-22,,2,2,100.0,1,1,100.0,0,5,0,0,,0
74,1994,1994-11-14,10,27.001,BUF,@,PIT,L 10-23,,1,1,100.0,1,2,50.0,0,4,0,0,,0
75,1994,1994-11-20,11,27.007,BUF,,GNB,W 29-20,,3,3,100.0,2,3,66.7,0,9,0,0,,0
76,1994,1994-11-24,12,27.011,BUF,@,DET,L 21-35,,3,3,100.0,,,,0,3,,,,
77,1994,1994-12-04,13,27.021,BUF,@,MIA,W 42-31,,6,6,100.0,,,,0,6,,,,
78,1994,1994-12-11,14,27.028,BUF,,MIN,L 17-21,,2,2,100.0,1,1,100.0,0,5,0,0,,0
79,1994,1994-12-18,15,27.035,BUF,,NWE,L 17-41,,2,2,100.0,1,1,100.0,0,5,0,0,,0
80,1994,1994-12-24,16,27.041,BUF,@,IND,L 9-10,,,,,3,5,60.0,0,9,0,0,,0
81,1995,1995-09-03,1,27.294,BUF,@,DEN,L 7-22,,1,1,100.0,,,,0,1,,,,
82,1995,1995-09-10,2,27.301,BUF,,CAR,W 31-9,,4,4,100.0,1,1,100.0,0,7,0,0,,0
83,1995,1995-09-17,3,27.308,BUF,,IND,W 20-14,,2,2,100.0,2,2,100.0,0,8,0,0,,0
84,1995,1995-10-02,4,27.323,BUF,@,CLE,W 22-19,,1,2,50.0,3,4,75.0,0,10,0,0,,0
85,1995,1995-10-08,5,27.329,BUF,,NYJ,W 29-10,,2,2,100.0,5,6,83.3,0,17,0,0,,0
86,1995,1995-10-15,6,27.336,BUF,,SEA,W 27-21,,3,3,100.0,2,3,66.7,0,9,0,0,,0
87,1995,1995-10-23,7,27.344,BUF,@,NWE,L 14-27,,,,,2,3,66.7,0,6,0,0,,0
88,1995,1995-10-29,8,27.350,BUF,@,MIA,L 6-23,,,,,2,2,100.0,0,6,0,0,,0
89,1995,1995-11-05,9,27.357,BUF,@,IND,W 16-10,,1,1,100.0,3,5,60.0,0,10,0,0,,0
90,1995,1995-11-12,10,27.364,BUF,,ATL,W 23-17,,2,2,100.0,3,3,100.0,0,11,0,0,,0
91,1995,1995-11-19,11,28.006,BUF,@,NYJ,W 28-26,,4,4,100.0,,2,0.0,0,4,0,0,,0
92,1995,1995-11-26,12,28.013,BUF,,NWE,L 25-35,,1,2,50.0,2,2,100.0,0,7,0,0,,0
93,1995,1995-12-03,13,28.020,BUF,@,SFO,L 17-27,,2,2,100.0,1,1,100.0,0,5,0,0,,0
94,1995,1995-12-10,14,28.027,BUF,@,STL,W 45-27,,6,6,100.0,1,2,50.0,0,9,0,0,,0
95,1995,1995-12-17,15,28.034,BUF,,MIA,W 23-20,,2,2,100.0,3,3,100.0,0,11,0,0,,0
96,1995,1995-12-24,16,28.041,BUF,,HOU,L 17-28,,2,2,100.0,1,1,100.0,0,5,0,0,,0
97,1996,1996-09-01,1,28.293,BUF,@,NYG,W 23-20,,2,2,100.0,3,3,100.0,0,11,0,0,,0
98,1996,1996-09-08,2,28.300,BUF,,NWE,W 17-10,,2,2,100.0,1,2,50.0,0,5,0,0,,0
99,1996,1996-09-16,3,28.308,BUF,@,PIT,L 6-24,,,,,2,2,100.0,0,6,0,0,,0
100,1996,1996-09-22,4,28.314,BUF,,DAL,W 10-7,,1,1,100.0,1,1,100.0,0,4,0,0,,0
101,1996,1996-10-06,5,28.328,BUF,,IND,W 16-13,,1,1,100.0,3,3,100.0,0,10,0,0,,0
102,1996,1996-10-13,6,28.335,BUF,,MIA,L 7-21,,1,1,100.0,,,,0,1,,,,
103,1996,1996-10-20,7,28.342,BUF,@,NYJ,W 25-22,,1,1,100.0,6,7,85.7,0,19,0,0,,0
104,1996,1996-10-27,8,28.349,BUF,@,NWE,L 25-28,,2,2,100.0,1,1,100.0,0,5,0,0,,0
105,1996,1996-11-03,9,28.356,BUF,,WAS,W 38-13,,5,5,100.0,1,2,50.0,0,8,0,0,,0
106,1996,1996-11-10,10,28.363,BUF,@,PHI,W 24-17,,3,3,100.0,1,1,100.0,0,6,0,0,,0
107,1996,1996-11-17,11,29.004,BUF,,CIN,W 31-17,,4,4,100.0,1,1,100.0,0,7,0,0,,0
108,1996,1996-11-24,12,29.011,BUF,,NYJ,W 35-10,,5,5,100.0,,,,0,5,,,,
109,1996,1996-12-01,13,29.018,BUF,@,IND,L 10-13,,1,1,100.0,1,1,100.0,0,4,0,0,,0
110,1996,1996-12-08,14,29.025,BUF,@,SEA,L 18-26,,1,1,100.0,1,1,100.0,0,4,0,0,,0
111,1996,1996-12-16,15,29.033,BUF,@,MIA,L 14-16,,2,2,100.0,,1,0.0,0,2,0,0,,0
112,1996,1996-12-22,16,29.039,BUF,,KAN,W 20-9,,2,2,100.0,2,3,66.7,0,8,0,0,,0
113,1997,1997-08-31,1,29.291,BUF,,MIN,L 13-34,,1,1,100.0,2,2,100.0,0,7,0,0,,0
114,1997,1997-09-07,2,29.298,BUF,@,NYJ,W 28-22,,4,4,100.0,,,,0,4,,,,
115,1997,1997-09-14,3,29.305,BUF,@,KAN,L 16-22,,1,1,100.0,3,3,100.0,0,10,0,0,,0
116,1997,1997-09-21,4,29.312,BUF,,IND,W 37-35,,4,4,100.0,1,1,100.0,0,7,0,0,,0
117,1997,1997-10-05,5,29.326,BUF,,DET,W 22-13,,2,2,100.0,2,2,100.0,0,8,0,0,,0
118,1997,1997-10-12,6,29.333,BUF,@,NWE,L 6-33,,,,,,1,0.0,0,0,0,0,,0
119,1997,1997-10-20,7,29.341,BUF,@,IND,W 9-6,,,,,3,4,75.0,0,9,0,0,,0
120,1997,1997-10-26,8,29.347,BUF,,DEN,L 20-23,,2,2,100.0,2,2,100.0,0,8,0,0,,0
121,1997,1997-11-02,9,29.354,BUF,,MIA,W 9-6,,,,,3,5,60.0,0,9,0,0,,0
122,1997,1997-11-09,10,29.361,BUF,,NWE,L 10-31,,1,1,100.0,1,1,100.0,0,4,0,0,,0
123,1997,1997-11-17,11,30.004,BUF,@,MIA,L 13-30,,1,1,100.0,2,2,100.0,0,7,0,0,,0
124,1997,1997-11-23,12,30.010,BUF,@,TEN,L 14-31,,2,2,100.0,,1,0.0,0,2,0,0,,0
125,1997,1997-11-30,13,30.017,BUF,,NYJ,W 20-10,,2,2,100.0,2,2,100.0,0,8,0,0,,0
126,1997,1997-12-07,14,30.024,BUF,@,CHI,L 3-20,,,,,1,2,50.0,0,3,0,0,,0
127,1997,1997-12-14,15,30.031,BUF,,JAX,L 14-20,,,,,2,2,100.0,0,6,0,0,,0
128,1997,1997-12-20,16,30.037,BUF,@,GNB,L 21-31,,1,1,100.0,,,,0,1,,,,
129,1998,1998-09-06,1,30.297,BUF,@,SDG,L 14-16,,2,2,100.0,,2,0.0,0,2,0,0,,0
130,1998,1998-09-13,2,30.304,BUF,@,MIA,L 7-13,,1,1,100.0,,,,0,1,,,,
131,1998,1998-09-20,3,30.311,BUF,,STL,L 33-34,,4,4,100.0,1,1,100.0,0,7,0,0,,0
132,1998,1998-10-04,4,30.325,BUF,,SFO,W 26-21,,2,2,100.0,4,5,80.0,0,14,0,0,,0
133,1998,1998-10-11,5,30.332,BUF,@,IND,W 31-24,,4,4,100.0,1,2,50.0,0,7,0,0,,0
134,1998,1998-10-18,6,30.339,BUF,,JAX,W 17-16,,2,2,100.0,1,1,100.0,0,5,0,0,,0
135,1998,1998-10-25,7,30.346,BUF,@,CAR,W 30-14,,3,3,100.0,3,3,100.0,0,12,0,0,,0
136,1998,1998-11-01,8,30.353,BUF,,MIA,W 30-24,,3,3,100.0,3,4,75.0,0,12,0,0,,0
137,1998,1998-11-08,9,30.360,BUF,@,NYJ,L 12-34,,,,,4,4,100.0,0,12,0,0,,0
138,1998,1998-11-15,10,31.002,BUF,,NWE,W 13-10,,1,1,100.0,2,3,66.7,0,7,0,0,,0
139,1998,1998-11-22,11,31.009,BUF,,IND,W 34-11,,4,4,100.0,2,2,100.0,0,10,0,0,,0
140,1998,1998-11-29,12,31.016,BUF,@,NWE,L 21-25,,,,,3,4,75.0,0,9,0,0,,0
141,1998,1998-12-06,13,31.023,BUF,@,CIN,W 33-20,,3,3,100.0,4,4,100.0,0,15,0,0,,0
142,1998,1998-12-13,14,31.030,BUF,,OAK,W 44-21,,5,5,100.0,3,3,100.0,0,14,0,0,,0
143,1998,1998-12-19,15,31.036,BUF,,NYJ,L 10-17,,1,1,100.0,1,2,50.0,0,4,0,0,,0
144,1998,1998-12-27,16,31.044,BUF,@,NOR,W 45-33,,6,6,100.0,1,1,100.0,0,9,0,0,,0
145,1999,1999-09-12,1,31.303,BUF,@,IND,L 14-31,,,,,2,2,100.0,0,6,0,0,,0
146,1999,1999-09-19,2,31.310,BUF,,NYJ,W 17-3,,2,2,100.0,1,3,33.3,0,5,0,0,,0
147,1999,1999-09-26,3,31.317,BUF,,PHI,W 26-0,,2,2,100.0,4,5,80.0,0,14,0,0,,0
148,1999,1999-10-04,4,31.325,BUF,@,MIA,W 23-18,,2,2,100.0,3,3,100.0,0,11,0,0,,0
149,1999,1999-10-10,5,31.331,BUF,,PIT,W 24-21,,3,3,100.0,1,2,50.0,0,6,0,0,,0
150,1999,1999-10-17,6,31.338,BUF,,OAK,L 14-20,,2,2,100.0,,,,0,2,,,,
151,1999,1999-10-24,7,31.345,BUF,@,SEA,L 16-26,,1,1,100.0,1,1,100.0,0,4,0,0,,0
152,1999,1999-10-31,8,31.352,BUF,@,BAL,W 13-10,,1,1,100.0,2,2,100.0,0,7,0,0,,0
153,1999,1999-11-07,9,31.359,BUF,@,WAS,W 34-17,,4,4,100.0,2,2,100.0,0,10,0,0,,0
154,1999,1999-11-14,10,32.001,BUF,,MIA,W 23-3,,2,2,100.0,3,4,75.0,0,11,0,0,,0
155,1999,1999-11-21,11,32.008,BUF,@,NYJ,L 7-17,,1,1,100.0,,2,0.0,0,1,0,0,,0
156,1999,1999-11-28,12,32.015,BUF,,NWE,W 17-7,,2,2,100.0,1,1,100.0,0,5,0,0,,0
157,1999,1999-12-12,13,32.029,BUF,,NYG,L 17-19,,2,2,100.0,1,3,33.3,0,5,0,0,,0
158,1999,1999-12-19,14,32.036,BUF,@,ARI,W 31-21,,4,4,100.0,1,1,100.0,0,7,0,0,,0
159,1999,1999-12-26,15,32.043,BUF,@,NWE,W 13-10,,1,1,100.0,2,2,100.0,0,7,0,0,,0
160,1999,2000-01-02,16,32.050,BUF,,IND,W 31-6,,4,4,100.0,1,1,100.0,0,7,0,0,,0
161,2000,2000-09-03,1,32.295,BUF,,TEN,W 16-13,,1,1,100.0,3,4,75.0,0,10,0,0,,0
162,2000,2000-09-10,2,32.302,BUF,,GNB,W 27-18,,3,3,100.0,2,2,100.0,0,9,0,0,,0
163,2000,2000-09-17,3,32.309,BUF,@,NYJ,L 14-27,,2,2,100.0,,1,0.0,0,2,0,0,,0
164,2000,2000-10-01,4,32.323,BUF,,IND,L 16-18,,1,1,100.0,3,3,100.0,0,10,0,0,,0
165,2000,2000-10-08,5,32.330,BUF,@,MIA,L 13-22,,1,1,100.0,2,2,100.0,0,7,0,0,,0
166,2000,2000-10-15,6,32.337,BUF,,SDG,W 27-24,,3,3,100.0,2,2,100.0,0,9,0,0,,0
167,2000,2000-10-22,7,32.344,BUF,@,MIN,L 27-31,,3,3,100.0,2,2,100.0,0,9,0,0,,0
168,2000,2000-10-29,8,32.351,BUF,,NYJ,W 23-20,,2,2,100.0,3,4,75.0,0,11,0,0,,0
169,2000,2000-11-05,9,32.358,BUF,@,NWE,W 16-13,,1,1,100.0,3,3,100.0,0,10,0,0,,0
170,2000,2000-11-12,10,32.365,BUF,,CHI,W 20-3,,2,2,100.0,2,3,66.7,0,8,0,0,,0
171,2000,2000-11-19,11,33.006,BUF,@,KAN,W 21-17,,3,3,100.0,,,,0,3,,,,
172,2000,2000-11-26,12,33.013,BUF,@,TAM,L 17-31,,2,2,100.0,1,2,50.0,0,5,0,0,,0
173,2000,2000-12-03,13,33.020,BUF,,MIA,L 6-33,,,,,,1,0.0,0,0,0,0,,0
174,2000,2000-12-11,14,33.028,BUF,@,IND,L 20-44,,,,,2,2,100.0,0,6,0,0,,0
175,2000,2000-12-17,15,33.034,BUF,,NWE,L 10-13,,1,1,100.0,1,3,33.3,0,4,0,0,,0
176,2000,2000-12-23,16,33.040,BUF,@,SEA,W 42-23,,6,6,100.0,,1,0.0,0,6,0,0,,0
177,2001,2001-12-02,12,34.019,SDG,@,SEA,L 10-13,,1,1,100.0,1,1,100.0,0,4,0,0,,0
178,2001,2001-12-09,13,34.026,SDG,@,PHI,L 14-24,,2,2,100.0,,2,0.0,0,2,0,0,,0
179,2001,2001-12-15,14,34.032,SDG,,OAK,L 6-13,,,,,2,2,100.0,0,6,0,0,,0
180,2001,2001-12-23,15,34.040,SDG,@,KAN,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
181,2001,2001-12-30,16,34.047,SDG,,SEA,L 22-25,,1,1,100.0,5,5,100.0,0,16,0,0,,0
182,2002,2002-09-08,1,34.299,SDG,@,CIN,W 34-6,,4,4,100.0,2,2,100.0,0,10,0,0,,0
183,2002,2002-09-15,2,34.306,SDG,,HOU,W 24-3,,3,3,100.0,1,1,100.0,0,6,0,0,,0
184,2002,2002-09-22,3,34.313,SDG,@,ARI,W 23-15,,3,3,100.0,,1,0.0,0,3,0,0,,0
185,2002,2002-09-29,4,34.320,SDG,,NWE,W 21-14,,3,3,100.0,,1,0.0,0,3,0,0,,0
186,2002,2002-10-06,5,34.327,SDG,@,DEN,L 9-26,,,,,1,1,100.0,0,3,0,0,,0
187,2002,2002-10-13,6,34.334,SDG,,KAN,W 35-34,,5,5,100.0,,,,0,5,,,,
188,2002,2002-10-20,7,34.341,SDG,@,OAK,W 27-21,,3,3,100.0,,,,0,3,,,,
189,2002,2002-11-03,8,34.355,SDG,,NYJ,L 13-44,,1,2,50.0,,,,0,1,,,,
190,2002,2002-11-10,9,34.362,SDG,@,STL,L 24-28,,3,3,100.0,1,1,100.0,0,6,0,0,,0
191,2002,2002-11-17,10,35.004,SDG,,SFO,W 20-17,,2,2,100.0,2,3,66.7,0,8,0,0,,0
192,2002,2002-11-24,11,35.011,SDG,@,MIA,L 3-30,,,,,1,2,50.0,0,3,0,0,,0
193,2002,2002-12-01,12,35.018,SDG,,DEN,W 30-27,,3,3,100.0,3,6,50.0,0,12,0,0,,0
194,2002,2002-12-08,13,35.025,SDG,,OAK,L 7-27,,1,1,100.0,,,,0,1,,,,
195,2002,2002-12-15,14,35.032,SDG,@,BUF,L 13-20,,1,1,100.0,2,3,66.7,0,7,0,0,,0
196,2002,2002-12-22,15,35.039,SDG,@,KAN,L 22-24,,1,1,100.0,3,3,100.0,0,10,0,0,,0
197,2002,2002-12-29,16,35.046,SDG,,SEA,L 28-31,,2,2,100.0,2,2,100.0,0,8,0,0,,0
198,2003,2003-09-07,1,35.298,SDG,@,KAN,L 14-27,,2,2,100.0,,,,0,2,,,,
199,2003,2003-09-14,2,35.305,SDG,,DEN,L 13-37,,1,1,100.0,2,2,100.0,0,7,0,0,,0
200,2003,2003-09-21,3,35.312,SDG,,BAL,L 10-24,,1,1,100.0,1,2,50.0,0,4,1,20,20.00,0
201,2003,2003-09-28,4,35.319,SDG,@,OAK,L 31-34,,4,4,100.0,1,1,100.0,0,7,0,0,,0
202,2003,2003-10-05,5,35.326,SDG,@,JAX,L 21-27,,3,3,100.0,,,,0,3,,,,
203,2003,2003-10-19,6,35.340,SDG,@,CLE,W 26-20,,2,2,100.0,4,5,80.0,0,14,0,0,,0
204,2003,2003-10-27,7,35.348,SDG,,MIA,L 10-26,,1,1,100.0,1,1,100.0,0,4,0,0,,0
205,2003,2003-11-02,8,35.354,SDG,@,CHI,L 7-20,,1,1,100.0,,1,0.0,0,1,0,0,,0
206,2003,2003-11-09,9,35.361,SDG,,MIN,W 42-28,,6,6,100.0,,,,0,6,,,,
207,2003,2003-11-16,10,36.003,SDG,@,DEN,L 8-37,,,,,,,,,,,,,
208,2003,2003-11-23,11,36.010,SDG,,CIN,L 27-34,,3,3,100.0,2,2,100.0,0,9,0,0,,0
209,2003,2003-11-30,12,36.017,SDG,,KAN,L 24-28,,3,3,100.0,1,3,33.3,0,6,0,0,,0
210,2003,2003-12-07,13,36.024,SDG,@,DET,W 14-7,,2,2,100.0,,,,0,2,,,,
211,2003,2003-12-14,14,36.031,SDG,,GNB,L 21-38,,1,1,100.0,2,2,100.0,0,7,0,0,,0
212,2003,2003-12-21,15,36.038,SDG,@,PIT,L 24-40,,3,3,100.0,1,1,100.0,0,6,0,0,,0
213,2003,2003-12-28,16,36.045,SDG,,OAK,W 21-14,,3,3,100.0,,,,0,3,,,,
214,2004,2004-09-12,1,36.304,NYG,@,PHI,L 17-31,,2,2,100.0,1,1,100.0,0,5,0,0,,0
215,2004,2004-09-19,2,36.311,NYG,,WAS,W 20-14,,2,2,100.0,2,4,50.0,0,8,0,0,,0
216,2004,2004-09-26,3,36.318,NYG,,CLE,W 27-10,,3,3,100.0,2,2,100.0,0,9,0,0,,0
217,2004,2004-10-03,4,36.325,NYG,@,GNB,W 14-7,,2,2,100.0,,3,0.0,0,2,0,0,,0
218,2004,2004-10-10,5,36.332,NYG,@,DAL,W 26-10,,2,2,100.0,4,4,100.0,0,14,0,0,,0
219,2004,2004-10-24,6,36.346,NYG,,DET,L 13-28,,1,1,100.0,2,2,100.0,0,7,0,0,,0
220,2004,2004-10-31,7,36.353,NYG,@,MIN,W 34-13,,4,4,100.0,2,2,100.0,0,10,1,19,19.00,0
221,2004,2004-11-07,8,36.360,NYG,,CHI,L 21-28,,3,3,100.0,,,,0,3,,,,
222,2004,2004-11-14,9,37.001,NYG,@,ARI,L 14-17,,2,2,100.0,,1,0.0,0,2,0,0,,0
223,2004,2004-11-21,10,37.008,NYG,,ATL,L 10-14,,1,1,100.0,1,1,100.0,0,4,0,0,,0
224,2004,2004-11-28,11,37.015,NYG,,PHI,L 6-27,,,,,2,2,100.0,0,6,0,0,,0
225,2004,2004-12-05,12,37.022,NYG,@,WAS,L 7-31,,1,1,100.0,,,,0,1,,,,
226,2004,2004-12-12,13,37.029,NYG,@,BAL,L 14-37,,2,2,100.0,,,,0,2,,,,
227,2004,2004-12-18,14,37.035,NYG,,PIT,L 30-33,,3,3,100.0,1,1,100.0,0,6,0,0,,0
228,2004,2004-12-26,15,37.043,NYG,@,CIN,L 22-23,,1,1,100.0,5,5,100.0,0,16,0,0,,0
229,2004,2005-01-02,16,37.050,NYG,,DAL,W 28-24,,4,4,100.0,,,,0,4,,,,
