ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1977,1977-09-18,1,24.150,NYG,,WAS,W 20-17,,,,,,,,,,
2,1977,1977-09-25,2,24.157,NYG,@,DAL,L 21-41,1,54,54.00,0,0,0,,0,0,0
3,1977,1977-10-02,3,24.164,NYG,@,ATL,L 3-17,,,,,,,,,,
4,1977,1977-10-09,4,24.171,NYG,,PHI,L 10-28,,,,,,,,,,
5,1977,1977-10-16,5,24.178,NYG,,SFO,W 20-17,,,,,,,,,,
6,1977,1977-10-23,6,24.185,NYG,@,WAS,W 17-6,2,14,7.00,0,0,0,,0,0,0
7,1977,1977-10-31,7,24.193,NYG,@,STL,L 0-28,4,51,12.75,0,0,0,,0,0,0
8,1977,1977-11-06,8,24.199,NYG,,DAL,L 10-24,4,34,8.50,0,0,0,,0,0,0
9,1977,1977-11-13,9,24.206,NYG,@,TAM,W 10-0,1,9,9.00,0,0,0,,0,0,0
10,1977,1977-11-20,10,24.213,NYG,,CLE,L 7-21,3,61,20.33,0,0,0,,0,0,0
11,1977,1977-11-27,11,24.220,NYG,@,CIN,L 13-30,2,23,11.50,0,0,0,,0,0,0
12,1977,1977-12-04,12,24.227,NYG,,STL,W 27-7,1,11,11.00,0,0,0,,0,0,0
13,1977,1977-12-11,13,24.234,NYG,@,PHI,L 14-17,2,22,11.00,0,0,0,,0,0,0
14,1978,1978-09-02,1,25.134,NYG,@,TAM,W 19-13,4,110,27.50,1,0,0,,0,1,6
15,1978,1978-09-10,2,25.142,NYG,,DAL,L 24-34,,,,,,,,,,
16,1978,1978-09-17,3,25.149,NYG,,KAN,W 26-10,3,29,9.67,1,0,0,,0,1,6
17,1978,1978-09-24,4,25.156,NYG,,SFO,W 27-10,1,12,12.00,0,0,0,,0,0,0
18,1978,1978-10-01,5,25.163,NYG,@,ATL,L 20-23,2,19,9.50,0,0,0,,0,0,0
19,1978,1978-10-08,6,25.170,NYG,@,DAL,L 3-24,1,10,10.00,0,0,0,,0,0,0
20,1978,1978-10-15,7,25.177,NYG,,TAM,W 17-14,,,,,,,,,,
21,1978,1978-10-22,8,25.184,NYG,,WAS,W 17-6,,,,,,,,,,
22,1978,1978-11-05,10,25.198,NYG,@,STL,L 10-20,2,25,12.50,0,0,0,,0,0,0
23,1978,1978-11-12,11,25.205,NYG,@,WAS,L 13-16,4,45,11.25,0,0,0,,0,0,0
24,1978,1978-11-19,12,25.212,NYG,,PHI,L 17-19,3,65,21.67,1,1,3,3.00,0,1,6
25,1978,1978-11-26,13,25.219,NYG,@,BUF,L 17-41,5,68,13.60,0,0,0,,0,0,0
26,1978,1978-12-03,14,25.226,NYG,,RAM,L 17-20,2,46,23.00,0,0,0,,0,0,0
27,1978,1978-12-17,16,25.240,NYG,@,PHI,L 3-20,5,85,17.00,0,0,0,,0,0,0
28,1979,1979-09-02,1,26.134,NYG,@,PHI,L 17-23,3,59,19.67,2,0,0,,0,2,12
29,1979,1979-09-09,2,26.141,NYG,,STL,L 14-27,1,28,28.00,0,0,0,,0,0,0
30,1979,1979-09-17,3,26.149,NYG,@,WAS,L 0-27,1,19,19.00,0,0,0,,0,0,0
31,1979,1979-09-23,4,26.155,NYG,,PHI,L 13-17,,,,,,,,,,
32,1979,1979-09-30,5,26.162,NYG,@,NOR,L 14-24,3,83,27.67,0,0,0,,0,0,0
33,1979,1979-10-07,6,26.169,NYG,,TAM,W 17-14,1,6,6.00,0,0,0,,0,0,0
34,1979,1979-10-21,8,26.183,NYG,@,KAN,W 21-17,,,,,,,,,,
35,1979,1979-10-28,9,26.190,NYG,@,RAM,W 20-14,3,42,14.00,1,0,0,,0,1,6
36,1979,1979-11-04,10,26.197,NYG,,DAL,L 14-16,2,34,17.00,1,0,0,,0,1,6
37,1979,1979-11-11,11,26.204,NYG,,ATL,W 24-3,2,31,15.50,0,0,0,,0,0,0
38,1979,1979-11-18,12,26.211,NYG,@,TAM,L 3-31,2,12,6.00,0,0,0,,0,0,0
39,1979,1979-12-09,15,26.232,NYG,@,STL,L 20-29,,,,,,,,,,
40,1979,1979-12-16,16,26.239,NYG,,BAL,L 7-31,2,23,11.50,0,0,0,,0,0,0
41,1980,1980-09-07,1,27.139,NYG,@,STL,W 41-35,2,59,29.50,1,0,0,,0,1,6
42,1980,1980-09-14,2,27.146,NYG,,WAS,L 21-23,1,16,16.00,0,0,0,,0,0,0
43,1980,1980-09-22,3,27.154,NYG,@,PHI,L 3-35,3,19,6.33,0,0,0,,0,0,0
44,1980,1980-09-28,4,27.160,NYG,,RAM,L 7-28,2,32,16.00,1,0,0,,0,1,6
45,1980,1980-10-05,5,27.167,NYG,@,DAL,L 3-24,4,47,11.75,0,0,0,,0,0,0
46,1980,1980-10-12,6,27.174,NYG,,PHI,L 16-31,2,20,10.00,1,0,0,,0,1,6
47,1981,1981-09-06,1,28.138,NYG,,PHI,L 10-24,2,39,19.50,0,0,0,,0,0,0
48,1981,1981-09-13,2,28.145,NYG,@,WAS,W 17-7,1,11,11.00,0,1,-11,-11.00,0,0,0
49,1981,1981-09-20,3,28.152,NYG,,NOR,W 20-7,8,118,14.75,0,0,0,,0,0,0
50,1981,1981-09-27,4,28.159,NYG,@,DAL,L 10-18,5,129,25.80,1,0,0,,0,1,6
51,1981,1981-10-04,5,28.166,NYG,,GNB,L 14-27,4,69,17.25,0,0,0,,0,0,0
52,1981,1981-10-11,6,28.173,NYG,,STL,W 34-14,5,55,11.00,2,0,0,,0,2,12
53,1981,1981-10-18,7,28.180,NYG,@,SEA,W 32-0,1,15,15.00,0,0,0,,0,0,0
54,1981,1981-10-25,8,28.187,NYG,@,ATL,W 27-24,5,126,25.20,1,0,0,,0,1,6
