ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1994,1994-09-04,1,21.231,NOR,,KAN,L 17-30,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,26,26.00,0,0,0
2,1994,1994-09-11,2,21.238,NOR,,WAS,L 24-38,,4,9,2.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
3,1994,1994-10-23,8,21.280,NOR,,RAM,W 37-34,,8,22,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1994,1994-11-06,9,21.294,NOR,@,MIN,L 20-21,,14,48,3.43,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,-6,,0,0,0
5,1994,1994-11-13,10,21.301,NOR,,ATL,W 33-32,,22,141,6.41,2,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0,,,,,,0,0,,0,2,12
6,1994,1994-11-20,11,21.308,NOR,@,RAI,L 19-24,,10,17,1.70,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
7,1994,1994-11-28,12,21.316,NOR,,SFO,L 14-35,,14,69,4.93,1,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
8,1994,1994-12-04,13,21.322,NOR,@,RAM,W 31-15,,25,96,3.84,3,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,3,18
9,1994,1994-12-11,14,21.329,NOR,@,ATL,W 29-20,,21,82,3.90,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
10,1994,1994-12-19,15,21.337,NOR,,DAL,L 16-24,,17,68,4.00,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
11,1994,1994-12-24,16,21.342,NOR,@,DEN,W 30-28,,14,25,1.79,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1995,1995-09-03,1,22.230,NOR,,SFO,L 22-24,,13,26,2.00,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
13,1995,1995-09-10,2,22.237,NOR,@,STL,L 13-17,,10,74,7.40,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
14,1995,1995-09-17,3,22.244,NOR,,ATL,L 24-27,,18,48,2.67,0,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1995,1995-09-24,4,22.251,NOR,@,NYG,L 29-45,,10,57,5.70,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
16,1995,1995-10-01,5,22.258,NOR,,PHI,L 10-15,,12,61,5.08,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,1995,1995-10-15,6,22.272,NOR,,MIA,W 33-30,,10,41,4.10,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
18,1995,1995-10-22,7,22.279,NOR,@,CAR,L 3-20,,17,43,2.53,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
19,1995,1995-10-29,8,22.286,NOR,@,SFO,W 11-7,,26,106,4.08,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
20,1995,1995-11-05,9,22.293,NOR,,STL,W 19-10,,22,106,4.82,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
21,1995,1995-11-12,10,22.300,NOR,,IND,W 17-14,,18,45,2.50,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,1995,1995-11-19,11,22.307,NOR,@,MIN,L 24-43,,10,43,4.30,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
23,1995,1995-11-26,12,22.314,NOR,,CAR,W 34-26,,19,71,3.74,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12
24,1995,1995-12-03,13,22.321,NOR,@,NWE,W 31-17,,15,123,8.20,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12
25,1995,1995-12-10,14,22.328,NOR,@,ATL,L 14-19,,13,45,3.46,0,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
26,1995,1995-12-16,15,22.334,NOR,,GNB,L 23-34,,8,22,2.75,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
27,1995,1995-12-24,16,22.342,NOR,@,NYJ,W 12-0,,23,40,1.74,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
28,1996,1996-09-01,1,23.229,NOR,@,SFO,L 11-27,,14,30,2.14,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
29,1996,1996-09-08,2,23.236,NOR,,CAR,L 20-22,,15,69,4.60,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,1996,1996-09-15,3,23.243,NOR,@,CIN,L 15-30,,4,5,1.25,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,1996,1996-09-22,4,23.250,NOR,,ARI,L 14-28,,6,18,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,1996,1996-09-29,5,23.257,NOR,@,BAL,L 10-17,,23,82,3.57,0,3,3,9,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
33,1996,1996-10-06,6,23.264,NOR,,JAX,W 17-13,,16,39,2.44,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
34,1996,1996-10-13,7,23.271,NOR,,CHI,W 27-24,,4,1,0.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,1996,1996-10-20,8,23.278,NOR,@,CAR,L 7-19,,1,2,2.00,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,1996,1996-11-17,11,23.306,NOR,@,ATL,L 15-17,,4,38,9.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
37,1996,1996-11-24,12,23.313,NOR,@,TAM,L 7-13,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
38,1996,1996-12-01,13,23.320,NOR,,STL,L 10-26,,8,29,3.63,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,1996,1996-12-08,14,23.327,NOR,,ATL,L 15-31,,14,70,5.00,1,4,3,6,2.00,0,75.0%,1.50,0,0,,0,0,0,,,,,,0,0,,0,1,6
40,1996,1996-12-15,15,23.334,NOR,@,NYG,W 17-3,,32,129,4.03,1,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,,,,,0,0,,0,1,6
41,1996,1996-12-21,16,23.340,NOR,@,STL,L 13-14,,21,67,3.19,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
42,1997,1997-08-31,1,24.227,NOR,@,STL,L 24-38,,7,28,4.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
43,1997,1997-09-07,2,24.234,NOR,,SDG,L 6-20,,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
44,1997,1997-09-14,3,24.241,NOR,@,SFO,L 7-33,,8,28,3.50,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
45,1997,1997-09-21,4,24.248,NOR,,DET,W 35-17,,29,162,5.59,2,1,0,0,,0,0.0%,0.00,1,1,100.00,21,1,0,158.3,0,0,21.00,41.00,0,0,,0,2,12
46,1997,1997-09-28,5,24.255,NOR,@,NYG,L 9-14,,18,64,3.56,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
47,1997,1997-10-05,6,24.262,NOR,@,CHI,W 20-17,,9,58,6.44,1,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,,,,0,0,,0,1,6
48,1997,1997-10-12,7,24.269,NOR,,ATL,L 17-23,,15,31,2.07,1,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
49,1997,1997-10-26,9,24.283,NOR,,SFO,L 0-23,,5,18,3.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
50,1997,1997-11-09,10,24.297,NOR,@,OAK,W 13-10,,14,31,2.21,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
51,1997,1997-11-16,11,24.304,NOR,,SEA,W 20-17,,10,15,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
52,1997,1997-11-30,13,24.318,NOR,@,CAR,W 16-13,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,,,,0,
53,1997,1997-12-14,15,24.332,NOR,,ARI,W 27-10,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
54,1998,1998-09-06,1,25.233,ARI,@,DAL,L 10-38,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
55,1998,1998-09-13,2,25.240,ARI,@,SEA,L 14-33,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
56,1998,1998-09-20,3,25.247,ARI,,PHI,W 17-3,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
57,1998,1998-09-27,4,25.254,ARI,@,STL,W 20-17,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
58,1998,1998-10-04,5,25.261,ARI,,OAK,L 20-23,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
59,1998,1998-10-11,6,25.268,ARI,,CHI,W 20-7,,3,7,2.33,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,2,12
60,1998,1998-10-18,7,25.275,ARI,@,NYG,L 7-34,,13,45,3.46,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0
61,1998,1998-11-01,8,25.289,ARI,@,DET,W 17-15,,14,32,2.29,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,,0,,,0,0,,0,0,0
62,1998,1998-11-08,9,25.296,ARI,,WAS,W 29-27,,10,25,2.50,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,2,12
63,1998,1998-11-15,10,25.303,ARI,,DAL,L 28-35,,2,1,0.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,1,6
64,1998,1998-11-22,11,25.310,ARI,@,WAS,W 45-42,,10,56,5.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0
65,1998,1998-11-29,12,25.317,ARI,@,KAN,L 24-34,,3,1,0.33,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,1,6
66,1998,1998-12-06,13,25.324,ARI,,NYG,L 19-23,,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0
67,1998,1998-12-13,14,25.331,ARI,@,PHI,W 20-17,,1,-6,-6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,0,,,0,0,,0,0,0
68,1998,1998-12-20,15,25.338,ARI,,NOR,W 19-17,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
69,1998,1998-12-27,16,25.345,ARI,,SDG,W 16-13,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
70,1999,1999-09-12,1,26.239,ARI,@,PHI,W 25-24,,4,6,1.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,83,27.67,0,1,6
71,1999,1999-09-19,2,26.246,ARI,@,MIA,L 16-19,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,63,21.00,0,0,0
72,1999,1999-09-27,3,26.254,ARI,,SFO,L 10-24,,1,1,1.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,2,33,16.50,0,1,6
73,1999,1999-10-03,4,26.260,ARI,@,DAL,L 7-35,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,64,21.33,0,0,0
74,1999,1999-10-10,5,26.267,ARI,,NYG,W 14-3,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,51,51.00,0,0,0
75,1999,1999-10-17,6,26.274,ARI,,WAS,L 10-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,55,18.33,0,0,0
76,1999,1999-10-31,7,26.288,ARI,,NWE,L 3-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,139,27.80,0,0,0
77,1999,1999-11-07,8,26.295,ARI,@,NYJ,L 7-12,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,70,23.33,0,0,0
78,1999,1999-11-14,9,26.302,ARI,,DET,W 23-19,,1,3,3.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,64,21.33,0,1,6
