ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,28.223,GNB,,DET,L 7-45,2,27,13.50,0
2,1950,1950-09-24,2,28.230,GNB,,WAS,W 35-21,1,21,21.00,1
3,1950,1950-10-08,4,28.244,GNB,,NYY,L 31-44,0,16,,0
4,1950,1950-10-15,5,28.251,GNB,@,CHI,L 14-28,2,15,7.50,0
5,1950,1950-10-19,6,28.255,GNB,@,NYY,L 17-35,5,48,9.60,1
6,1950,1950-11-05,7,28.272,GNB,@,BAL,L 21-41,3,25,8.33,0
7,1950,1950-11-12,8,28.279,GNB,,RAM,L 14-45,1,12,12.00,0
8,1950,1950-11-26,10,28.293,GNB,,SFO,W 25-21,1,8,8.00,0
9,1950,1950-12-03,11,28.300,GNB,@,RAM,L 14-51,1,10,10.00,1
