ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
38,2002,2002-10-27,7,25.021,JAX,,HOU,L 19-21,,,,,,,,,,,,,,,
39,2002,2002-11-03,8,25.028,JAX,@,NYG,L 17-24,,2,42,21.00,0,0,0,,0,0,0,0.0,0,0,0
40,2002,2002-11-10,9,25.035,JAX,,WAS,W 26-7,,,,,,,,,,,,,,,
41,2002,2002-11-17,10,25.042,JAX,@,HOU,W 24-21,,,,,,,,,,,,,,,
42,2002,2002-12-01,12,25.056,JAX,,PIT,L 23-25,,1,14,14.00,0,0,0,,0,0,0,0.0,0,0,0
43,2002,2002-12-08,13,25.063,JAX,,CLE,L 20-21,,2,49,24.50,0,0,0,,0,0,0,1.0,0,0,0
44,2002,2002-12-15,14,25.070,JAX,@,CIN,W 29-15,,3,78,26.00,0,0,0,,0,0,0,0.0,0,0,0
45,2002,2002-12-22,15,25.077,JAX,,TEN,L 10-28,,0,6,,0,,,,,,,,,,
46,2002,2002-12-29,16,25.084,JAX,@,IND,L 13-20,,2,47,23.50,0,0,0,,0,0,0,0.0,0,0,0
47,2003,2003-11-16,10,26.041,NYG,@,PHI,L 10-28,,,,,,,,,,,,,,,
48,2003,2003-11-24,11,26.049,NYG,@,TAM,L 13-19,,,,,,,,,,,,,,,
49,2003,2003-11-30,12,26.055,NYG,,BUF,L 7-24,,,,,,,,,,,,,,,
50,2003,2003-12-07,13,26.062,NYG,,WAS,L 7-20,,,,,,,,,,,,,,,
51,2003,2003-12-14,14,26.069,NYG,@,NOR,L 7-45,,,,,,,,,,,,,,,
52,2003,2003-12-21,15,26.076,NYG,@,DAL,L 3-19,*,,,,,,,,,,,,,,
53,2003,2003-12-28,16,26.083,NYG,,CAR,L 24-37,*,,,,,,,,,,,,,,
