ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1998,1998-09-06,1,22.182,PIT,@,BAL,W 20-13,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
2,1998,1998-09-13,2,22.189,PIT,,CHI,W 17-12,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1998,1998-09-20,3,22.196,PIT,@,MIA,L 0-21,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
4,1998,1998-09-27,4,22.203,PIT,,SEA,W 13-10,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1998,1998-10-11,5,22.217,PIT,@,CIN,L 20-25,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1998,1998-10-26,7,22.232,PIT,@,KAN,W 20-13,,0,0,0,,0,0.0%,,0,0,,0,1,1,100.00,17,0,0,118.7,0,0,17.00,17.00,0,0,,0,0,0,,0,0,0,0.0,,
7,1998,1998-11-01,8,22.238,PIT,,TEN,L 31-41,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1998,1998-11-09,9,22.246,PIT,,GNB,W 27-20,,2,2,56,28.00,0,100.0%,28.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
9,1998,1998-11-15,10,22.252,PIT,@,TEN,L 14-23,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
10,1998,1998-11-22,11,22.259,PIT,,JAX,W 30-15,,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
11,1998,1998-11-26,12,22.263,PIT,@,DET,L 16-19,,5,2,35,17.50,0,40.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
12,1998,1998-12-06,13,22.273,PIT,,NWE,L 9-23,,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
13,1998,1998-12-13,14,22.280,PIT,@,TAM,L 3-16,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
14,1998,1998-12-20,15,22.287,PIT,,CIN,L 24-25,,4,1,17,17.00,0,25.0%,4.25,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
15,1998,1998-12-28,16,22.295,PIT,@,JAX,L 3-21,,5,1,24,24.00,0,20.0%,4.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,,
16,1999,1999-09-12,1,23.188,PIT,@,CLE,W 43-0,*,4,3,51,17.00,1,75.0%,12.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,,
17,1999,1999-09-19,2,23.195,PIT,@,BAL,W 23-20,*,5,2,31,15.50,0,40.0%,6.20,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
18,1999,1999-09-26,3,23.202,PIT,,SEA,L 10-29,*,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
19,1999,1999-10-03,4,23.209,PIT,,JAX,L 3-17,*,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
20,1999,1999-10-10,5,23.216,PIT,@,BUF,L 21-24,*,6,6,67,11.17,1,100.0%,11.17,1,-5,-5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,,
21,1999,1999-10-17,6,23.223,PIT,@,CIN,W 17-3,*,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,,
