ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1965,1965-11-07,9,22.215,DEN,,SDG,L 21-35,0,0,,0,0,0,,0,1,6,1,65,1
2,1965,1965-11-14,10,22.222,DEN,@,HOU,W 31-21,0,0,,0,0,0,,0,0,0,2,53,0
3,1966,1966-09-18,2,23.165,DEN,,BOS,L 10-24,0,0,,0,1,10,10.00,0,0,0,0,0,0
4,1966,1966-10-02,4,23.179,DEN,,HOU,W 40-38,3,70,23.33,0,0,0,,0,0,0,0,0,0
5,1966,1966-10-08,5,23.185,DEN,@,KAN,L 10-37,2,122,61.00,1,0,0,,0,1,6,0,0,0
6,1966,1966-10-23,7,23.200,DEN,,KAN,L 10-56,4,94,23.50,0,0,0,,0,0,0,0,0,0
7,1966,1966-11-27,11,23.235,DEN,,SDG,W 20-17,1,23,23.00,0,1,0,0.00,0,0,0,1,2,0
8,1967,1967-09-03,1,24.150,DEN,,BOS,W 26-21,0,0,,0,0,0,,0,0,0,2,43,0
9,1967,1967-10-08,6,24.185,DEN,,BUF,L 16-17,1,28,28.00,0,0,0,,0,0,0,0,0,0
10,1967,1967-10-22,7,24.199,DEN,,SDG,L 21-38,0,0,,0,0,0,,0,1,6,1,40,1
11,1967,1967-10-29,8,24.206,DEN,@,KAN,L 9-52,2,41,20.50,0,0,0,,0,0,0,0,0,0
12,1967,1967-12-17,14,24.255,DEN,,KAN,L 24-38,1,37,37.00,0,0,0,,0,1,6,1,70,1
13,1968,1968-12-15,14,25.253,OAK,@,SDG,W 34-27,4,84,21.00,0,1,0,0.00,0,0,0,0,0,0
14,1969,1969-10-26,7,26.203,OAK,@,SDG,W 24-12,0,0,,0,0,0,,0,0,0,1,22,0
15,1969,1969-11-30,12,26.238,OAK,@,NYJ,W 27-14,0,0,,0,0,0,,0,0,0,1,3,0
16,1970,1970-09-20,1,27.167,OAK,@,CIN,L 21-31,,,,,,,,,,,,,
17,1970,1970-09-27,2,27.174,OAK,@,SDG,T 27-27,,,,,,,,,,,,,
18,1970,1970-10-03,3,27.180,OAK,@,MIA,L 13-20,,,,,,,,,,,,,
19,1970,1970-10-11,4,27.188,OAK,,DEN,W 35-23,,,,,,,,,,,,,
20,1970,1970-10-19,5,27.196,OAK,,WAS,W 34-20,,,,,,,,,,,,,
21,1970,1970-10-25,6,27.202,OAK,,PIT,W 31-14,0,0,,0,0,0,,0,0,0,1,7,0
22,1970,1970-11-01,7,27.209,OAK,@,KAN,T 17-17,,,,,,,,,,,,,
23,1970,1970-11-08,8,27.216,OAK,,CLE,W 23-20,0,0,,0,0,0,,0,0,0,1,0,0
24,1970,1970-11-15,9,27.223,OAK,@,DEN,W 24-19,,,,,,,,,,,,,
25,1970,1970-11-22,10,27.230,OAK,,SDG,W 20-17,,,,,,,,,,,,,
26,1970,1970-11-26,11,27.234,OAK,@,DET,L 14-28,,,,,,,,,,,,,
27,1970,1970-12-06,12,27.244,OAK,@,NYJ,W 14-13,,,,,,,,,,,,,
28,1970,1970-12-12,13,27.250,OAK,,KAN,W 20-6,,,,,,,,,,,,,
29,1970,1970-12-20,14,27.258,OAK,,SFO,L 7-38,,,,,,,,,,,,,
30,1971,1971-09-19,1,28.166,OAK,@,NWE,L 6-20,0,0,,0,0,0,,0,0,0,1,0,0
31,1971,1971-09-26,2,28.173,OAK,@,SDG,W 34-0,0,0,,0,0,0,,0,0,0,1,7,0
32,1971,1971-10-04,3,28.181,OAK,@,CLE,W 34-20,,,,,,,,,,,,,
33,1971,1971-10-10,4,28.187,OAK,@,DEN,W 27-16,,,,,,,,,,,,,
34,1971,1971-10-17,5,28.194,OAK,,PHI,W 34-10,,,,,,,,,,,,,
35,1971,1971-10-24,6,28.201,OAK,,CIN,W 31-27,0,0,,0,0,0,,0,0,0,1,22,0
36,1971,1971-10-31,7,28.208,OAK,,KAN,T 20-20,,,,,,,,,,,,,
