ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2018,2018-09-10,1,21.072,DET,,NYJ,L 17-48,,5,17,3.40,0,3,3,20,6.67,0,100.0%,6.67
2,2018,2018-09-16,2,21.078,DET,@,SFO,L 27-30,,8,43,5.38,0,6,5,23,4.60,0,83.3%,3.83
3,2018,2018-09-23,3,21.085,DET,,NWE,W 26-10,,16,101,6.31,0,3,2,9,4.50,0,66.7%,3.00
