ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2006,2006-10-08,4,22.285,OAK,@,SFO,L 20-34,,,,
2,2006,2006-10-15,5,22.292,OAK,@,DEN,L 3-13,,,,
3,2006,2006-10-22,6,22.299,OAK,,ARI,W 22-9,,,,
4,2006,2006-10-29,7,22.306,OAK,,PIT,W 20-13,,,,
5,2006,2006-11-06,8,22.314,OAK,@,SEA,L 0-16,,,,
6,2006,2006-11-12,9,22.320,OAK,,DEN,L 13-17,,,,
7,2006,2006-11-19,10,22.327,OAK,@,KAN,L 13-17,,,,
8,2006,2006-11-26,11,22.334,OAK,@,SDG,L 14-21,,,,
9,2006,2006-12-03,12,22.341,OAK,,HOU,L 14-23,,,,
10,2006,2006-12-10,13,22.348,OAK,@,CIN,L 10-27,,,,
11,2006,2006-12-17,14,22.355,OAK,,STL,L 0-20,,,,
12,2006,2006-12-23,15,22.361,OAK,,KAN,L 9-20,,,,
13,2006,2006-12-31,16,23.004,OAK,@,NYJ,L 3-23,,,,
14,2007,2007-09-09,1,23.256,OAK,,DET,L 21-36,,,,
15,2007,2007-09-16,2,23.263,OAK,@,DEN,L 20-23,,,,
16,2007,2007-09-23,3,23.270,OAK,,CLE,W 26-24,,,,
17,2007,2007-09-30,4,23.277,OAK,@,MIA,W 35-17,,,,
18,2007,2007-10-14,5,23.291,OAK,@,SDG,L 14-28,,,,
19,2007,2007-10-21,6,23.298,OAK,,KAN,L 10-12,,,,
20,2007,2007-10-28,7,23.305,OAK,@,TEN,L 9-13,,,,
21,2007,2007-11-04,8,23.312,OAK,,HOU,L 17-24,,,,
22,2007,2007-11-11,9,23.319,OAK,,CHI,L 6-17,,,,
23,2007,2007-11-18,10,23.326,OAK,@,MIN,L 22-29,,,,
24,2007,2007-11-25,11,23.333,OAK,@,KAN,W 20-17,,,,
25,2007,2007-12-02,12,23.340,OAK,,DEN,W 34-20,,,,
26,2007,2007-12-09,13,23.347,OAK,@,GNB,L 7-38,,,,
27,2007,2007-12-16,14,23.354,OAK,,IND,L 14-21,,,,
28,2007,2007-12-23,15,23.361,OAK,@,JAX,L 11-49,*,,,
29,2007,2007-12-30,16,24.003,OAK,,SDG,L 17-30,,,,
30,2008,2008-09-08,1,24.256,OAK,,DEN,L 14-41,,0.0,2,0
31,2008,2008-09-14,2,24.262,OAK,@,KAN,W 23-8,*,0.0,3,0
32,2008,2008-09-21,3,24.269,OAK,@,BUF,L 23-24,*,0.0,4,3
33,2008,2008-09-28,4,24.276,OAK,,SDG,L 18-28,*,0.0,3,0
34,2008,2008-10-12,5,24.290,OAK,@,NOR,L 3-34,*,0.0,3,1
35,2008,2008-10-19,6,24.297,OAK,,NYJ,W 16-13,*,0.0,7,1
36,2008,2008-10-26,7,24.304,OAK,@,BAL,L 10-29,*,0.0,6,4
37,2009,2009-09-14,1,25.261,OAK,,SDG,L 20-24,*,0.0,7,0
38,2009,2009-09-20,2,25.267,OAK,@,KAN,W 13-10,*,0.0,5,1
39,2009,2009-09-27,3,25.274,OAK,,DEN,L 3-23,*,0.0,4,3
40,2009,2009-10-04,4,25.281,OAK,@,HOU,L 6-29,*,0.0,5,2
41,2009,2009-10-11,5,25.288,OAK,@,NYG,L 7-44,*,0.0,2,1
42,2010,2010-09-12,1,26.259,OAK,@,TEN,L 13-38,,0.0,0,0
43,2010,2010-09-19,2,26.266,OAK,,STL,W 16-14,,,,
44,2010,2010-10-10,5,26.287,OAK,,SDG,W 35-27,,0.0,1,0
45,2010,2010-10-17,6,26.294,OAK,@,SFO,L 9-17,,0.0,0,1
46,2010,2010-10-24,7,26.301,OAK,@,DEN,W 59-14,,0.0,0,1
47,2010,2010-10-31,8,26.308,OAK,,SEA,W 33-3,,,,
48,2010,2010-11-07,9,26.315,OAK,,KAN,W 23-20,,0.0,2,1
49,2010,2010-11-21,10,26.329,OAK,@,PIT,L 3-35,,0.0,0,1
50,2010,2010-11-28,11,26.336,OAK,,MIA,L 17-33,,,,
51,2010,2010-12-05,12,26.343,OAK,@,SDG,W 28-13,,0.0,0,1
52,2010,2010-12-12,13,26.350,OAK,@,JAX,L 31-38,*,0.0,4,0
53,2010,2010-12-19,14,26.357,OAK,,DEN,W 39-23,,,,
54,2010,2010-12-26,15,26.364,OAK,,IND,L 26-31,,,,
55,2010,2011-01-02,16,27.006,OAK,@,KAN,W 31-10,,,,
56,2011,2011-09-12,1,27.259,OAK,@,DEN,W 23-20,,,,
57,2011,2011-09-18,2,27.265,OAK,@,BUF,L 35-38,,,,
58,2011,2011-09-25,3,27.272,OAK,,NYJ,W 34-24,,,,
