ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1987,1987-10-04,3,22.236,STL,@,WAS,L 21-28,0,0,,0,,
2,1987,1987-10-11,4,22.243,STL,,NOR,W 24-19,0,0,,0,,
3,1987,1987-10-18,5,22.250,STL,@,SFO,L 28-34,1,8,8.00,0,0,0
4,1987,1987-11-01,7,22.264,STL,,PHI,L 23-28,0,0,,0,,
5,1987,1987-11-08,8,22.271,STL,,TAM,W 31-28,0,0,,0,,
6,1987,1987-11-15,9,22.278,STL,,RAM,L 24-27,0,0,,0,,
7,1987,1987-11-22,10,22.285,STL,@,PHI,W 31-19,0,0,,0,,
8,1987,1987-11-29,11,22.292,STL,@,ATL,W 34-21,0,0,,0,,
9,1987,1987-12-06,12,22.299,STL,,WAS,L 17-34,0,0,,0,,
10,1987,1987-12-13,13,22.306,STL,,NYG,W 27-24,0,0,,0,,
11,1989,1989-09-10,1,24.212,TAM,@,GNB,W 23-21,3,24,8.00,0,0,0
12,1989,1989-09-17,2,24.219,TAM,,SFO,L 16-20,0,0,,0,,
13,1989,1989-09-24,3,24.226,TAM,,NOR,W 20-10,0,0,,0,,
14,1989,1989-10-01,4,24.233,TAM,@,MIN,L 3-17,1,9,9.00,0,0,0
15,1989,1989-10-08,5,24.240,TAM,,CHI,W 42-35,4,24,6.00,1,1,6
16,1989,1989-10-15,6,24.247,TAM,,DET,L 16-17,1,7,7.00,0,0,0
17,1989,1989-10-22,7,24.254,TAM,@,WAS,L 28-32,0,0,,0,,
18,1989,1989-10-29,8,24.261,TAM,@,CIN,L 23-56,0,0,,0,,
19,1989,1989-11-05,9,24.268,TAM,,CLE,L 31-42,1,21,21.00,0,0,0
20,1989,1989-11-12,10,24.275,TAM,,MIN,L 10-24,0,0,,0,,
21,1989,1989-11-19,11,24.282,TAM,@,CHI,W 32-31,0,0,,0,,
22,1989,1989-11-26,12,24.289,TAM,@,PHO,W 14-13,0,0,,0,,
23,1989,1989-12-03,13,24.296,TAM,,GNB,L 16-17,0,0,,0,,
24,1989,1989-12-10,14,24.303,TAM,@,HOU,L 17-20,0,0,,0,,
25,1989,1989-12-17,15,24.310,TAM,@,DET,L 7-33,0,0,,0,,
26,1989,1989-12-24,16,24.317,TAM,,PIT,L 22-31,1,17,17.00,0,0,0
27,1990,1990-10-28,7,25.260,GNB,,MIN,W 24-10,,,,,,
28,1990,1990-11-04,8,25.267,GNB,,SFO,L 20-24,,,,,,
29,1990,1990-11-11,9,25.274,GNB,@,RAI,W 29-16,,,,,,
30,1990,1990-11-18,10,25.281,GNB,@,PHO,W 24-21,,,,,,
