ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2017,2017-10-05,4,24.130,TAM,,NWE,L 14-19,,0,0,0,,0,0.0%,
2,2017,2017-11-19,10,24.175,TAM,@,MIA,W 30-20,,0,0,0,,0,0.0%,
3,2017,2017-11-26,11,24.182,TAM,@,ATL,L 20-34,*,0,0,0,,0,0.0%,
4,2017,2017-12-03,12,24.189,TAM,@,GNB,L 20-26,,1,1,11,11.00,0,100.0%,11.00
5,2017,2017-12-10,13,24.196,TAM,,DET,L 21-24,,0,0,0,,0,0.0%,
6,2017,2017-12-18,14,24.204,TAM,,ATL,L 21-24,,1,1,14,14.00,0,100.0%,14.00
7,2017,2017-12-24,15,24.210,TAM,@,CAR,L 19-22,*,0,0,0,,0,0.0%,
8,2017,2017-12-31,16,24.217,TAM,,NOR,W 31-24,*,0,0,0,,0,0.0%,
9,2018,2018-09-09,1,25.104,TAM,@,NOR,W 48-40,,0,0,0,,0,0.0%,
10,2018,2018-09-16,2,25.111,TAM,,PHI,W 27-21,,0,0,0,,0,0.0%,
11,2018,2018-09-24,3,25.119,TAM,,PIT,L 27-30,*,0,0,0,,0,0.0%,
