ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,2005,2005-09-11,1,22.349,DEN,@,MIA,L 10-34,,3,79,26.33,0,1,13,13.00,0,0,0,0.0,0,0,0
2,2005,2005-09-18,2,22.356,DEN,,SDG,W 20-17,,3,64,21.33,0,4,66,16.50,0,0,0,0.0,0,0,0
3,2005,2005-09-26,3,22.364,DEN,,KAN,W 30-10,,1,32,32.00,0,1,1,1.00,0,0,0,0.0,0,0,0
4,2005,2005-10-09,5,23.012,DEN,,WAS,W 21-19,,1,18,18.00,0,0,0,,0,0,0,0.0,0,0,0
5,2005,2005-10-16,6,23.019,DEN,,NWE,W 28-20,,1,30,30.00,0,2,2,1.00,0,0,0,0.0,0,0,0
6,2005,2005-10-23,7,23.026,DEN,@,NYG,L 23-24,*,2,49,24.50,0,2,2,1.00,0,0,0,0.0,0,0,0
7,2005,2005-10-30,8,23.033,DEN,,PHI,W 49-21,*,1,26,26.00,0,3,-1,-0.33,0,0,0,1.0,0,0,0
8,2005,2005-11-13,9,23.047,DEN,@,OAK,W 31-17,*,0,0,,0,1,52,52.00,0,1,6,0.0,1,80,1
9,2005,2005-11-20,10,23.054,DEN,,NYJ,W 27-0,*,0,0,,0,1,4,4.00,0,0,0,0.0,0,0,0
10,2005,2005-11-24,11,23.058,DEN,@,DAL,W 24-21,*,1,27,27.00,0,1,8,8.00,0,0,0,0.0,0,0,0
11,2005,2005-12-04,12,23.068,DEN,@,KAN,L 27-31,*,4,87,21.75,0,1,1,1.00,0,0,0,0.0,1,28,0
12,2005,2005-12-11,13,23.075,DEN,,BAL,W 12-10,,1,19,19.00,0,0,0,,0,0,0,0.0,0,0,0
13,2006,2006-09-10,1,23.348,DEN,@,STL,L 10-18,*,0,0,,0,1,3,3.00,0,0,0,0.0,0,0,0
14,2006,2006-09-17,2,23.355,DEN,,KAN,W 9-6,*,0,0,,0,2,7,3.50,0,0,0,0.0,0,0,0
15,2006,2006-09-24,3,23.362,DEN,@,NWE,W 17-7,*,0,0,,0,2,-6,-3.00,0,0,0,0.0,0,0,0
16,2006,2006-10-09,4,24.012,DEN,,BAL,W 13-3,*,0,0,,0,4,65,16.25,0,0,0,0.0,1,0,0
17,2006,2006-10-15,5,24.018,DEN,,OAK,W 13-3,*,0,0,,0,3,31,10.33,0,0,0,0.0,0,0,0
18,2006,2006-10-22,6,24.025,DEN,@,CLE,W 17-7,*,0,0,,0,3,10,3.33,0,0,0,0.0,0,0,0
19,2006,2006-10-29,7,24.032,DEN,,IND,L 31-34,*,,,,,,,,,,,,,,
20,2006,2006-11-05,8,24.039,DEN,@,PIT,W 31-20,*,0,0,,0,1,10,10.00,0,0,0,0.0,0,0,0
21,2006,2006-11-12,9,24.046,DEN,@,OAK,W 17-13,*,,,,,,,,,,,,,,
22,2006,2006-11-19,10,24.053,DEN,,SDG,L 27-35,*,0,0,,0,0,0,,0,1,6,0.0,1,31,1
23,2006,2006-11-23,11,24.057,DEN,@,KAN,L 10-19,*,0,0,,0,1,0,0.00,0,0,0,0.0,1,6,0
24,2006,2006-12-03,12,24.067,DEN,,SEA,L 20-23,*,0,6,,0,2,6,3.00,0,0,0,0.0,0,0,0
25,2006,2006-12-10,13,24.074,DEN,@,SDG,L 20-48,*,0,0,,0,1,-3,-3.00,0,0,0,0.0,0,0,0
26,2006,2006-12-24,15,24.088,DEN,,CIN,W 24-23,*,0,0,,0,3,33,11.00,0,0,0,0.0,1,0,0
27,2006,2006-12-31,16,24.095,DEN,,SFO,L 23-26,,0,0,,0,2,50,25.00,0,0,0,0.0,0,0,0
