ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,22.127,DET,,MIN,W 34-24,,,,,,,,,,,0.0%,,,,,,,,,,
2,2013,2013-09-15,2,22.134,DET,@,ARI,L 21-25,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
3,2013,2013-09-22,3,22.141,DET,@,WAS,W 27-20,,2,-2,-1.00,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0
4,2013,2013-09-29,4,22.148,DET,,CHI,W 40-32,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
5,2013,2013-10-06,5,22.155,DET,@,GNB,L 9-22,,,,,,,,,,,0.0%,,,,,,,,,,
6,2013,2013-10-27,8,22.176,DET,,DAL,W 31-30,,1,7,7.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
7,2013,2013-11-10,9,22.190,DET,@,CHI,W 21-19,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,3,0
8,2013,2013-11-17,10,22.197,DET,@,PIT,L 27-37,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
9,2013,2013-11-24,11,22.204,DET,,TAM,L 21-24,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
10,2013,2013-11-28,12,22.208,DET,,GNB,W 40-10,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
11,2013,2013-12-08,13,22.218,DET,@,PHI,L 20-34,,4,12,3.00,0,0,0,0,,0,0.0%,,1,12,12.00,0,0,0,0.0,1,0
12,2013,2013-12-16,14,22.226,DET,,BAL,L 16-18,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,1,0
13,2013,2013-12-22,15,22.232,DET,,NYG,L 20-23,,2,8,4.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
14,2013,2013-12-29,16,22.239,DET,@,MIN,L 13-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
15,2014,2014-09-08,1,23.127,DET,,NYG,W 35-14,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
16,2014,2014-09-14,2,23.133,DET,@,CAR,L 7-24,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2014,2014-09-21,3,23.140,DET,,GNB,W 19-7,,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
18,2014,2014-09-28,4,23.147,DET,@,NYJ,W 24-17,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
19,2014,2014-10-12,6,23.161,DET,@,MIN,W 17-3,,3,6,2.00,0,6,5,75,15.00,1,83.3%,12.50,0,0,,0,1,6,0.0,0,0
20,2014,2014-10-26,8,23.175,DET,@,ATL,W 22-21,,3,5,1.67,0,12,8,74,9.25,1,66.7%,6.17,0,0,,0,1,6,0.0,0,0
21,2014,2014-11-09,9,23.189,DET,,MIA,W 20-16,*,3,0,0.00,0,3,2,5,2.50,1,66.7%,1.67,0,0,,0,1,6,0.0,0,0
22,2014,2014-11-16,10,23.196,DET,@,ARI,L 6-14,,2,2,1.00,0,6,3,24,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0
23,2014,2014-11-23,11,23.203,DET,@,NWE,L 9-34,,2,12,6.00,0,6,3,40,13.33,0,50.0%,6.67,0,0,,0,0,0,0.0,0,0
24,2014,2014-11-27,12,23.207,DET,,CHI,W 34-17,,0,0,,0,7,6,54,9.00,0,85.7%,7.71,0,0,,0,0,0,0.0,0,0
25,2014,2014-12-07,13,23.217,DET,,TAM,W 34-17,,,,,,,,,,,0.0%,,,,,,,,,,
26,2014,2014-12-14,14,23.224,DET,,MIN,W 16-14,*,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
27,2014,2014-12-21,15,23.231,DET,@,CHI,W 20-14,,0,0,,0,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,0.0,2,0
28,2014,2014-12-28,16,23.238,DET,@,GNB,L 20-30,,0,0,,0,7,5,34,6.80,1,71.4%,4.86,0,0,,0,1,6,0.0,0,0
29,2015,2015-09-13,1,24.132,DET,@,SDG,L 28-33,,0,0,,0,2,2,37,18.50,1,100.0%,18.50,0,0,,0,1,6,0.0,0,0
