ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2012,2012-12-16,14,24.341,CHI,,GNB,L 13-21,,,,
2,2012,2012-12-23,15,24.348,CHI,@,ARI,W 28-13,,0.0,0,0
3,2012,2012-12-30,16,24.355,CHI,@,DET,W 26-24,,0.0,0,0
4,2013,2013-10-20,7,25.283,CHI,@,WAS,L 41-45,,0.0,1,2
5,2013,2013-11-04,8,25.298,CHI,@,GNB,W 27-20,,0.0,1,0
6,2013,2013-11-10,9,25.304,CHI,,DET,L 19-21,,0.0,1,0
7,2013,2013-11-17,10,25.311,CHI,,BAL,W 23-20,,,,
8,2013,2013-11-24,11,25.318,CHI,@,STL,L 21-42,,,,
9,2013,2013-12-01,12,25.325,CHI,@,MIN,L 20-23,,0.0,0,2
10,2013,2013-12-09,13,25.333,CHI,,DAL,W 45-28,,,,
11,2013,2013-12-15,14,25.339,CHI,@,CLE,W 38-31,,,,
12,2013,2013-12-22,15,25.346,CHI,@,PHI,L 11-54,,,,
13,2013,2013-12-29,16,25.353,CHI,,GNB,L 28-33,,,,
14,2014,2014-09-14,2,26.247,KAN,@,DEN,L 17-24,,,,
15,2014,2014-09-21,3,26.254,KAN,@,MIA,W 34-15,,0.0,1,0
16,2014,2014-09-29,4,26.262,KAN,,NWE,W 41-14,,,,
17,2014,2014-10-05,5,26.268,KAN,@,SFO,L 17-22,,0.0,1,0
18,2014,2014-10-19,6,26.282,KAN,@,SDG,W 23-20,,0.0,1,0
19,2014,2014-10-26,7,26.289,KAN,,STL,W 34-7,,0.0,1,0
20,2014,2014-11-02,8,26.296,KAN,,NYJ,W 24-10,,,,
