ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1972,1972-09-17,1,22.165,DAL,,PHI,W 28-6,0,0,,0,,,,,,,0,0,3,111,37.00,0
2,1972,1972-09-24,2,22.172,DAL,@,NYG,W 23-14,0,0,,0,,,,,,,0,0,4,135,33.75,0
3,1972,1972-10-01,3,22.179,DAL,@,GNB,L 13-16,0,0,,0,,,,,,,0,0,5,186,37.20,0
4,1972,1972-10-08,4,22.186,DAL,,PIT,W 17-13,0,0,,0,,,,,,,0,0,4,162,40.50,0
5,1972,1972-10-15,5,22.193,DAL,@,BAL,W 21-0,0,0,,0,,,,,,,0,0,3,125,41.67,0
6,1972,1972-10-22,6,22.200,DAL,@,WAS,L 20-24,0,0,,0,,,,,,,0,0,3,128,42.67,0
7,1972,1972-10-30,7,22.208,DAL,,DET,W 28-24,0,0,,0,,,,,,,0,0,3,119,39.67,0
8,1972,1972-11-05,8,22.214,DAL,@,SDG,W 34-28,0,0,,0,,,,,,,0,0,4,142,35.50,0
9,1972,1972-11-12,9,22.221,DAL,,STL,W 33-24,0,0,,0,,,,,,,0,0,2,75,37.50,0
10,1972,1972-11-19,10,22.228,DAL,@,PHI,W 28-7,0,0,,0,,,,,,,0,0,3,85,28.33,0
11,1972,1972-11-23,11,22.232,DAL,,SFO,L 10-31,0,0,,0,,,,,,,0,0,6,241,40.17,0
12,1972,1972-12-03,12,22.242,DAL,@,STL,W 27-6,0,0,,0,,,,,,,0,0,2,79,39.50,0
13,1972,1972-12-09,13,22.248,DAL,,WAS,W 34-24,0,0,,0,,,,,,,0,0,4,164,41.00,0
14,1972,1972-12-17,14,22.256,DAL,,NYG,L 3-23,0,0,,0,,,,,,,0,0,5,197,39.40,0
15,1973,1973-09-16,1,23.164,DAL,@,CHI,W 20-17,,,,,,,,,,,,,,,,
16,1973,1973-09-24,2,23.172,DAL,,NOR,W 40-3,,,,,,,,,,,,,,,,
17,1973,1973-09-30,3,23.178,DAL,,STL,W 45-10,,,,,,,,,,,,,,,,
18,1973,1973-10-08,4,23.186,DAL,@,WAS,L 7-14,,,,,,,,,,,,,,,,
19,1973,1973-10-21,6,23.199,DAL,,NYG,W 45-28,0,0,,0,1,1,100.0,,,,0,1,3,141,47.00,0
20,1973,1973-10-28,7,23.206,DAL,@,PHI,L 16-30,,,,,,,,,,,,,,,,
21,1973,1973-11-04,8,23.213,DAL,,CIN,W 38-10,,,,,,,,,,,,,,,,
22,1973,1973-11-11,9,23.220,DAL,@,NYG,W 23-10,,,,,,,,,,,,,,,,
23,1973,1973-11-18,10,23.227,DAL,,PHI,W 31-10,,,,,,,,,,,,,,,,
24,1973,1973-11-22,11,23.231,DAL,,MIA,L 7-14,,,,,,,,,,,,,,,,
25,1973,1973-12-02,12,23.241,DAL,@,DEN,W 22-10,,,,,,,,,,,,,,,,
26,1973,1973-12-09,13,23.248,DAL,,WAS,W 27-7,,,,,,,,,,,,,,,,
27,1973,1973-12-16,14,23.255,DAL,@,STL,W 30-3,,,,,,,,,,,,,,,,
28,1974,1974-09-15,1,24.163,DAL,@,ATL,W 24-0,0,0,,0,,,,,,,0,0,7,233,33.29,0
29,1974,1974-09-23,2,24.171,DAL,@,PHI,L 10-13,0,0,,0,,,,,,,0,0,5,180,36.00,0
