ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2016,2016-09-11,1,21.180,IND,,DET,L 35-39,*,0.0,1,2
2,2016,2016-09-25,3,21.194,IND,,SDG,W 26-22,,0.0,3,1
3,2016,2016-10-02,4,21.201,IND,@,JAX,L 27-30,,0.0,1,0
4,2016,2016-10-09,5,21.208,IND,,CHI,W 29-23,,0.0,0,0
5,2016,2016-10-16,6,21.215,IND,@,HOU,L 23-26,,0.0,4,0
6,2016,2016-10-23,7,21.222,IND,@,TEN,W 34-26,,0.0,1,0
7,2016,2016-10-30,8,21.229,IND,,KAN,L 14-30,,0.0,2,2
8,2016,2016-11-06,9,21.236,IND,@,GNB,W 31-26,*,0.0,5,1
9,2016,2016-11-20,10,21.250,IND,,TEN,W 24-17,,0.0,0,1
10,2016,2016-11-24,11,21.254,IND,,PIT,L 7-28,,0.0,2,0
11,2016,2016-12-05,12,21.265,IND,@,NYJ,W 41-10,*,0.0,1,0
12,2016,2016-12-11,13,21.271,IND,,HOU,L 17-22,,0.0,2,0
13,2016,2016-12-18,14,21.278,IND,@,MIN,W 34-6,,0.0,4,3
14,2016,2016-12-24,15,21.284,IND,@,OAK,L 25-33,,0.0,4,0
15,2016,2017-01-01,16,21.292,IND,,JAX,W 24-20,*,0.0,2,1
16,2017,2017-09-10,1,22.179,IND,@,LAR,L 9-46,*,0.0,3,0
17,2017,2017-09-17,2,22.186,IND,,ARI,L 13-16,,0.0,0,0
18,2017,2017-09-24,3,22.193,IND,,CLE,W 31-28,,0.0,0,0
19,2017,2017-10-01,4,22.200,IND,@,SEA,L 18-46,,0.0,0,0
20,2017,2017-10-08,5,22.207,IND,,SFO,W 26-23,,0.0,0,0
21,2017,2017-10-16,6,22.215,IND,@,TEN,L 22-36,,0.0,1,0
22,2017,2017-10-22,7,22.221,IND,,JAX,L 0-27,,0.0,3,2
23,2017,2017-10-29,8,22.228,IND,@,CIN,L 23-24,*,0.0,4,0
24,2017,2017-11-05,9,22.235,IND,@,HOU,W 20-14,*,0.0,0,0
25,2017,2017-11-12,10,22.242,IND,,PIT,L 17-20,*,0.0,2,0
26,2017,2017-11-26,11,22.256,IND,,TEN,L 16-20,*,0.0,0,1
27,2017,2017-12-03,12,22.263,IND,@,JAX,L 10-30,,0.0,3,2
28,2017,2017-12-10,13,22.270,IND,@,BUF,L 7-13,*,0.0,4,0
29,2017,2017-12-14,14,22.274,IND,,DEN,L 13-25,*,0.0,3,4
30,2017,2017-12-23,15,22.283,IND,@,BAL,L 16-23,,0.0,5,1
31,2017,2017-12-31,16,22.291,IND,,HOU,W 22-13,,0.0,1,3
