ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1974,1974-09-15,1,22.123,BAL,@,PIT,L 0-30,,,,
2,1974,1974-09-22,2,22.130,BAL,,GNB,L 13-20,,,,
3,1974,1974-09-29,3,22.137,BAL,@,PHI,L 10-30,,,,
4,1974,1974-10-06,4,22.144,BAL,@,NWE,L 3-42,,,,
5,1974,1974-10-13,5,22.151,BAL,,BUF,L 14-27,,,,
6,1974,1974-10-20,6,22.158,BAL,@,NYJ,W 35-20,,,,
7,1974,1974-10-27,7,22.165,BAL,@,MIA,L 7-17,,,,
8,1974,1974-11-03,8,22.172,BAL,,CIN,L 14-24,,,,
9,1974,1974-11-10,9,22.179,BAL,,DEN,L 6-17,,,,
10,1974,1974-11-17,10,22.186,BAL,@,ATL,W 17-7,,,,
11,1974,1974-11-24,11,22.193,BAL,,NWE,L 17-27,,,,
12,1974,1974-12-01,12,22.200,BAL,@,BUF,L 0-6,,,,
13,1974,1974-12-08,13,22.207,BAL,,MIA,L 16-17,,,,
14,1974,1974-12-15,14,22.214,BAL,,NYJ,L 38-45,,,,
15,1975,1975-09-21,1,23.129,BAL,@,CHI,W 35-7,,,,
16,1975,1975-09-28,2,23.136,BAL,,OAK,L 20-31,,,,
17,1975,1975-10-05,3,23.143,BAL,@,RAM,L 13-24,,,,
18,1975,1975-10-12,4,23.150,BAL,,BUF,L 31-38,,,,
19,1975,1975-10-19,5,23.157,BAL,@,NWE,L 10-21,,,,
20,1975,1975-10-26,6,23.164,BAL,@,NYJ,W 45-28,,,,
21,1975,1975-11-02,7,23.171,BAL,,CLE,W 21-7,,,,
22,1975,1975-11-09,8,23.178,BAL,@,BUF,W 42-35,,,,
23,1975,1975-11-16,9,23.185,BAL,,NYJ,W 52-19,,,,
24,1975,1975-11-23,10,23.192,BAL,@,MIA,W 33-17,,,,
25,1975,1975-11-30,11,23.199,BAL,,KAN,W 28-14,,,,
26,1975,1975-12-07,12,23.206,BAL,@,NYG,W 21-0,,,,
27,1975,1975-12-14,13,23.213,BAL,,MIA,W 10-7,,,,
